Date,CLX
2015-01-02,74.32940673828125
2015-01-05,74.34371185302734
2015-01-06,74.65855407714844
2015-01-07,75.93951416015625
2015-01-08,76.79104614257812
2015-01-09,76.29727935791016
2015-01-12,76.1112289428711
2015-01-13,76.41178894042969
2015-01-14,76.53343963623047
2015-01-15,76.84831237792969
2015-01-16,78.05764770507812
2015-01-20,77.71417236328125
2015-01-21,77.87161254882812
2015-01-22,78.79475402832031
2015-01-23,77.57105255126953
2015-01-26,77.92411804199219
2015-01-27,77.81602478027344
2015-01-28,77.16757202148438
2015-01-29,78.28437042236328
2015-01-30,76.88656616210938
2015-02-02,77.69355010986328
2015-02-03,77.5926742553711
2015-02-04,78.97608947753906
2015-02-05,77.85205841064453
2015-02-06,77.04508972167969
2015-02-09,77.0306625366211
2015-02-10,77.88809204101562
2015-02-11,77.7728042602539
2015-02-12,78.00338745117188
2015-02-13,78.53655242919922
2015-02-17,78.4356689453125
2015-02-18,79.09135437011719
2015-02-19,78.73829650878906
2015-02-20,78.49333953857422
2015-02-23,79.06250762939453
2015-02-24,78.80313873291016
2015-02-25,78.52932739257812
2015-02-26,78.60859680175781
2015-02-27,78.27716827392578
2015-03-02,79.19944763183594
2015-03-03,79.8623046875
2015-03-04,79.20661926269531
2015-03-05,79.37236785888672
2015-03-06,78.31319427490234
2015-03-09,78.81756591796875
2015-03-10,77.69355010986328
2015-03-11,77.40534210205078
2015-03-12,78.6878662109375
2015-03-13,78.3708267211914
2015-03-16,78.82475280761719
2015-03-17,78.55816650390625
2015-03-18,79.14177703857422
2015-03-19,78.96165466308594
2015-03-20,80.61885070800781
2015-03-23,80.6476821899414
2015-03-24,80.07846069335938
2015-03-25,79.28590393066406
2015-03-26,78.99767303466797
2015-03-27,79.27147674560547
2015-03-30,79.80465698242188
2015-03-31,79.53807067871094
2015-04-01,79.20661926269531
2015-04-02,79.40116882324219
2015-04-06,80.24418640136719
2015-04-07,79.71099090576172
2015-04-08,79.61731719970703
2015-04-09,79.89832305908203
2015-04-10,79.73980712890625
2015-04-13,79.7974624633789
2015-04-14,79.97037506103516
2015-04-15,79.60292053222656
2015-04-16,79.5164566040039
2015-04-17,78.72386932373047
2015-04-20,78.6876220703125
2015-04-21,79.05032348632812
2015-04-22,78.9922866821289
2015-04-23,79.14466857910156
2015-04-24,79.24620056152344
2015-04-27,78.56429290771484
2015-04-28,78.57879638671875
2015-04-29,77.70101928710938
2015-04-30,76.96833801269531
2015-05-01,77.03361511230469
2015-05-04,77.26577758789062
2015-05-05,76.6999282836914
2015-05-06,77.24400329589844
2015-05-07,77.69378662109375
2015-05-08,78.04923248291016
2015-05-11,77.58497619628906
2015-05-12,77.97669219970703
2015-05-13,77.7590560913086
2015-05-14,78.6876220703125
2015-05-15,79.2171859741211
2015-05-18,79.44933319091797
2015-05-19,80.08045196533203
2015-05-20,80.07318878173828
2015-05-21,79.63793182373047
2015-05-22,79.64519500732422
2015-05-26,79.06482696533203
2015-05-27,79.48560333251953
2015-05-28,79.02132415771484
2015-05-29,78.10002899169922
2015-06-01,78.28140258789062
2015-06-02,77.54141998291016
2015-06-03,77.72279357910156
2015-06-04,77.36731719970703
2015-06-05,76.87405395507812
2015-06-08,76.41699981689453
2015-06-09,76.55484771728516
2015-06-10,77.33830261230469
2015-06-11,76.72891998291016
2015-06-12,76.1413345336914
2015-06-15,75.6117935180664
2015-06-16,76.37348175048828
2015-06-17,76.82325744628906
2015-06-18,77.51241302490234
2015-06-19,77.43988037109375
2015-06-22,77.6212158203125
2015-06-23,77.41085815429688
2015-06-24,76.85228729248047
2015-06-25,77.05540466308594
2015-06-26,77.70828247070312
2015-06-29,75.83667755126953
2015-06-30,75.45941925048828
2015-07-01,77.5196762084961
2015-07-02,76.98285675048828
2015-07-06,76.85228729248047
2015-07-07,78.43372344970703
2015-07-08,77.91140747070312
2015-07-09,77.48338317871094
2015-07-10,78.1072769165039
2015-07-13,78.83267974853516
2015-07-14,78.79643249511719
2015-07-15,79.62342071533203
2015-07-16,80.57373046875
2015-07-17,80.1167221069336
2015-07-20,80.80341339111328
2015-07-21,80.62077331542969
2015-07-22,81.05909729003906
2015-07-23,80.80341339111328
2015-07-24,80.62077331542969
2015-07-27,80.971435546875
2015-07-28,81.4535903930664
2015-07-29,81.81883239746094
2015-07-30,81.84078979492188
2015-07-31,81.7750244140625
2015-08-03,84.01042175292969
2015-08-04,85.36190032958984
2015-08-05,86.88866424560547
2015-08-06,87.2174072265625
2015-08-07,86.35542297363281
2015-08-10,85.50800323486328
2015-08-11,85.9609375
2015-08-12,85.34725952148438
2015-08-13,85.0915756225586
2015-08-14,85.92439270019531
2015-08-17,85.84403991699219
2015-08-18,85.46417999267578
2015-08-19,84.85051727294922
2015-08-20,84.5363998413086
2015-08-21,83.25797271728516
2015-08-24,80.03636169433594
2015-08-25,78.52415466308594
2015-08-26,80.408935546875
2015-08-27,81.40245819091797
2015-08-28,81.59236907958984
2015-08-31,81.21251678466797
2015-09-01,79.49575805664062
2015-09-02,80.66462707519531
2015-09-03,81.3366928100586
2015-09-04,80.06559753417969
2015-09-08,81.53396606445312
2015-09-09,79.9194564819336
2015-09-10,79.93408966064453
2015-09-11,80.24090576171875
2015-09-14,80.29203796386719
2015-09-15,81.52662658691406
2015-09-16,82.97306823730469
2015-09-17,83.3383560180664
2015-09-18,82.88538360595703
2015-09-21,83.62326049804688
2015-09-22,83.12647247314453
2015-09-23,83.53558349609375
2015-09-24,83.21414184570312
2015-09-25,84.9162826538086
2015-09-28,83.43331146240234
2015-09-29,83.6889877319336
2015-09-30,84.3976058959961
2015-10-01,84.28800964355469
2015-10-02,85.42033386230469
2015-10-05,86.47958374023438
2015-10-06,86.45767211914062
2015-10-07,86.93251037597656
2015-10-08,87.79452514648438
2015-10-09,88.04291534423828
2015-10-12,88.2109375
2015-10-13,88.06485748291016
2015-10-14,87.8456802368164
2015-10-15,87.79452514648438
2015-10-16,89.06565856933594
2015-10-19,88.91954803466797
2015-10-20,89.18252563476562
2015-10-21,89.16792297363281
2015-10-22,90.29293823242188
2015-10-23,90.03724670410156
2015-10-26,89.71378326416016
2015-10-27,89.60353088378906
2015-10-28,90.14752197265625
2015-10-29,90.21369171142578
2015-10-30,89.64027404785156
2015-11-02,92.40433502197266
2015-11-03,91.61775207519531
2015-11-04,91.3016586303711
2015-11-05,91.31635284423828
2015-11-06,89.89020538330078
2015-11-09,89.59615325927734
2015-11-10,89.89020538330078
2015-11-11,90.7282485961914
2015-11-12,89.55940246582031
2015-11-13,88.75813293457031
2015-11-16,89.5888442993164
2015-11-17,89.52265167236328
2015-11-18,90.85323333740234
2015-11-19,91.38990020751953
2015-11-20,91.04436492919922
2015-11-23,92.1543960571289
2015-11-24,91.73536682128906
2015-11-25,92.11762237548828
2015-11-27,92.2646713256836
2015-11-30,91.37518310546875
2015-12-01,93.0953369140625
2015-12-02,92.88217163085938
2015-12-03,92.66162109375
2015-12-04,94.66848754882812
2015-12-07,95.07282257080078
2015-12-08,95.3594970703125
2015-12-09,93.89662170410156
2015-12-10,93.26441955566406
2015-12-11,92.5660629272461
2015-12-14,92.97036743164062
2015-12-15,94.93313598632812
2015-12-16,96.38867950439453
2015-12-17,96.55039978027344
2015-12-18,93.39674377441406
2015-12-21,93.83781433105469
2015-12-22,93.79370880126953
2015-12-23,94.22742462158203
2015-12-24,93.9921875
2015-12-28,94.13922882080078
2015-12-29,94.83753967285156
2015-12-30,94.24209594726562
2015-12-31,93.23502349853516
