Date,CF
2015-01-02,40.70242691040039
2015-01-05,40.56327819824219
2015-01-06,41.40254211425781
2015-01-07,42.5830192565918
2015-01-08,43.174747467041016
2015-01-09,43.5262565612793
2015-01-12,43.5906982421875
2015-01-13,43.827972412109375
2015-01-14,42.37797927856445
2015-01-15,42.29010772705078
2015-01-16,43.5921745300293
2015-01-20,44.42409133911133
2015-01-21,44.270301818847656
2015-01-22,45.001163482666016
2015-01-23,44.19560623168945
2015-01-26,44.49878692626953
2015-01-27,44.84882736206055
2015-01-28,44.10772705078125
2015-01-29,44.93378448486328
2015-01-30,44.72727584838867
2015-02-02,44.63793182373047
2015-02-03,44.091609954833984
2015-02-04,43.50868225097656
2015-02-05,43.88071060180664
2015-02-06,43.44717025756836
2015-02-09,43.50136947631836
2015-02-10,43.6522102355957
2015-02-11,43.76207733154297
2015-02-12,44.54371643066406
2015-02-13,44.36707305908203
2015-02-17,43.971092224121094
2015-02-18,43.601627349853516
2015-02-19,44.80574035644531
2015-02-20,45.39603042602539
2015-02-23,46.027530670166016
2015-02-24,45.909759521484375
2015-02-25,45.22673797607422
2015-02-26,45.13401412963867
2015-02-27,45.07807922363281
2015-03-02,45.834686279296875
2015-03-03,45.81407928466797
2015-03-04,44.8881721496582
2015-03-05,44.645294189453125
2015-03-06,43.87246322631836
2015-03-09,44.789546966552734
2015-03-10,43.1187858581543
2015-03-11,42.80229949951172
2015-03-12,42.96864318847656
2015-03-13,43.07756423950195
2015-03-16,43.132049560546875
2015-03-17,42.60506057739258
2015-03-18,43.395530700683594
2015-03-19,42.69337463378906
2015-03-20,42.722816467285156
2015-03-23,42.6874885559082
2015-03-24,43.426448822021484
2015-03-25,43.240966796875
2015-03-26,43.314579010009766
2015-03-27,42.49169921875
2015-03-30,42.83322525024414
2015-03-31,41.75863265991211
2015-04-01,41.826351165771484
2015-04-02,41.249298095703125
2015-04-06,41.41123580932617
2015-04-07,41.40093231201172
2015-04-08,41.94558334350586
2015-04-09,41.92497634887695
2015-04-10,41.882286071777344
2015-04-13,41.80720520019531
2015-04-14,41.570220947265625
2015-04-15,42.20024871826172
2015-04-16,43.124671936035156
2015-04-17,42.87001419067383
2015-04-20,42.390132904052734
2015-04-21,42.07365798950195
2015-04-22,42.04715347290039
2015-04-23,42.65509796142578
2015-04-24,43.34254837036133
2015-04-27,42.47551345825195
2015-04-28,42.37099838256836
2015-04-29,42.909759521484375
2015-04-30,42.316524505615234
2015-05-01,43.351383209228516
2015-05-04,43.248329162597656
2015-05-05,42.71986389160156
2015-05-06,43.366085052490234
2015-05-07,44.17424392700195
2015-05-08,45.75962448120117
2015-05-11,45.39603042602539
2015-05-12,44.64970016479492
2015-05-13,45.17043685913086
2015-05-14,45.01511001586914
2015-05-15,45.37606430053711
2015-05-18,45.500335693359375
2015-05-19,45.89679718017578
2015-05-20,46.0018424987793
2015-05-21,46.90867233276367
2015-05-22,47.47526931762695
2015-05-26,47.20454406738281
2015-05-27,47.535919189453125
2015-05-28,47.58325958251953
2015-05-29,46.72967529296875
2015-06-01,46.837669372558594
2015-06-02,47.23116683959961
2015-06-03,47.608402252197266
2015-06-04,47.112823486328125
2015-06-05,47.02406311035156
2015-06-08,46.646820068359375
2015-06-09,46.686771392822266
2015-06-10,47.40129852294922
2015-06-11,47.22968673706055
2015-06-12,46.77109146118164
2015-06-15,46.98263931274414
2015-06-16,47.460472106933594
2015-06-17,46.84801483154297
2015-06-18,47.52408981323242
2015-06-19,46.777015686035156
2015-06-22,47.479698181152344
2015-06-23,47.0728874206543
2015-06-24,46.6734619140625
2015-06-25,47.30957794189453
2015-06-26,47.198631286621094
2015-06-29,46.27402877807617
2015-06-30,47.54627227783203
2015-07-01,48.15280532836914
2015-07-02,47.738590240478516
2015-07-06,47.00630187988281
2015-07-07,45.94118881225586
2015-07-08,44.491416931152344
2015-07-09,44.972190856933594
2015-07-10,45.645301818847656
2015-07-13,45.93378448486328
2015-07-14,46.362789154052734
2015-07-15,45.97077178955078
2015-07-16,46.40716552734375
2015-07-17,50.978370666503906
2015-07-20,48.07883071899414
