Date,ROK
2015-01-02,89.05989837646484
2015-01-05,86.06822204589844
2015-01-06,85.08173370361328
2015-01-07,85.22607421875
2015-01-08,87.73653411865234
2015-01-09,86.22866821289062
2015-01-12,85.0175552368164
2015-01-13,83.79844665527344
2015-01-14,84.11123657226562
2015-01-15,84.05509185791016
2015-01-16,83.96688842773438
2015-01-20,84.57642364501953
2015-01-21,85.33036041259766
2015-01-22,87.03871154785156
2015-01-23,85.70732116699219
2015-01-26,86.0201187133789
2015-01-27,86.01213073730469
2015-01-28,87.07080841064453
2015-01-29,88.2417984008789
2015-01-30,87.35957336425781
2015-02-02,89.74163055419922
2015-02-03,91.69866943359375
2015-02-04,89.91004943847656
2015-02-05,90.66400909423828
2015-02-06,90.35120391845703
2015-02-09,92.26008605957031
2015-02-10,92.23602294921875
2015-02-11,92.50070190429688
2015-02-12,94.27519226074219
2015-02-13,95.09793090820312
2015-02-17,95.0334243774414
2015-02-18,95.54156494140625
2015-02-19,95.0414810180664
2015-02-20,95.33992004394531
2015-02-23,94.9447021484375
2015-02-24,95.5173568725586
2015-02-25,94.83985137939453
2015-02-26,94.70269775390625
2015-02-27,94.40428924560547
2015-03-02,94.96084594726562
2015-03-03,94.47686004638672
2015-03-04,92.6378173828125
2015-03-05,92.11351776123047
2015-03-06,90.62940979003906
2015-03-09,90.60519409179688
2015-03-10,89.29044342041016
2015-03-11,88.70967864990234
2015-03-12,91.3392105102539
2015-03-13,89.95183563232422
2015-03-16,92.4361801147461
2015-03-17,91.16173553466797
2015-03-18,93.31538391113281
2015-03-19,92.35551452636719
2015-03-20,93.6864242553711
2015-03-23,92.96045684814453
2015-03-24,93.67028045654297
2015-03-25,91.71829223632812
2015-03-26,91.46826934814453
2015-03-27,91.258544921875
2015-03-30,93.17822265625
2015-03-31,93.55735778808594
2015-04-01,91.33110809326172
2015-04-02,90.98429107666016
2015-04-06,92.25872802734375
2015-04-07,90.99235534667969
2015-04-08,89.97602081298828
2015-04-09,90.09706115722656
2015-04-10,89.97602081298828
2015-04-13,89.75823974609375
2015-04-14,89.95183563232422
2015-04-15,92.06514739990234
2015-04-16,92.2184066772461
2015-04-17,90.58907318115234
