Date,XRX
2015-01-02,18.390859603881836
2015-01-05,17.989604949951172
2015-01-06,17.748855590820312
2015-01-07,17.976228713989258
2015-01-08,18.471118927001953
2015-01-09,18.364107131958008
2015-01-12,18.176855087280273
2015-01-13,18.270488739013672
2015-01-14,18.350736618041992
2015-01-15,17.909351348876953
2015-01-16,18.19023323059082
2015-01-20,18.056486129760742
2015-01-21,18.16348648071289
2015-01-22,18.68511199951172
2015-01-23,18.457738876342773
2015-01-26,18.377483367919922
2015-01-27,18.150110244750977
2015-01-28,17.708730697631836
2015-01-29,18.136735916137695
2015-01-30,17.615100860595703
2015-02-02,17.895984649658203
2015-02-03,17.96285629272461
2015-02-04,17.936107635498047
2015-02-05,18.00298500061035
2015-02-06,17.96285629272461
2015-02-09,17.922731399536133
2015-02-10,18.043107986450195
2015-02-11,18.0163631439209
2015-02-12,18.150110244750977
2015-02-13,18.41761589050293
2015-02-17,18.310611724853516
2015-02-18,18.49786376953125
2015-02-19,18.390859603881836
2015-02-20,18.725244522094727
2015-02-23,18.618244171142578
2015-02-24,18.698490142822266
2015-02-25,18.323986053466797
2015-02-26,17.869234085083008
2015-02-27,18.257108688354492
2015-03-02,18.16348648071289
2015-03-03,17.96285629272461
2015-03-04,17.882610321044922
2015-03-05,18.083236694335938
2015-03-06,17.574974060058594
2015-03-09,17.73548126220703
2015-03-10,17.053348541259766
2015-03-11,17.213850021362305
2015-03-12,16.946340560913086
2015-03-13,17.053348541259766
2015-03-16,17.2405948638916
2015-03-17,17.160350799560547
2015-03-18,17.374351501464844
2015-03-19,17.173721313476562
2015-03-20,17.62847900390625
2015-03-23,17.708730697631836
2015-03-24,17.695350646972656
2015-03-25,17.25397491455078
2015-03-26,17.213850021362305
2015-03-27,16.931434631347656
2015-03-30,17.26763916015625
2015-03-31,17.281089782714844
2015-04-01,17.039018630981445
2015-04-02,17.173500061035156
2015-04-06,17.415573120117188
2015-04-07,17.42902183532715
2015-04-08,17.617298126220703
2015-04-09,17.65764808654785
2015-04-10,17.832469940185547
2015-04-13,17.697988510131836
2015-04-14,17.60384750366211
2015-04-15,17.63074493408203
2015-04-16,17.375228881835938
2015-04-17,17.334877014160156
2015-04-20,17.496265411376953
2015-04-21,17.200395584106445
2015-04-22,17.375228881835938
2015-04-23,17.671091079711914
2015-04-24,16.12453269958496
2015-04-27,15.626944541931152
2015-04-28,15.774879455566406
2015-04-29,15.505910873413086
2015-04-30,15.465568542480469
2015-05-01,15.492460250854492
2015-05-04,15.8286714553833
2015-05-05,15.532814025878906
2015-05-06,15.304186820983887
2015-05-07,15.223495483398438
2015-05-08,15.29073429107666
2015-05-11,15.115911483764648
2015-05-12,15.008320808410645
2015-05-13,15.115911483764648
2015-05-14,15.196598052978516
2015-05-15,15.29073429107666
2015-05-18,15.4386625289917
2015-05-19,15.223495483398438
2015-05-20,15.41176986694336
2015-05-21,15.479013442993164
2015-05-22,15.384879112243652
2015-05-26,15.075565338134766
2015-05-27,15.371423721313477
2015-05-28,15.465568542480469
2015-05-29,15.35798168182373
2015-06-01,15.41176986694336
2015-06-02,15.4386625289917
2015-06-03,15.505910873413086
2015-06-04,15.210041999816895
2015-06-05,15.142804145812988
2015-06-08,14.860392570495605
2015-06-09,14.833495140075684
2015-06-10,15.142804145812988
2015-06-11,15.29073429107666
2015-06-12,15.021769523620605
2015-06-15,14.860392570495605
2015-06-16,14.846945762634277
2015-06-17,14.941082000732422
2015-06-18,14.981423377990723
2015-06-19,14.914182662963867
2015-06-22,14.967978477478027
2015-06-23,15.129353523254395
2015-06-24,14.779702186584473
2015-06-25,14.80659294128418
2015-06-26,14.860733032226562
2015-06-29,14.590045928955078
2015-06-30,14.400564193725586
2015-07-01,14.454704284667969
2015-07-02,14.292292594909668
2015-07-06,14.251688957214355
2015-07-07,14.319358825683594
2015-07-08,13.899794578552246
2015-07-09,13.859192848205566
2015-07-10,14.04867172241211
2015-07-13,14.19754695892334
2015-07-14,14.251688957214355
2015-07-15,14.129875183105469
2015-07-16,14.359963417053223
2015-07-17,14.657713890075684
2015-07-20,14.76598834991455
2015-07-21,14.332897186279297
2015-07-22,14.481772422790527
2015-07-23,14.630647659301758
2015-07-24,14.806594848632812
2015-07-27,14.373493194580078
2015-07-28,14.42763614654541
2015-07-29,14.562975883483887
2015-07-30,14.576517105102539
2015-07-31,14.914871215820312
2015-08-03,14.806594848632812
2015-08-04,14.887802124023438
2015-08-05,14.874267578125
2015-08-06,14.84720230102539
2015-08-07,14.725393295288086
2015-08-10,15.253229141235352
2015-08-11,14.99608039855957
2015-08-12,14.901336669921875
2015-08-13,14.8201322555542
2015-08-14,14.955473899841309
2015-08-17,15.388575553894043
2015-08-18,15.320904731750488
2015-08-19,15.212628364562988
2015-08-20,14.928404808044434
2015-08-21,14.46823787689209
2015-08-24,13.439628601074219
2015-08-25,13.074197769165039
2015-08-26,13.480229377746582
2015-08-27,13.845659255981445
2015-08-28,13.95393180847168
2015-08-31,13.764449119567871
2015-09-01,13.236614227294922
2015-09-02,13.493760108947754
2015-09-03,13.561433792114258
2015-09-04,13.412557601928711
2015-09-08,14.102811813354492
2015-09-09,13.845659255981445
2015-09-10,13.95393180847168
2015-09-11,14.11634349822998
2015-09-14,13.967467308044434
2015-09-15,14.319358825683594
2015-09-16,14.373493194580078
2015-09-17,14.319358825683594
2015-09-18,14.008066177368164
2015-09-21,14.224621772766113
2015-09-22,13.981001853942871
2015-09-23,13.777983665466309
2015-09-24,13.66971206665039
2015-09-25,13.642642974853516
2015-09-28,13.138372421264648
2015-09-29,12.933932304382324
2015-09-30,13.261029243469238
2015-10-01,13.138372421264648
2015-10-02,13.424576759338379
2015-10-05,13.588120460510254
2015-10-06,13.601755142211914
2015-10-07,14.106023788452148
2015-10-08,14.351350784301758
2015-10-09,14.378604888916016
2015-10-12,14.255949020385742
2015-10-13,14.187798500061035
2015-10-14,13.806190490722656
2015-10-15,14.037886619567871
2015-10-16,13.901596069335938
2015-10-19,13.88796615600586
2015-10-20,13.94248104095459
2015-10-21,13.847075462341309
2015-10-22,14.024256706237793
2015-10-23,14.092401504516602
2015-10-26,13.669898986816406
2015-10-27,12.661349296569824
2015-10-28,12.756754875183105
2015-10-29,12.729500770568848
2015-10-30,12.797646522521973
2015-11-02,13.206515312194824
2015-11-03,13.274652481079102
2015-11-04,13.138372421264648
2015-11-05,13.124739646911621
2015-11-06,13.288285255432129
2015-11-09,13.19288444519043
