Date,VLO
2015-01-02,32.6273307800293
2015-01-05,31.285696029663086
2015-01-06,30.903289794921875
2015-01-07,30.663475036621094
2015-01-08,32.41994857788086
2015-01-09,31.531984329223633
2015-01-12,30.702373504638672
2015-01-13,29.782012939453125
2015-01-14,29.07553482055664
2015-01-15,28.56351089477539
2015-01-16,29.42554473876953
2015-01-20,30.144969940185547
2015-01-21,30.585704803466797
2015-01-22,31.110698699951172
2015-01-23,32.510677337646484
2015-01-26,33.17825698852539
2015-01-27,33.204185485839844
2015-01-28,33.385658264160156
2015-01-29,33.75511169433594
2015-01-30,34.27360916137695
2015-02-02,35.28471755981445
2015-02-03,35.245819091796875
2015-02-04,35.187496185302734
2015-02-05,35.65415573120117
2015-02-06,35.55693435668945
2015-02-09,35.5504035949707
2015-02-10,36.24900817871094
2015-02-11,36.14453887939453
2015-02-12,36.9214973449707
2015-02-13,38.25992965698242
2015-02-17,38.344818115234375
2015-02-18,38.697391510009766
2015-02-19,39.29152297973633
2015-02-20,39.64409637451172
2015-02-23,40.80624771118164
2015-02-24,40.218631744384766
2015-02-25,40.00318145751953
2015-02-26,40.460208892822266
2015-02-27,40.27739334106445
2015-03-02,38.305641174316406
2015-03-03,39.22624206542969
2015-03-04,38.573333740234375
2015-03-05,39.147884368896484
2015-03-06,38.35133743286133
2015-03-09,38.25992965698242
2015-03-10,37.71802520751953
2015-03-11,37.698448181152344
2015-03-12,37.724552154541016
2015-03-13,38.214229583740234
2015-03-16,38.95200729370117
2015-03-17,39.10871887207031
2015-03-18,40.45367431640625
2015-03-19,39.696327209472656
2015-03-20,40.18599319458008
2015-03-23,40.799720764160156
2015-03-24,40.52550506591797
2015-03-25,41.641963958740234
2015-03-26,41.38079833984375
2015-03-27,40.394927978515625
2015-03-30,41.62891387939453
2015-03-31,41.537498474121094
2015-04-01,41.42649841308594
2015-04-02,39.043418884277344
2015-04-06,38.86713790893555
2015-04-07,38.25341033935547
2015-04-08,38.27299118041992
2015-04-09,38.468868255615234
2015-04-10,38.997711181640625
