Date,TAP
2015-01-02,55.92768096923828
2015-01-05,55.586936950683594
2015-01-06,55.32191467285156
2015-01-07,57.09378433227539
2015-01-08,58.85807418823242
2015-01-09,58.744510650634766
2015-01-12,58.275028228759766
2015-01-13,57.67683792114258
2015-01-14,56.77574920654297
2015-01-15,56.457733154296875
2015-01-16,56.82876205444336
2015-01-20,56.965049743652344
2015-01-21,58.047855377197266
2015-01-22,59.13067626953125
2015-01-23,59.13067626953125
2015-01-26,59.19883728027344
2015-01-27,58.721778869628906
2015-01-28,58.464324951171875
2015-01-29,59.085243225097656
2015-01-30,57.495094299316406
2015-02-02,57.72225570678711
2015-02-03,58.94137954711914
2015-02-04,58.812652587890625
2015-02-05,59.22154998779297
2015-02-06,58.42647171020508
2015-02-09,57.80554962158203
2015-02-10,55.43547821044922
2015-02-11,55.27647018432617
2015-02-12,55.86709213256836
2015-02-13,55.14018630981445
2015-02-17,57.472373962402344
2015-02-18,57.74496841430664
2015-02-19,57.15437316894531
2015-02-20,58.025150299072266
2015-02-23,58.15386199951172
2015-02-24,57.979705810546875
2015-02-25,57.614295959472656
2015-02-26,58.80190658569336
2015-02-27,57.774169921875
2015-03-02,57.78940200805664
2015-03-03,56.89110565185547
2015-03-04,56.56372833251953
2015-03-05,56.67030715942383
2015-03-06,56.51042556762695
2015-03-09,56.95197296142578
2015-03-10,55.8937873840332
2015-03-11,56.09172058105469
2015-03-12,57.60667419433594
2015-03-13,57.142295837402344
2015-03-16,57.35544204711914
2015-03-17,56.19068908691406
2015-03-18,56.44192123413086
2015-03-19,55.68825149536133
2015-03-20,56.769283294677734
2015-03-23,56.13740539550781
2015-03-24,55.60449981689453
2015-03-25,54.81275939941406
2015-03-26,54.957393646240234
2015-03-27,55.77197265625
2015-03-30,56.89110565185547
2015-03-31,56.677913665771484
2015-04-01,56.723575592041016
2015-04-02,57.40113830566406
2015-04-06,57.979705810546875
2015-04-07,59.56319046020508
2015-04-08,59.89055633544922
2015-04-09,59.319580078125
2015-04-10,59.30434036254883
2015-04-13,58.33753204345703
2015-04-14,58.588741302490234
2015-04-15,58.52785110473633
2015-04-16,58.550697326660156
2015-04-17,58.59636688232422
2015-04-20,57.84267044067383
2015-04-21,57.80461883544922
2015-04-22,57.500099182128906
2015-04-23,57.18798828125
2015-04-24,57.195587158203125
2015-04-27,56.7921028137207
2015-04-28,56.868228912353516
2015-04-29,56.38863754272461
2015-04-30,55.96229934692383
2015-05-01,56.36577606201172
2015-05-04,56.068870544433594
2015-05-05,55.513145446777344
2015-05-06,55.969913482666016
2015-05-07,56.35055923461914
2015-05-08,56.754032135009766
2015-05-11,57.04331970214844
2015-05-12,56.32011795043945
2015-05-13,56.80732345581055
2015-05-14,57.13471221923828
2015-05-15,57.09661865234375
2015-05-18,57.56101608276367
2015-05-19,57.621917724609375
2015-05-20,57.515350341796875
2015-05-21,57.14990234375
2015-05-22,56.51804733276367
2015-05-26,56.068870544433594
2015-05-27,55.86219024658203
2015-05-28,57.06409454345703
2015-05-29,56.17607116699219
2015-06-01,55.94640350341797
2015-06-02,56.66600799560547
2015-06-03,57.23252868652344
2015-06-04,57.30906295776367
2015-06-05,55.58659362792969
2015-06-08,55.76264953613281
2015-06-09,55.47175979614258
2015-06-10,55.617218017578125
2015-06-11,55.67081069946289
2015-06-12,55.709068298339844
2015-06-15,54.660274505615234
2015-06-16,55.51004409790039
2015-06-17,55.86219024658203
2015-06-18,56.436344146728516
2015-06-19,56.022953033447266
2015-06-22,56.53586196899414
2015-06-23,55.29568099975586
2015-06-24,55.55596923828125
2015-06-25,55.24974822998047
2015-06-26,55.341617584228516
2015-06-29,54.04018020629883
2015-06-30,53.44305419921875
2015-07-01,53.77988815307617
2015-07-02,53.634422302246094
2015-07-06,53.144474029541016
2015-07-07,53.710994720458984
2015-07-08,53.657386779785156
2015-07-09,54.49951171875
2015-07-10,54.42296600341797
2015-07-13,55.24974822998047
2015-07-14,54.84400939941406
2015-07-15,54.8746223449707
2015-07-16,55.25740051269531
2015-07-17,54.851661682128906
2015-07-20,54.90525436401367
2015-07-21,54.59904098510742
2015-07-22,54.6296501159668
2015-07-23,54.216243743896484
2015-07-24,53.588504791259766
2015-07-27,53.236351013183594
2015-07-28,53.060279846191406
2015-07-29,53.93818664550781
2015-07-30,53.96131134033203
2015-07-31,54.78530502319336
2015-08-03,54.04601287841797
2015-08-04,53.59164047241211
2015-08-05,54.223140716552734
2015-08-06,56.80298614501953
2015-08-07,56.21000289916992
2015-08-10,56.02518081665039
2015-08-11,55.848060607910156
2015-08-12,55.624732971191406
2015-08-13,55.15497589111328
2015-08-14,55.16265869140625
2015-08-17,56.394832611083984
2015-08-18,56.425636291503906
2015-08-19,56.52576446533203
2015-08-20,55.439903259277344
2015-08-21,53.89198684692383
2015-08-24,51.196624755859375
2015-08-25,50.20317459106445
2015-08-26,51.35063934326172
2015-08-27,51.674068450927734
2015-08-28,51.704891204833984
2015-08-31,52.436485290527344
2015-09-01,51.05801010131836
2015-09-02,51.44305419921875
2015-09-03,51.566253662109375
