Date,GE
2015-01-02,102.43067932128906
2015-01-05,100.55049133300781
2015-01-06,98.3841552734375
2015-01-07,98.425048828125
2015-01-08,99.61038970947266
2015-01-09,98.2206802368164
2015-01-12,98.01628875732422
2015-01-13,97.5257797241211
2015-01-14,97.19881439208984
2015-01-15,96.3813247680664
2015-01-16,96.42219543457031
2015-01-20,97.48495483398438
2015-01-21,98.26153564453125
2015-01-22,99.2425308227539
2015-01-23,100.05998229980469
2015-01-26,100.50961303710938
2015-01-27,99.6512451171875
2015-01-28,97.44405364990234
2015-01-29,98.425048828125
2015-01-30,97.64842987060547
2015-02-02,98.95641326904297
2015-02-03,100.0191421508789
2015-02-04,98.7520523071289
2015-02-05,100.14177703857422
2015-02-06,100.22350311279297
2015-02-09,100.71398162841797
2015-02-10,101.04097747802734
2015-02-11,101.24535369873047
2015-02-12,101.73582458496094
2015-02-13,102.79857635498047
2015-02-17,102.88031768798828
2015-02-18,103.20732116699219
2015-02-19,103.16604614257812
2015-02-20,103.9910659790039
2015-02-23,103.8260498046875
2015-02-24,104.73357391357422
2015-02-25,106.8785629272461
2015-02-26,106.79606628417969
2015-02-27,107.20854949951172
2015-03-02,107.70353698730469
2015-03-03,106.67228698730469
2015-03-04,105.8473129272461
2015-03-05,106.5073013305664
2015-03-06,104.8572998046875
2015-03-09,105.76480865478516
2015-03-10,103.8260498046875
2015-03-11,103.90855407714844
2015-03-12,104.77482604980469
2015-03-13,103.28984069824219
2015-03-16,104.98104095458984
2015-03-17,104.403564453125
2015-03-18,105.76480865478516
2015-03-19,104.48605346679688
2015-03-20,104.77482604980469
2015-03-23,105.06354522705078
2015-03-24,104.23854064941406
2015-03-25,102.75357055664062
2015-03-26,102.29979705810547
2015-03-27,102.54730987548828
2015-03-30,103.61980438232422
2015-03-31,102.34107971191406
2015-04-01,102.46480560302734
2015-04-02,102.87731170654297
2015-04-06,103.86732482910156
2015-04-07,103.20732116699219
2015-04-08,103.16604614257812
2015-04-09,106.13606262207031
2015-04-10,117.60352325439453
2015-04-13,113.97354125976562
2015-04-14,114.38601684570312
2015-04-15,113.27229309082031
2015-04-16,112.5298080444336
2015-04-17,112.4060287475586
2015-04-20,111.45729064941406
2015-04-21,109.80730438232422
2015-04-22,111.00355529785156
2015-04-23,110.75605773925781
2015-04-24,110.54981231689453
2015-04-27,110.87981414794922
2015-04-28,111.86980438232422
2015-04-29,111.74605560302734
2015-04-30,111.70480346679688
2015-05-01,112.65354919433594
2015-05-04,112.488525390625
2015-05-05,111.04479217529297
2015-05-06,110.591064453125
2015-05-07,111.53983306884766
2015-05-08,112.85979461669922
2015-05-11,111.04479217529297
2015-05-12,111.49850463867188
2015-05-13,112.24104309082031
2015-05-14,113.0660400390625
2015-05-15,112.488525390625
2015-05-18,112.65354919433594
2015-05-19,112.81855010986328
2015-05-20,114.01477813720703
2015-05-21,114.34480285644531
2015-05-22,114.17976379394531
2015-05-26,113.51978302001953
2015-05-27,113.51978302001953
2015-05-28,113.97354125976562
2015-05-29,112.488525390625
2015-06-01,112.5298080444336
2015-06-02,112.73605346679688
2015-06-03,113.56104278564453
2015-06-04,112.44728088378906
2015-06-05,112.57103729248047
2015-06-08,112.36479949951172
2015-06-09,112.73605346679688
2015-06-10,113.97354125976562
2015-06-11,113.47853088378906
2015-06-12,112.98353576660156
2015-06-15,112.24104309082031
2015-06-16,112.28231048583984
2015-06-17,112.488525390625
2015-06-18,113.86136627197266
2015-06-19,113.32056427001953
2015-06-22,114.06936645507812
2015-06-23,114.6102294921875
2015-06-24,113.40375518798828
2015-06-25,112.48856353759766
2015-06-26,112.69656372070312
2015-06-29,110.82451629638672
2015-06-30,110.53330993652344
2015-07-01,110.90770721435547
2015-07-02,111.40692901611328
2015-07-06,109.45169830322266
2015-07-07,110.11732482910156
2015-07-08,107.70446014404297
2015-07-09,108.24529266357422
2015-07-10,109.28529357910156
2015-07-13,110.11732482910156
2015-07-14,110.90770721435547
2015-07-15,111.36531066894531
2015-07-16,112.48856353759766
2015-07-17,113.32056427001953
2015-07-20,112.90454864501953
2015-07-21,111.6981201171875
2015-07-22,110.78291320800781
2015-07-23,109.24368286132812
2015-07-24,107.12206268310547
2015-07-27,107.95406341552734
2015-07-28,108.57806396484375
2015-07-29,109.24368286132812
2015-07-30,108.66127014160156
2015-07-31,108.57806396484375
2015-08-03,107.62126159667969
2015-08-04,107.74604797363281
2015-08-05,108.57806396484375
2015-08-06,108.2868881225586
2015-08-07,107.28843688964844
2015-08-10,109.16050720214844
2015-08-11,106.95561218261719
2015-08-12,107.57964324951172
2015-08-13,107.28843688964844
