Date,CME
2015-01-02,56.471012115478516
2015-01-05,56.79136657714844
2015-01-06,55.92643737792969
2015-01-07,56.57354736328125
2015-01-08,56.836219787597656
2015-01-09,56.887481689453125
2015-01-12,56.13147735595703
2015-01-13,55.82390213012695
2015-01-14,54.46564483642578
2015-01-15,54.37594223022461
2015-01-16,54.4848747253418
2015-01-20,54.811614990234375
2015-01-21,54.811614990234375
2015-01-22,56.74652099609375
2015-01-23,56.71448516845703
2015-01-26,56.887481689453125
2015-01-27,55.97769546508789
2015-01-28,54.56813430786133
2015-01-29,55.24089050292969
2015-01-30,54.65142059326172
2015-02-02,55.791900634765625
2015-02-03,55.91362380981445
2015-02-04,57.18218994140625
2015-02-05,58.2009162902832
2015-02-06,60.360050201416016
2015-02-09,60.11017990112305
2015-02-10,60.62273406982422
2015-02-11,60.74447250366211
2015-02-12,61.06480026245117
2015-02-13,60.17422866821289
2015-02-17,60.35363006591797
2015-02-18,60.071746826171875
2015-02-19,60.3408203125
2015-02-20,60.38569259643555
2015-02-23,60.859779357910156
2015-02-24,61.615814208984375
2015-02-25,61.84648132324219
2015-02-26,61.519691467285156
2015-02-27,61.46204376220703
2015-03-02,62.224491119384766
2015-03-03,62.21166229248047
2015-03-04,61.82081604003906
2015-03-05,62.03227615356445
2015-03-06,61.4526481628418
2015-03-09,62.19327163696289
2015-03-10,61.37537384033203
2015-03-11,62.01296615600586
2015-03-12,62.68276596069336
2015-03-13,62.36073684692383
2015-03-16,64.44091796875
2015-03-17,64.24124145507812
2015-03-18,63.75179672241211
2015-03-19,64.18975067138672
2015-03-20,64.24124145507812
2015-03-23,63.59724426269531
2015-03-24,62.68916702270508
2015-03-25,60.712013244628906
2015-03-26,61.04692077636719
2015-03-27,60.96319580078125
2015-03-30,61.36890411376953
2015-03-31,60.995384216308594
2015-04-01,60.860145568847656
2015-04-02,59.836143493652344
2015-04-06,59.314483642578125
2015-04-07,58.335575103759766
2015-04-08,58.19390869140625
2015-04-09,58.509483337402344
2015-04-10,59.423988342285156
2015-04-13,59.2694091796875
2015-04-14,58.73487091064453
2015-04-15,58.70266342163086
2015-04-16,58.9409294128418
2015-04-17,57.90408706665039
2015-04-20,58.470829010009766
2015-04-21,58.116615295410156
2015-04-22,58.39353561401367
2015-04-23,58.16170120239258
2015-04-24,57.89120101928711
2015-04-27,57.227848052978516
2015-04-28,57.646480560302734
2015-04-29,57.44681930541992
2015-04-30,58.54812240600586
2015-05-01,58.46437454223633
2015-05-04,58.490135192871094
2015-05-05,58.54812240600586
2015-05-06,58.15524673461914
2015-05-07,59.507694244384766
2015-05-08,60.77643585205078
2015-05-11,61.43975830078125
2015-05-12,61.214378356933594
2015-05-13,61.27232360839844
2015-05-14,61.88414001464844
2015-05-15,61.17571258544922
2015-05-18,61.130638122558594
2015-05-19,61.1885986328125
2015-05-20,60.49949264526367
2015-05-21,60.15172576904297
2015-05-22,60.52524185180664
2015-05-26,60.19035339355469
2015-05-27,60.46084213256836
2015-05-28,60.55744552612305
2015-05-29,60.66693878173828
2015-06-01,60.621849060058594
2015-06-02,60.73134994506836
2015-06-03,60.873023986816406
2015-06-04,60.692691802978516
2015-06-05,61.79397964477539
2015-06-08,61.61270523071289
2015-06-09,62.34426498413086
2015-06-10,63.8267936706543
2015-06-11,64.00807189941406
2015-06-12,62.75212097167969
2015-06-15,62.305423736572266
2015-06-16,62.4931640625
2015-06-17,62.44135665893555
2015-06-18,62.15652084350586
2015-06-19,60.84877395629883
2015-06-22,61.28902816772461
2015-06-23,61.3667106628418
2015-06-24,60.63516616821289
2015-06-25,60.85527420043945
2015-06-26,60.74522399902344
2015-06-29,59.761138916015625
2015-06-30,60.24669647216797
2015-07-01,60.667537689208984
2015-07-02,61.03006362915039
2015-07-06,61.23075866699219
2015-07-07,61.65802764892578
2015-07-08,61.5091438293457
2015-07-09,62.778038024902344
2015-07-10,63.77501678466797
2015-07-13,63.50312042236328
2015-07-14,62.939876556396484
2015-07-15,63.32185363769531
2015-07-16,64.20227813720703
2015-07-17,64.56483459472656
2015-07-20,64.63604736328125
2015-07-21,63.898006439208984
2015-07-22,64.05340576171875
2015-07-23,62.551429748535156
2015-07-24,62.57732009887695
2015-07-27,61.85871124267578
2015-07-28,62.253631591796875
2015-07-29,62.80392074584961
2015-07-30,62.80392074584961
2015-07-31,62.17594909667969
2015-08-03,62.778038024902344
2015-08-04,62.596763610839844
2015-08-05,63.37363052368164
2015-08-06,62.855716705322266
2015-08-07,62.95282745361328
2015-08-10,63.44484329223633
2015-08-11,62.959259033203125
2015-08-12,62.81037521362305
2015-08-13,63.263553619384766
2015-08-14,63.54845428466797
2015-08-17,63.606693267822266
2015-08-18,63.63258361816406
2015-08-19,62.94633102416992
