Date,DRI
2015-01-02,37.312522888183594
2015-01-05,37.03790283203125
2015-01-06,37.16563034057617
2015-01-07,38.809837341308594
2015-01-08,39.422386169433594
2015-01-09,38.616390228271484
2015-01-12,38.58415603637695
2015-01-13,38.20374298095703
2015-01-14,38.22307205200195
2015-01-15,37.90068435668945
2015-01-16,38.107025146484375
2015-01-20,38.20374298095703
2015-01-21,38.455196380615234
2015-01-22,39.29343795776367
2015-01-23,39.47397232055664
2015-01-26,40.08652114868164
2015-01-27,39.59647750854492
2015-01-28,39.15157699584961
2015-01-29,40.1187629699707
2015-01-30,39.57713317871094
2015-02-02,38.70022964477539
2015-02-03,39.1773681640625
2015-02-04,39.11288833618164
2015-02-05,39.319217681884766
2015-02-06,39.10643768310547
2015-02-09,38.79693603515625
2015-02-10,39.36435317993164
2015-02-11,39.20960235595703
2015-02-12,39.59647750854492
2015-02-13,39.79636001586914
2015-02-17,39.62226486206055
2015-02-18,40.08652114868164
2015-02-19,40.183231353759766
2015-02-20,40.1123046875
2015-02-23,40.35731887817383
2015-02-24,40.96343231201172
2015-02-25,41.47280502319336
2015-02-26,41.51151657104492
2015-02-27,41.2664794921875
2015-03-02,41.51151657104492
2015-03-03,41.1955451965332
2015-03-04,40.5507698059082
2015-03-05,41.40189743041992
2015-03-06,40.43470001220703
2015-03-09,40.853816986083984
2015-03-10,40.27995681762695
2015-03-11,39.79636001586914
2015-03-12,40.96343231201172
2015-03-13,40.6861686706543
2015-03-16,41.853248596191406
2015-03-17,42.24656295776367
2015-03-18,42.03376770019531
2015-03-19,41.82744216918945
2015-03-20,43.039642333984375
2015-03-23,44.63228988647461
2015-03-24,44.961124420166016
2015-03-25,44.30344009399414
2015-03-26,44.01328659057617
2015-03-27,44.52266311645508
2015-03-30,44.761234283447266
2015-03-31,44.709659576416016
2015-04-01,43.5038948059082
2015-04-02,43.491004943847656
2015-04-06,42.910701751708984
2015-04-07,42.723697662353516
2015-04-08,43.88103485107422
2015-04-09,43.67947769165039
2015-04-10,44.719783782958984
2015-04-13,44.60273742675781
2015-04-14,44.14760971069336
2015-04-15,43.59495162963867
2015-04-16,43.19184112548828
2015-04-17,42.22306823730469
2015-04-20,42.405113220214844
2015-04-21,42.45062255859375
2015-04-22,42.39210891723633
2015-04-23,42.788726806640625
2015-04-24,43.56895065307617
2015-04-27,42.87324142456055
2015-04-28,43.152835845947266
2015-04-29,41.89147186279297
2015-04-30,41.462345123291016
2015-05-01,41.605384826660156
2015-05-04,41.0787353515625
2015-05-05,40.14897537231445
2015-05-06,40.07744598388672
2015-05-07,41.0072135925293
2015-05-08,41.58588409423828
2015-05-11,41.71591567993164
2015-05-12,41.40382766723633
2015-05-13,40.80564880371094
2015-05-14,41.21527099609375
2015-05-15,41.56637191772461
2015-05-18,41.65739822387695
2015-05-19,42.346595764160156
2015-05-20,41.858970642089844
2015-05-21,41.98249816894531
2015-05-22,42.09953689575195
2015-05-26,41.72891616821289
2015-05-27,42.210060119628906
2015-05-28,42.22306823730469
2015-05-29,42.61316680908203
2015-06-01,42.782230377197266
2015-06-02,42.30109786987305
2015-06-03,42.47011947631836
2015-06-04,41.86545944213867
2015-06-05,42.15803909301758
2015-06-08,42.528656005859375
2015-06-09,42.26856231689453
2015-06-10,43.52992248535156
2015-06-11,43.59495162963867
2015-06-12,44.28415298461914
2015-06-15,44.29715347290039
