Date,DRI
2015-06-16,44.17361068725586
2015-06-17,44.381675720214844
2015-06-18,44.96683120727539
2015-06-19,44.77829360961914
2015-06-22,45.10987854003906
2015-06-23,45.11639404296875
2015-06-24,46.059146881103516
2015-06-25,46.3127326965332
2015-06-26,47.43754196166992
2015-06-29,46.29322814941406
2015-06-30,46.215206146240234
2015-07-01,45.65604019165039
2015-07-02,45.71455764770508
2015-07-06,45.961631774902344
2015-07-07,46.87839126586914
2015-07-08,46.41320037841797
2015-07-09,46.88493347167969
2015-07-10,47.27804946899414
2015-07-13,47.415645599365234
2015-07-14,47.3959846496582
2015-07-15,46.77357864379883
2015-07-16,47.795654296875
2015-07-17,47.55978775024414
2015-07-20,47.795654296875
2015-07-21,47.8349609375
2015-07-22,48.870155334472656
2015-07-23,49.05360794067383
2015-07-24,47.874267578125
2015-07-27,47.37632369995117
2015-07-28,47.454952239990234
2015-07-29,47.94635009765625
2015-07-30,48.352569580078125
2015-07-31,48.32633590698242
2015-08-03,48.42461395263672
2015-08-04,48.47703552246094
2015-08-05,49.07981872558594
2015-08-06,46.38701629638672
2015-08-07,47.02253723144531
2015-08-10,46.59012985229492
2015-08-11,46.49837875366211
2015-08-12,46.33458709716797
2015-08-13,47.140464782714844
2015-08-14,47.415645599365234
2015-08-17,47.54668426513672
2015-08-18,46.91770935058594
2015-08-19,47.350120544433594
2015-08-20,46.91770935058594
2015-08-21,45.98078918457031
2015-08-24,43.746620178222656
2015-08-25,43.77937316894531
2015-08-26,44.657318115234375
2015-08-27,45.10939025878906
2015-08-28,45.24043655395508
2015-08-31,44.559043884277344
2015-09-01,43.94316864013672
2015-09-02,45.18146896362305
2015-09-03,45.34525680541992
2015-09-04,45.063541412353516
2015-09-08,46.13804244995117
2015-09-09,45.18146896362305
2015-09-10,45.64664077758789
2015-09-11,46.020103454589844
2015-09-14,45.993892669677734
2015-09-15,45.88906478881836
2015-09-16,45.423885345458984
2015-09-17,46.04631805419922
2015-09-18,45.50906753540039
2015-09-21,46.03976821899414
2015-09-22,45.65975570678711
2015-09-23,46.59012985229492
2015-09-24,46.81943130493164
2015-09-25,46.360801696777344
2015-09-28,44.62456130981445
2015-09-29,44.48042297363281
2015-09-30,44.906288146972656
2015-10-01,44.82766342163086
2015-10-02,44.89318084716797
2015-10-05,44.86042022705078
2015-10-06,44.5131721496582
2015-10-07,43.87907409667969
2015-10-08,44.097049713134766
2015-10-09,44.04420471191406
2015-10-12,43.76016616821289
2015-10-13,43.872467041015625
2015-10-14,42.11546325683594
2015-10-15,42.141868591308594
2015-10-16,43.0269889831543
2015-10-19,43.39689636230469
2015-10-20,42.095638275146484
2015-10-21,41.48133850097656
2015-10-22,42.333431243896484
2015-10-23,42.21453857421875
2015-10-26,42.742950439453125
2015-10-27,41.75876998901367
2015-10-28,42.83543395996094
2015-10-29,41.2369384765625
2015-10-30,40.88026809692383
2015-11-02,41.38886260986328
2015-11-03,41.316200256347656
2015-11-04,40.56980514526367
2015-11-05,40.8076057434082
2015-11-06,40.761356353759766
2015-11-09,40.530181884765625
2015-11-10,40.404788970947266
2015-11-11,41.018096923828125
2015-11-12,40.737300872802734
2015-11-13,40.153533935546875
2015-11-16,39.88014221191406
2015-11-17,39.85059356689453
2015-11-18,39.89491271972656
2015-11-19,40.21266174316406
2015-11-20,40.737300872802734
2015-11-23,41.638790130615234
2015-11-24,41.6240234375
2015-11-25,42.00825881958008
2015-11-27,42.15604782104492
2015-11-30,41.50577926635742
2015-12-01,41.912200927734375
2015-12-02,41.60184860229492
2015-12-03,40.789024353027344
2015-12-04,42.43684387207031
2015-12-07,43.53784942626953
2015-12-08,43.72998046875
2015-12-09,42.92452621459961
2015-12-10,42.67329788208008
2015-12-11,42.688072204589844
2015-12-14,43.29399871826172
2015-12-15,43.59695053100586
2015-12-16,43.81125259399414
2015-12-17,43.14621353149414
2015-12-18,46.18321990966797
2015-12-21,47.0699462890625
2015-12-22,47.350730895996094
2015-12-23,47.66107940673828
2015-12-24,47.705413818359375
2015-12-28,47.51329803466797
2015-12-29,47.6241455078125
2015-12-30,47.50591278076172
2015-12-31,47.025611877441406
