Date,CAH
2015-01-02,59.36686325073242
2015-01-05,59.02766036987305
2015-01-06,58.393524169921875
2015-01-07,60.487693786621094
2015-01-08,62.35327911376953
2015-01-09,61.82236099243164
2015-01-12,61.06285858154297
2015-01-13,60.83426284790039
2015-01-14,60.42869567871094
2015-01-15,59.61757278442383
2015-01-16,60.65727996826172
2015-01-20,60.27385330200195
2015-01-21,60.42133331298828
2015-01-22,61.881351470947266
2015-01-23,61.54952621459961
2015-01-26,62.49338150024414
2015-01-27,62.45649337768555
2015-01-28,62.965301513671875
2015-01-29,62.54500198364258
2015-01-30,61.34305953979492
2015-02-02,61.07024002075195
2015-02-03,61.51263427734375
2015-02-04,61.84447479248047
2015-02-05,62.25742721557617
2015-02-06,63.02430725097656
2015-02-09,62.10256576538086
2015-02-10,62.76620864868164
2015-02-11,63.48148727416992
2015-02-12,63.444637298583984
2015-02-13,63.47410202026367
2015-02-17,63.717445373535156
2015-02-18,63.57733917236328
2015-02-19,63.540443420410156
2015-02-20,64.19673919677734
2015-02-23,64.963623046875
2015-02-24,65.81161499023438
2015-02-25,65.11109161376953
2015-02-26,65.01524353027344
2015-02-27,64.88250732421875
2015-03-02,66.01070404052734
2015-03-03,65.20694732666016
2015-03-04,65.6493911743164
2015-03-05,65.59038543701172
2015-03-06,64.15985870361328
2015-03-09,64.87513732910156
2015-03-10,64.10823059082031
2015-03-11,64.3515625
2015-03-12,65.24382781982422
2015-03-13,64.9783706665039
2015-03-16,66.34989166259766
2015-03-17,66.0328140258789
2015-03-18,66.64485168457031
2015-03-19,66.30564880371094
2015-03-20,67.2863998413086
2015-03-23,66.60063171386719
2015-03-24,65.95906829833984
2015-03-25,65.63463592529297
2015-03-26,65.73049926757812
2015-03-27,66.4310073852539
2015-03-30,67.21044921875
2015-03-31,66.8181381225586
2015-04-01,65.76707458496094
2015-04-02,66.32218933105469
2015-04-06,66.56647491455078
2015-04-07,66.57388305664062
2015-04-08,66.75891876220703
2015-04-09,66.53683471679688
2015-04-10,67.003173828125
2015-04-13,66.3370132446289
2015-04-14,66.8403549194336
2015-04-15,66.72931671142578
2015-04-16,66.36659240722656
2015-04-17,66.2851791381836
2015-04-20,66.72191619873047
2015-04-21,66.8773422241211
2015-04-22,67.72859191894531
2015-04-23,67.72859191894531
2015-04-24,67.6397705078125
2015-04-27,66.27037811279297
2015-04-28,66.97359466552734
2015-04-29,65.80404663085938
2015-04-30,62.428733825683594
2015-05-01,63.324405670166016
2015-05-04,63.38361740112305
2015-05-05,62.598968505859375
2015-05-06,62.7396354675293
2015-05-07,62.90985870361328
2015-05-08,64.13860321044922
2015-05-11,63.92393493652344
2015-05-12,63.775917053222656
2015-05-13,64.01277160644531
2015-05-14,65.13788604736328
2015-05-15,64.80477905273438
2015-05-18,65.02684020996094
2015-05-19,64.61974334716797
2015-05-20,65.18971252441406
2015-05-21,65.62641906738281
2015-05-22,65.50801086425781
2015-05-26,64.8343734741211
2015-05-27,65.64862060546875
2015-05-28,65.21932220458984
2015-05-29,65.26372528076172
2015-06-01,65.44874572753906
2015-06-02,65.16007232666016
2015-06-03,65.15267181396484
2015-06-04,64.84920501708984
2015-06-05,65.16749572753906
2015-06-08,65.13047790527344
2015-06-09,64.88622283935547
2015-06-10,65.70784759521484
2015-06-11,66.37400817871094
2015-06-12,65.78923797607422
2015-06-15,65.33775329589844
2015-06-16,65.96690368652344
2015-06-17,66.61087799072266
2015-06-18,66.50724792480469
2015-06-19,66.52205657958984
2015-06-22,66.51463317871094
2015-06-23,66.04833221435547
2015-06-24,64.41986083984375
2015-06-25,64.15338897705078
2015-06-26,63.67966079711914
2015-06-29,62.26469421386719
2015-06-30,62.19778060913086
2015-07-01,63.164398193359375
2015-07-02,62.82980728149414
2015-07-06,62.859527587890625
2015-07-07,63.20156478881836
2015-07-08,62.01189422607422
2015-07-09,62.577022552490234
2015-07-10,63.55849075317383
2015-07-13,64.03433227539062
2015-07-14,64.07152557373047
2015-07-15,64.39125061035156
2015-07-16,64.70355224609375
2015-07-17,64.51021575927734
2015-07-20,64.37638854980469
2015-07-21,64.08641815185547
2015-07-22,64.55484008789062
2015-07-23,62.65878677368164
2015-07-24,61.930110931396484
2015-07-27,61.186553955078125
2015-07-28,62.2200813293457
2015-07-29,62.71826171875
2015-07-30,61.96731948852539
2015-07-31,63.18671417236328
2015-08-03,63.81126022338867
2015-08-04,63.75923156738281
2015-08-05,64.1458740234375
2015-08-06,63.03799819946289
2015-08-07,63.26105880737305
2015-08-10,63.74439239501953
2015-08-11,63.86333465576172
2015-08-12,63.238765716552734
2015-08-13,62.60674285888672
2015-08-14,62.65878677368164
2015-08-17,62.710845947265625
2015-08-18,63.05287170410156
2015-08-19,63.40233612060547
2015-08-20,61.16425704956055
2015-08-21,59.929962158203125
2015-08-24,58.72542190551758
2015-08-25,59.05256652832031
2015-08-26,62.12343215942383
2015-08-27,62.2275390625
2015-08-28,62.00445556640625
2015-08-31,61.17168426513672
2015-09-01,59.65483856201172
2015-09-02,60.71068572998047
2015-09-03,60.338932037353516
2015-09-04,59.892791748046875
2015-09-08,61.156795501708984
2015-09-09,60.405853271484375
2015-09-10,61.721920013427734
2015-09-11,63.20900344848633
2015-09-14,62.688514709472656
2015-09-15,63.26105880737305
2015-09-16,63.46925735473633
2015-09-17,63.030555725097656
