Date,XOM
2015-01-02,57.5334358215332
2015-01-05,55.959190368652344
2015-01-06,55.661720275878906
2015-01-07,56.22572708129883
2015-01-08,57.16156768798828
2015-01-09,57.080989837646484
2015-01-12,55.98398971557617
2015-01-13,55.77947235107422
2015-01-14,55.61833953857422
2015-01-15,55.1348991394043
2015-01-16,56.473636627197266
2015-01-20,56.45499801635742
2015-01-21,56.93844985961914
2015-01-22,57.558223724365234
2015-01-23,56.33106994628906
2015-01-26,56.87028121948242
2015-01-27,56.36824417114258
2015-01-28,54.50893020629883
2015-01-29,54.27961730957031
2015-01-30,54.180458068847656
2015-02-02,55.51918411254883
2015-02-03,57.17395782470703
2015-02-04,56.6843147277832
2015-02-05,57.24214553833008
2015-02-06,57.13597106933594
2015-02-09,57.173439025878906
2015-02-10,56.83000564575195
2015-02-11,56.57398223876953
2015-02-12,57.67924118041992
2015-02-13,58.30365753173828
2015-02-17,58.103858947753906
2015-02-18,56.83000564575195
2015-02-19,55.849647521972656
2015-02-20,56.14936828613281
2015-02-23,55.581146240234375
2015-02-24,55.837158203125
2015-02-25,55.94954299926758
2015-02-26,55.35634231567383
2015-02-27,55.287654876708984
2015-03-02,54.97542953491211
2015-03-03,54.713165283203125
2015-03-04,54.43840789794922
2015-03-05,54.16366195678711
2015-03-06,53.47052001953125
2015-03-09,53.177040100097656
2015-03-10,52.615055084228516
2015-03-11,52.465187072753906
2015-03-12,52.590065002441406
2015-03-13,52.37152099609375
2015-03-16,52.92728805541992
2015-03-17,52.502662658691406
2015-03-18,53.74528884887695
2015-03-19,52.7087287902832
2015-03-20,52.789886474609375
2015-03-23,53.345638275146484
2015-03-24,52.77739715576172
2015-03-25,52.98973083496094
2015-03-26,52.65251541137695
2015-03-27,52.190425872802734
2015-03-30,53.47052001953125
2015-03-31,53.07713317871094
2015-04-01,52.73994445800781
2015-04-02,52.640037536621094
2015-04-06,53.1583137512207
2015-04-07,53.545467376708984
2015-04-08,52.49018096923828
2015-04-09,52.858577728271484
2015-04-10,53.426815032958984
2015-04-13,53.28943634033203
2015-04-14,54.09496307373047
2015-04-15,55.00040817260742
2015-04-16,54.78186798095703
2015-04-17,54.28231430053711
2015-04-20,54.475868225097656
2015-04-21,54.25108337402344
2015-04-22,54.613250732421875
2015-04-23,54.6632194519043
2015-04-24,54.30727767944336
2015-04-27,54.33226013183594
2015-04-28,54.82555389404297
2015-04-29,54.869266510009766
2015-04-30,54.55705261230469
2015-05-01,55.481197357177734
2015-05-04,55.64358139038086
2015-05-05,55.331336975097656
2015-05-06,55.06909942626953
2015-05-07,54.70068359375
2015-05-08,55.56863021850586
2015-05-11,54.63684844970703
2015-05-12,54.78793716430664
2015-05-13,54.4983024597168
2015-05-14,54.75644302368164
2015-05-15,54.99570083618164
2015-05-18,54.6808967590332
2015-05-19,54.769046783447266
2015-05-20,54.85718536376953
2015-05-21,54.907562255859375
2015-05-22,54.473121643066406
2015-05-26,53.73648452758789
2015-05-27,53.58540344238281
2015-05-28,53.58540344238281
2015-05-29,53.642059326171875
2015-06-01,53.597991943359375
2015-06-02,53.604286193847656
2015-06-03,53.48465347290039
2015-06-04,53.02504348754883
2015-06-05,53.062828063964844
2015-06-08,53.42170715332031
2015-06-09,53.25170135498047
2015-06-10,53.64834213256836
2015-06-11,53.57280731201172
2015-06-12,52.89913558959961
2015-06-15,52.71024703979492
2015-06-16,53.31465148925781
2015-06-17,53.34614562988281
2015-06-18,53.81835174560547
2015-06-19,53.64834213256836
2015-06-22,53.623165130615234
2015-06-23,53.56019592285156
2015-06-24,53.31465148925781
2015-06-25,52.842464447021484
2015-06-26,52.79838562011719
2015-06-29,52.143619537353516
2015-06-30,52.382850646972656
2015-07-01,51.860294342041016
2015-07-02,52.345069885253906
2015-07-06,51.96101379394531
2015-07-07,52.17510223388672
2015-07-08,51.60844802856445
2015-07-09,51.375484466552734
2015-07-10,51.765838623046875
2015-07-13,51.89177322387695
2015-07-14,52.326194763183594
2015-07-15,52.10581970214844
2015-07-16,52.200260162353516
2015-07-17,52.01138687133789
2015-07-20,51.47624206542969
2015-07-21,51.413272857666016
2015-07-22,51.49513244628906
2015-07-23,51.08586502075195
2015-07-24,50.33036422729492
2015-07-27,49.9022331237793
2015-07-28,51.92954635620117
2015-07-29,52.345069885253906
2015-07-30,52.26321029663086
2015-07-31,49.8707389831543
2015-08-03,49.14671325683594
2015-08-04,48.58636474609375
2015-08-05,48.58636474609375
2015-08-06,49.16558074951172
2015-08-07,48.372283935546875
2015-08-10,49.581119537353516
2015-08-11,49.24432373046875
2015-08-12,50.0704460144043
2015-08-13,49.98147964477539
2015-08-14,49.79719543457031
2015-08-17,50.05775833129883
2015-08-18,49.50486373901367
2015-08-19,48.44359588623047
2015-08-20,47.38868713378906
2015-08-21,45.83807373046875
2015-08-24,43.67106246948242
2015-08-25,43.664695739746094
2015-08-26,46.07320785522461
2015-08-27,47.56663513183594
2015-08-28,47.70642852783203
2015-08-31,47.814453125
2015-09-01,45.806304931640625
2015-09-02,46.537113189697266
2015-09-03,46.89299392700195
2015-09-04,46.047794342041016
2015-09-08,46.70869064331055
2015-09-09,45.75545120239258
2015-09-10,46.085941314697266
2015-09-11,46.19395446777344
2015-09-14,46.06685256958008
2015-09-15,46.301979064941406
2015-09-16,47.21710205078125
2015-09-17,47.31877136230469
2015-09-18,46.187599182128906
2015-09-21,46.638790130615234
2015-09-22,46.22572708129883
2015-09-23,45.946109771728516
2015-09-24,46.219383239746094
2015-09-25,46.537113189697266
2015-09-28,46.13676452636719
2015-09-29,46.37187576293945
2015-09-30,47.248870849609375
2015-10-01,47.06456756591797
2015-10-02,48.22117233276367
2015-10-05,48.812191009521484
2015-10-06,49.49853515625
2015-10-07,50.33100128173828
2015-10-08,50.85847091674805
2015-10-09,50.36914825439453
2015-10-12,50.39456558227539
2015-10-13,50.30558776855469
2015-10-14,50.94107437133789
2015-10-15,51.779937744140625
2015-10-16,52.41544723510742
2015-10-19,51.468528747558594
2015-10-20,51.36687088012695
2015-10-21,50.97287368774414
2015-10-22,52.67595672607422
2015-10-23,52.73317337036133
2015-10-26,51.61470413208008
2015-10-27,51.53208541870117
2015-10-28,52.288330078125
2015-10-29,52.25654602050781
2015-10-30,52.58065414428711
2015-11-02,54.194801330566406
2015-11-03,55.19252395629883
2015-11-04,54.63964080810547
2015-11-05,53.89612579345703
2015-11-06,53.6800537109375
2015-11-09,52.53261184692383
2015-11-10,52.789024353027344
2015-11-11,52.32105255126953
2015-11-12,50.90438461303711
2015-11-13,50.064640045166016
2015-11-16,51.85952377319336
2015-11-17,51.25695037841797
2015-11-18,51.7569580078125
2015-11-19,51.474910736083984
2015-11-20,51.14798355102539
2015-11-23,51.46208572387695
2015-11-24,52.487728118896484
2015-11-25,52.083885192871094
2015-11-27,52.071083068847656
2015-11-30,52.34671401977539
2015-12-01,52.494163513183594
2015-12-02,50.9941291809082
2015-12-03,50.26335525512695
2015-12-04,50.55181884765625
2015-12-07,49.231292724609375
2015-12-08,47.84025573730469
2015-12-09,48.48127746582031
2015-12-10,48.51974868774414
2015-12-11,47.65435028076172
2015-12-14,48.73768997192383
2015-12-15,50.91719436645508
2015-12-16,50.737701416015625
2015-12-17,49.974891662597656
2015-12-18,49.53898620605469
2015-12-21,49.526161193847656
2015-12-22,49.77617263793945
2015-12-23,51.404396057128906
2015-12-24,50.85310745239258
2015-12-28,50.47489547729492
2015-12-29,50.74412536621094
2015-12-30,50.071048736572266
2015-12-31,49.96846389770508
