Date,OXY
2015-01-02,57.63803482055664
2015-01-05,55.50117874145508
2015-01-06,55.02950668334961
2015-01-07,55.036643981933594
2015-01-08,55.52264404296875
2015-01-09,55.41543197631836
2015-01-12,53.56441879272461
2015-01-13,53.578712463378906
2015-01-14,53.943206787109375
2015-01-15,54.30768966674805
2015-01-16,55.78704071044922
2015-01-20,55.75131607055664
2015-01-21,56.63038635253906
2015-01-22,56.3587760925293
2015-01-23,56.35165023803711
2015-01-26,57.40220260620117
2015-01-27,56.7518424987793
2015-01-28,54.67217254638672
2015-01-29,55.96571350097656
2015-01-30,57.17351150512695
2015-02-02,57.28785705566406
2015-02-03,58.71005630493164
2015-02-04,57.78096389770508
2015-02-05,58.688602447509766
2015-02-06,58.42416763305664
2015-02-09,58.07399368286133
2015-02-10,58.109737396240234
2015-02-11,57.15920639038086
2015-02-12,58.63142013549805
2015-02-13,59.396141052246094
2015-02-17,58.98162078857422
2015-02-18,58.15260696411133
2015-02-19,57.60944366455078
2015-02-20,57.24497985839844
2015-02-23,57.03056716918945
2015-02-24,56.99485397338867
2015-02-25,57.323612213134766
2015-02-26,55.972862243652344
2015-02-27,55.65840148925781
2015-03-02,55.55835723876953
2015-03-03,55.75131607055664
2015-03-04,55.97999954223633
2015-03-05,55.37968826293945
2015-03-06,53.936946868896484
2015-03-09,53.95857620239258
2015-03-10,53.251644134521484
2015-03-11,53.569061279296875
2015-03-12,53.79988479614258
2015-03-13,52.54470443725586
2015-03-16,52.73945999145508
2015-03-17,52.198448181152344
2015-03-18,53.38869857788086
2015-03-19,51.84496307373047
2015-03-20,52.45812225341797
2015-03-23,52.55913162231445
2015-03-24,52.26335906982422
2015-03-25,53.17951583862305
2015-03-26,53.18672561645508
2015-03-27,52.45812225341797
2015-03-30,53.3670654296875
2015-03-31,52.660125732421875
2015-04-01,53.55461502075195
2015-04-02,53.778263092041016
2015-04-06,55.1921501159668
2015-04-07,55.40855407714844
2015-04-08,55.257041931152344
2015-04-09,56.14432144165039
2015-04-10,56.59157943725586
2015-04-13,56.07942199707031
2015-04-14,57.20473861694336
2015-04-15,58.79899597167969
2015-04-16,58.698001861572266
2015-04-17,58.09204864501953
2015-04-20,57.976627349853516
2015-04-21,57.3129768371582
2015-04-22,57.41395568847656
2015-04-23,57.73857116699219
2015-04-24,57.5438117980957
2015-04-27,57.29853439331055
2015-04-28,57.49332809448242
2015-04-29,57.78907012939453
2015-04-30,57.7818603515625
2015-05-01,58.07041549682617
2015-05-04,57.731361389160156
2015-05-05,56.7142219543457
2015-05-06,57.29130554199219
2015-05-07,55.985652923583984
2015-05-08,56.194847106933594
2015-05-11,55.31476974487305
2015-05-12,55.31476974487305
2015-05-13,54.946868896484375
2015-05-14,55.03343963623047
2015-05-15,55.4301643371582
2015-05-18,55.718719482421875
2015-05-19,54.70880889892578
2015-05-20,55.27146530151367
2015-05-21,55.50953674316406
2015-05-22,55.55281448364258
2015-05-26,55.34363555908203
2015-05-27,55.415775299072266
2015-05-28,56.07219696044922
2015-05-29,56.4040412902832
2015-06-01,56.908992767333984
2015-06-02,57.305747985839844
2015-06-03,56.533897399902344
2015-06-04,55.762001037597656
2015-06-05,57.05327224731445
2015-06-08,56.24488830566406
2015-06-09,56.426963806152344
2015-06-10,57.41014099121094
2015-06-11,57.453826904296875
2015-06-12,56.645442962646484
2015-06-15,56.40510559082031
2015-06-16,57.17708206176758
2015-06-17,57.3882942199707
2015-06-18,57.606754302978516
2015-06-19,56.78380584716797
2015-06-22,57.380985260009766
2015-06-23,57.82523727416992
2015-06-24,57.76698684692383
2015-06-25,57.19163513183594
2015-06-26,57.68687438964844
2015-06-29,56.346839904785156
2015-06-30,56.63813018798828
2015-07-01,55.31267547607422
2015-07-02,55.152462005615234
2015-07-06,53.8197021484375
2015-07-07,54.03820037841797
2015-07-08,52.829280853271484
2015-07-09,53.251678466796875
2015-07-10,53.3900260925293
2015-07-13,53.492000579833984
2015-07-14,54.09648513793945
2015-07-15,53.22980499267578
2015-07-16,52.800140380859375
2015-07-17,52.377723693847656
2015-07-20,51.16879653930664
2015-07-21,51.1396598815918
2015-07-22,50.593441009521484
2015-07-23,50.75366973876953
2015-07-24,49.828765869140625
2015-07-27,49.34809875488281
2015-07-28,50.70270919799805
2015-07-29,51.605743408203125
2015-07-30,51.99900436401367
2015-07-31,51.125083923339844
2015-08-03,50.54248046875
2015-08-04,50.27299499511719
2015-08-05,50.00353240966797
2015-08-06,50.55704116821289
2015-08-07,50.0909309387207
2015-08-10,51.9116325378418
2015-08-11,52.05726623535156
2015-08-12,53.6959114074707
2015-08-13,53.11328887939453
2015-08-14,53.45556640625
2015-08-17,53.703182220458984
2015-08-18,53.739601135253906
2015-08-19,52.552513122558594
2015-08-20,51.32173538208008
2015-08-21,50.44051742553711
2015-08-24,47.869686126708984
2015-08-25,47.884254455566406
2015-08-26,48.903831481933594
2015-08-27,51.38726043701172
2015-08-28,52.3194694519043
2015-08-31,53.17152404785156
2015-09-01,50.986724853515625
2015-09-02,51.7659797668457
2015-09-03,51.605743408203125
2015-09-04,50.724544525146484
2015-09-08,51.16627883911133
2015-09-09,49.796913146972656
2015-09-10,49.87053680419922
2015-09-11,49.25212860107422
2015-09-14,48.72941970825195
2015-09-15,49.141685485839844
2015-09-16,50.34907531738281
2015-09-17,50.31226348876953
2015-09-18,49.20793533325195
2015-09-21,49.178504943847656
2015-09-22,48.4128532409668
2015-09-23,47.72081756591797
2015-09-24,47.912227630615234
2015-09-25,48.67789077758789
2015-09-28,46.85211181640625
2015-09-29,47.46315002441406
2015-09-30,48.69997787475586
2015-10-01,48.567466735839844
2015-10-02,50.64356231689453
2015-10-05,52.01288604736328
2015-10-06,52.704917907714844
2015-10-07,52.92579650878906
2015-10-08,54.530738830566406
2015-10-09,54.184688568115234
2015-10-12,53.77242660522461
