Date,HSIC
2015-01-02,53.66274642944336
2015-01-05,53.18039321899414
2015-01-06,52.87058639526367
2015-01-07,54.33333206176758
2015-01-08,55.09803771972656
2015-01-09,55.37647247314453
2015-01-12,54.8470573425293
2015-01-13,54.7215690612793
2015-01-14,54.54509735107422
2015-01-15,54.054901123046875
2015-01-16,54.70588302612305
2015-01-20,54.313724517822266
2015-01-21,54.18039321899414
2015-01-22,55.9058837890625
2015-01-23,56.20784378051758
2015-01-26,56.3098030090332
2015-01-27,55.976470947265625
2015-01-28,55.133331298828125
2015-01-29,54.9058837890625
2015-01-30,54.14509963989258
2015-02-02,54.411766052246094
2015-02-03,54.447059631347656
2015-02-04,54.780391693115234
2015-02-05,55.360782623291016
2015-02-06,54.83529281616211
2015-02-09,54.599998474121094
2015-02-10,55.38039016723633
2015-02-11,55.68235397338867
2015-02-12,55.866668701171875
2015-02-13,56.14902114868164
2015-02-17,55.811763763427734
2015-02-18,55.7215690612793
2015-02-19,55.23921585083008
2015-02-20,55.90196228027344
2015-02-23,56.07843017578125
2015-02-24,55.447059631347656
2015-02-25,55.298038482666016
2015-02-26,55.07450866699219
2015-02-27,54.92156982421875
2015-03-02,55.639217376708984
2015-03-03,55.203922271728516
2015-03-04,55.24313735961914
2015-03-05,55.14509963989258
2015-03-06,54.054901123046875
2015-03-09,54.49803924560547
2015-03-10,53.796077728271484
2015-03-11,53.65098190307617
2015-03-12,54.23921585083008
2015-03-13,53.478431701660156
2015-03-16,54.58039093017578
2015-03-17,54.250980377197266
2015-03-18,54.57646942138672
2015-03-19,55.172550201416016
2015-03-20,56.08235168457031
2015-03-23,55.74117660522461
2015-03-24,55.16470718383789
2015-03-25,54.33333206176758
2015-03-26,53.8156852722168
2015-03-27,54.431373596191406
2015-03-30,55.23137283325195
2015-03-31,54.7529411315918
2015-04-01,54.203922271728516
2015-04-02,54.639217376708984
2015-04-06,55.04313659667969
2015-04-07,54.85490036010742
2015-04-08,54.945098876953125
2015-04-09,55.60784149169922
2015-04-10,55.6274528503418
2015-04-13,55.74117660522461
2015-04-14,55.12941360473633
2015-04-15,54.91764831542969
2015-04-16,55.00392150878906
2015-04-17,54.22352981567383
2015-04-20,54.77254867553711
2015-04-21,54.89019775390625
2015-04-22,55.33725357055664
2015-04-23,55.62352752685547
2015-04-24,55.898040771484375
2015-04-27,54.898040771484375
2015-04-28,54.91764831542969
2015-04-29,54.568626403808594
2015-04-30,53.764705657958984
2015-05-01,54.447059631347656
2015-05-04,55.70980453491211
2015-05-05,54.2470588684082
2015-05-06,53.50196075439453
2015-05-07,53.7215690612793
2015-05-08,54.22352981567383
2015-05-11,53.88627624511719
2015-05-12,53.89411926269531
2015-05-13,54.09019470214844
2015-05-14,55.039215087890625
2015-05-15,54.811763763427734
2015-05-18,55.313724517822266
2015-05-19,55.478431701660156
2015-05-20,55.39607620239258
2015-05-21,55.537254333496094
2015-05-22,55.70588302612305
2015-05-26,55.411766052246094
2015-05-27,55.98431396484375
2015-05-28,55.945098876953125
2015-05-29,55.556861877441406
2015-06-01,56.070587158203125
2015-06-02,55.73725509643555
2015-06-03,55.882354736328125
2015-06-04,55.2470588684082
2015-06-05,54.98823547363281
2015-06-08,54.8156852722168
2015-06-09,54.63529586791992
2015-06-10,55.8784294128418
2015-06-11,56.23921585083008
2015-06-12,55.749019622802734
2015-06-15,55.313724517822266
2015-06-16,55.76862716674805
2015-06-17,56.02745056152344
2015-06-18,56.89019775390625
2015-06-19,56.79999923706055
2015-06-22,57.14117431640625
2015-06-23,57.12941360473633
2015-06-24,56.59607696533203
2015-06-25,56.66274642944336
2015-06-26,57.039215087890625
2015-06-29,55.77254867553711
2015-06-30,55.733333587646484
2015-07-01,56.56470489501953
2015-07-02,56.64706039428711
2015-07-06,56.66666793823242
2015-07-07,56.92156982421875
2015-07-08,55.89019775390625
2015-07-09,56.250980377197266
2015-07-10,57.04705810546875
2015-07-13,57.462745666503906
2015-07-14,57.74117660522461
2015-07-15,57.81960678100586
2015-07-16,58.101959228515625
2015-07-17,58.07843017578125
2015-07-20,58.039215087890625
2015-07-21,57.8156852722168
2015-07-22,58.28627395629883
2015-07-23,57.79215621948242
2015-07-24,57.654903411865234
2015-07-27,57.509803771972656
2015-07-28,58.67451095581055
2015-07-29,57.46666717529297
2015-07-30,57.552940368652344
2015-07-31,58.0313720703125
2015-08-03,57.56470489501953
2015-08-04,57.36470413208008
2015-08-05,57.59607696533203
2015-08-06,56.85097885131836
2015-08-07,56.796077728271484
2015-08-10,57.16470718383789
2015-08-11,56.960784912109375
2015-08-12,56.76862716674805
2015-08-13,56.92156982421875
2015-08-14,56.90196228027344
2015-08-17,57.20000076293945
2015-08-18,57.76862716674805
2015-08-19,57.53333282470703
2015-08-20,55.92549133300781
2015-08-21,54.156864166259766
2015-08-24,52.2784309387207
2015-08-25,51.85490036010742
2015-08-26,53.83137130737305
2015-08-27,54.384315490722656
2015-08-28,54.66666793823242
2015-08-31,53.65098190307617
2015-09-01,51.98431396484375
2015-09-02,53.09019470214844
2015-09-03,53.0
2015-09-04,52.26274490356445
2015-09-08,53.56470489501953
2015-09-09,52.6901969909668
2015-09-10,52.882354736328125
2015-09-11,53.03529357910156
2015-09-14,53.133331298828125
2015-09-15,53.101959228515625
2015-09-16,53.56078338623047
2015-09-17,54.14117431640625
2015-09-18,53.86274337768555
2015-09-21,53.70588302612305
2015-09-22,53.10980224609375
2015-09-23,52.9686279296875
2015-09-24,52.48627471923828
2015-09-25,51.415687561035156
2015-09-28,50.39215850830078
2015-09-29,50.960784912109375
2015-09-30,52.04705810546875
2015-10-01,52.584312438964844
2015-10-02,53.976470947265625
2015-10-05,54.20000076293945
2015-10-06,53.57646942138672
2015-10-07,54.384315490722656
2015-10-08,55.36862564086914
2015-10-09,55.568626403808594
2015-10-12,56.14902114868164
2015-10-13,55.68235397338867
2015-10-14,55.21176528930664
2015-10-15,55.97254943847656
2015-10-16,56.79999923706055
2015-10-19,57.09803771972656
2015-10-20,57.30195999145508
2015-10-21,57.38039016723633
2015-10-22,58.172550201416016
2015-10-23,58.79215621948242
2015-10-26,58.654903411865234
2015-10-27,59.14117431640625
2015-10-28,59.20000076293945
2015-10-29,59.16470718383789
2015-10-30,59.494117736816406
2015-11-02,60.39607620239258
2015-11-03,59.79999923706055
2015-11-04,60.7529411315918
2015-11-05,60.474510192871094
2015-11-06,60.27058792114258
2015-11-09,59.992156982421875
2015-11-10,60.70980453491211
2015-11-11,60.31764602661133
2015-11-12,59.93333435058594
2015-11-13,59.24313735961914
2015-11-16,60.400001525878906
2015-11-17,60.462745666503906
2015-11-18,61.400001525878906
2015-11-19,60.80392074584961
2015-11-20,61.22745132446289
2015-11-23,60.98039245605469
2015-11-24,60.62352752685547
2015-11-25,60.96470642089844
2015-11-27,61.42353057861328
2015-11-30,61.36470413208008
2015-12-01,62.40392303466797
2015-12-02,62.39215850830078
2015-12-03,61.29411697387695
2015-12-04,62.09803771972656
2015-12-07,62.431373596191406
2015-12-08,61.866668701171875
2015-12-09,60.843135833740234
2015-12-10,60.701961517333984
2015-12-11,60.070587158203125
2015-12-14,60.313724517822266
2015-12-15,60.16862869262695
2015-12-16,60.74509811401367
2015-12-17,60.86274337768555
2015-12-18,59.66274642944336
2015-12-21,60.34901809692383
2015-12-22,60.686275482177734
2015-12-23,61.74117660522461
2015-12-24,61.60392379760742
2015-12-28,62.1529426574707
2015-12-29,62.94117736816406
2015-12-30,62.70980453491211
2015-12-31,62.03529357910156
