Date,PSA
2015-01-02,120.8106918334961
2015-01-05,121.37847900390625
2015-01-06,123.4497299194336
2015-01-07,125.97916412353516
2015-01-08,127.69551086425781
2015-01-09,128.08267211914062
2015-01-12,127.85682678222656
2015-01-13,128.35365295410156
2015-01-14,128.28915405273438
2015-01-15,128.68917846679688
2015-01-16,130.50241088867188
2015-01-20,130.71530151367188
2015-01-21,129.70228576660156
2015-01-22,132.41876220703125
2015-01-23,130.8249969482422
2015-01-26,131.88320922851562
2015-01-27,132.06385803222656
2015-01-28,130.8314208984375
2015-01-29,131.75411987304688
2015-01-30,129.592529296875
2015-02-02,130.17974853515625
2015-02-03,131.0056610107422
2015-02-04,130.76693725585938
2015-02-05,133.41246032714844
2015-02-06,131.9347686767578
2015-02-09,130.72824096679688
2015-02-10,131.4250946044922
2015-02-11,130.87661743164062
2015-02-12,131.4960479736328
2015-02-13,130.7346649169922
2015-02-17,131.0701904296875
2015-02-18,131.0895538330078
2015-02-19,128.2698211669922
2015-02-20,129.1667022705078
2015-02-23,129.70228576660156
2015-02-24,128.08267211914062
2015-02-25,127.94071197509766
2015-02-26,126.95989990234375
2015-02-27,127.25670623779297
2015-03-02,127.46965789794922
2015-03-03,127.06318664550781
2015-03-04,125.94039154052734
2015-03-05,126.21149444580078
2015-03-06,121.40425872802734
2015-03-09,121.28175354003906
2015-03-10,120.43639373779297
2015-03-11,119.92670440673828
2015-03-12,122.37771606445312
2015-03-13,122.76779174804688
2015-03-16,124.02906799316406
2015-03-17,123.65203094482422
2015-03-18,125.95355224609375
2015-03-19,126.28514099121094
2015-03-20,129.45787048339844
2015-03-23,131.04428100585938
2015-03-24,129.6269073486328
2015-03-25,127.96903228759766
2015-03-26,127.80645751953125
2015-03-27,128.39158630371094
2015-03-30,129.50340270996094
2015-03-31,128.17062377929688
2015-04-01,127.3968734741211
2015-04-02,128.28106689453125
2015-04-06,129.62039184570312
2015-04-07,128.11203002929688
2015-04-08,128.07952880859375
2015-04-09,126.213623046875
2015-04-10,125.92756652832031
2015-04-13,124.4711685180664
2015-04-14,124.87435150146484
2015-04-15,124.14610290527344
2015-04-16,124.57526397705078
2015-04-17,123.57402038574219
2015-04-20,124.56221008300781
2015-04-21,124.59475708007812
2015-04-22,125.35542297363281
2015-04-23,125.50492095947266
2015-04-24,125.86903381347656
2015-04-27,125.59598541259766
2015-04-28,125.16036224365234
2015-04-29,122.59878540039062
2015-04-30,122.16970825195312
2015-05-01,123.61302185058594
2015-05-04,124.27616882324219
2015-05-05,121.9356460571289
2015-05-06,121.81208801269531
2015-05-07,124.70527648925781
2015-05-08,127.77397918701172
2015-05-11,126.23311614990234
2015-05-12,127.55292510986328
2015-05-13,125.62845611572266
2015-05-14,128.3266143798828
2015-05-15,130.07553100585938
2015-05-18,129.69190979003906
2015-05-19,128.1770477294922
2015-05-20,127.52688598632812
2015-05-21,126.6817626953125
2015-05-22,126.83777618408203
2015-05-26,126.02509307861328
2015-05-27,127.54639434814453
2015-05-28,127.1173324584961
2015-05-29,125.83002471923828
2015-06-01,127.63741302490234
2015-06-02,126.88325500488281
2015-06-03,125.49198150634766
2015-06-04,124.62726593017578
2015-06-05,122.3582763671875
2015-06-08,121.5390625
2015-06-09,120.88890838623047
2015-06-10,121.72760009765625
2015-06-11,122.60674285888672
2015-06-12,122.50835418701172
2015-06-15,121.7735595703125
2015-06-16,123.11197662353516
2015-06-17,123.91898345947266
2015-06-18,126.27442169189453
2015-06-19,125.32957458496094
2015-06-22,123.57122802734375
2015-06-23,122.48211669921875
2015-06-24,121.35362243652344
2015-06-25,120.4743881225586
2015-06-26,121.67511749267578
2015-06-29,120.05452728271484
2015-06-30,120.96649932861328
2015-07-01,122.73800659179688
2015-07-02,122.84954071044922
2015-07-06,123.59745788574219
2015-07-07,126.41873168945312
2015-07-08,126.81238555908203
2015-07-09,127.10762023925781
2015-07-10,128.68234252929688
2015-07-13,129.05628967285156
2015-07-14,129.6992645263672
2015-07-15,130.40133666992188
2015-07-16,131.3461456298828
2015-07-17,130.1716766357422
2015-07-20,131.31332397460938
2015-07-21,131.7660675048828
2015-07-22,132.19908142089844
2015-07-23,131.94314575195312
2015-07-24,132.48773193359375
2015-07-27,133.13731384277344
2015-07-28,133.4587860107422
2015-07-29,133.14385986328125
2015-07-30,133.20291137695312
2015-07-31,134.62005615234375
2015-08-03,134.8432159423828
2015-08-04,134.7513427734375
2015-08-05,134.9153289794922
2015-08-06,136.13571166992188
2015-08-07,137.00173950195312
2015-08-10,136.10943603515625
2015-08-11,137.19203186035156
2015-08-12,138.13026428222656
2015-08-13,139.45559692382812
2015-08-14,140.22982788085938
2015-08-17,141.29270935058594
2015-08-18,142.2769012451172
2015-08-19,142.28346252441406
2015-08-20,141.26649475097656
2015-08-21,139.4293670654297
2015-08-24,132.6714324951172
2015-08-25,129.2268829345703
2015-08-26,133.3209991455078
2015-08-27,136.476806640625
2015-08-28,135.26307678222656
2015-08-31,132.05474853515625
2015-09-01,130.5653076171875
2015-09-02,132.76332092285156
2015-09-03,133.35382080078125
2015-09-04,130.9262237548828
2015-09-08,133.76719665527344
2015-09-09,131.37892150878906
2015-09-10,131.35926818847656
2015-09-11,133.79440307617188
2015-09-14,133.45689392089844
2015-09-15,134.9391632080078
2015-09-16,135.96484375
2015-09-17,137.24862670898438
2015-09-18,136.95745849609375
