Date,NFLX
2015-08-31,11.503000259399414
2015-09-01,10.579000473022461
2015-09-02,10.543999671936035
2015-09-03,10.105999946594238
2015-09-04,9.878999710083008
2015-09-08,9.494999885559082
2015-09-09,9.918000221252441
2015-09-10,9.947999954223633
2015-09-11,9.75100040435791
2015-09-14,9.569000244140625
2015-09-15,9.916000366210938
2015-09-16,10.407999992370605
2015-09-17,10.420999526977539
2015-09-18,10.26200008392334
2015-09-21,10.029999732971191
2015-09-22,9.847000122070312
2015-09-23,9.807000160217285
2015-09-24,10.37600040435791
2015-09-25,10.223999977111816
2015-09-28,9.946999549865723
2015-09-29,9.835000038146973
2015-09-30,10.326000213623047
2015-10-01,10.597999572753906
2015-10-02,10.611000061035156
2015-10-05,11.125
2015-10-06,10.833000183105469
2015-10-07,10.8100004196167
2015-10-08,11.493000030517578
2015-10-09,11.333000183105469
2015-10-12,11.345000267028809
2015-10-13,10.972999572753906
2015-10-14,11.02299976348877
2015-10-15,10.109000205993652
2015-10-16,9.89900016784668
2015-10-19,10.168999671936035
2015-10-20,9.89900016784668
2015-10-21,9.795999526977539
2015-10-22,9.732000350952148
2015-10-23,10.003999710083008
2015-10-26,10.303999900817871
2015-10-27,10.307000160217285
2015-10-28,10.579999923706055
2015-10-29,10.51200008392334
2015-10-30,10.838000297546387
2015-11-02,10.763999938964844
2015-11-03,10.973999977111816
2015-11-04,11.404999732971191
2015-11-05,11.350000381469727
2015-11-06,11.406000137329102
2015-11-09,10.986000061035156
2015-11-10,11.270000457763672
2015-11-11,11.28600025177002
2015-11-12,10.892000198364258
2015-11-13,10.364999771118164
2015-11-16,11.135000228881836
2015-11-17,11.710000038146973
2015-11-18,12.062999725341797
2015-11-19,12.022000312805176
2015-11-20,12.383999824523926
2015-11-23,12.503000259399414
2015-11-24,12.331000328063965
2015-11-25,12.416000366210938
2015-11-27,12.543999671936035
2015-11-30,12.333000183105469
2015-12-01,12.536999702453613
2015-12-02,12.892999649047852
2015-12-03,12.680999755859375
2015-12-04,13.093000411987305
2015-12-07,12.53600025177002
2015-12-08,12.697999954223633
2015-12-09,12.420000076293945
2015-12-10,12.291000366210938
2015-12-11,11.890999794006348
2015-12-14,12.067000389099121
2015-12-15,11.859999656677246
2015-12-16,12.263999938964844
2015-12-17,12.25100040435791
2015-12-18,11.802000045776367
2015-12-21,11.663000106811523
2015-12-22,11.62399959564209
2015-12-23,11.815999984741211
2015-12-24,11.732999801635742
2015-12-28,11.711000442504883
2015-12-29,11.911999702453613
2015-12-30,11.670999526977539
2015-12-31,11.437999725341797
