Date,CCL
2015-01-02,38.736846923828125
2015-01-05,38.54999542236328
2015-01-06,38.923702239990234
2015-01-07,39.06807327270508
2015-01-08,39.645606994628906
2015-01-09,39.32286834716797
2015-01-12,39.31438064575195
2015-01-13,39.03411102294922
2015-01-14,38.62644577026367
2015-01-15,38.36315155029297
2015-01-16,38.60945510864258
2015-01-20,38.54150390625
2015-01-21,38.75383377075195
2015-01-22,39.28041076660156
2015-01-23,39.39081573486328
2015-01-26,39.71354675292969
2015-01-27,39.16999435424805
2015-01-28,38.35466384887695
2015-01-29,38.11685562133789
2015-01-30,37.33549118041992
2015-02-02,36.953311920166016
2015-02-03,37.10618209838867
2015-02-04,36.91084289550781
2015-02-05,37.114681243896484
2015-02-06,36.80043411254883
2015-02-09,36.222904205322266
2015-02-10,36.987274169921875
2015-02-11,37.42892074584961
2015-02-12,37.683712005615234
2015-02-13,36.927833557128906
2015-02-17,36.766456604003906
2015-02-18,37.4754753112793
2015-02-19,37.33026123046875
2015-02-20,36.96293258666992
2015-02-23,37.176490783691406
2015-02-24,37.236289978027344
2015-02-25,37.49256134033203
2015-02-26,37.390052795410156
2015-02-27,37.57798385620117
2015-03-02,38.60307693481445
2015-03-03,38.17594909667969
2015-03-04,38.09053039550781
2015-03-05,38.842262268066406
2015-03-06,37.928226470947266
2015-03-09,38.43223190307617
2015-03-10,37.64632797241211
2015-03-11,37.44984436035156
2015-03-12,38.68850326538086
2015-03-13,38.72267150878906
2015-03-16,39.55128479003906
2015-03-17,39.01310729980469
2015-03-18,39.91006088256836
2015-03-19,39.87590026855469
2015-03-20,40.04674530029297
2015-03-23,39.34626007080078
2015-03-24,38.773921966552734
2015-03-25,37.928226470947266
2015-03-26,37.9453125
2015-03-27,40.25175094604492
2015-03-30,40.76430130004883
2015-03-31,40.86680603027344
2015-04-01,40.55928039550781
2015-04-02,40.97785949707031
2015-04-06,40.7984733581543
2015-04-07,41.609989166259766
2015-04-08,41.52457809448242
2015-04-09,41.43914794921875
2015-04-10,41.28539276123047
2015-04-13,40.8582763671875
2015-04-14,40.56781768798828
2015-04-15,40.15779495239258
2015-04-16,40.37989807128906
2015-04-17,40.15779495239258
2015-04-20,39.71358108520508
2015-04-21,39.79901885986328
2015-04-22,39.82462692260742
2015-04-23,39.5427360534668
2015-04-24,39.61962127685547
2015-04-27,39.14124298095703
2015-04-28,38.79954528808594
2015-04-29,37.928226470947266
2015-04-30,37.560909271240234
2015-05-01,38.039268493652344
2015-05-04,37.86842727661133
2015-05-05,37.0739860534668
2015-05-06,37.116703033447266
2015-05-07,37.99656295776367
2015-05-08,39.43168640136719
2015-05-11,39.491485595703125
2015-05-12,39.12416076660156
2015-05-13,39.098533630371094
2015-05-14,40.46531295776367
2015-05-15,40.91806411743164
2015-05-18,40.926605224609375
2015-05-19,41.31101989746094
2015-05-20,40.80439376831055
2015-05-21,40.701358795166016
2015-05-22,40.658416748046875
2015-05-26,40.31494903564453
2015-05-27,40.864501953125
2015-05-28,40.4866828918457
