date,DOW
2015-01-02,41.57860236484
2015-01-05,40.292666209226
2015-01-06,39.64513807413
2015-01-07,39.581297272078
2015-01-08,40.566269646591
2015-01-09,40.502428844539
2015-01-12,40.26530586549
2015-01-13,39.772819678234
2015-01-14,39.608657615815
2015-01-15,39.499216240869
2015-01-16,40.848993198534
2015-01-20,40.247065636332
2015-01-21,40.80339262564
2015-01-22,41.368839729527
2015-01-23,40.6483506778
2015-01-26,40.639230563221
2015-01-27,40.283546094647
2015-01-28,39.243853032662
2015-01-29,41.049635719268
2015-01-30,41.186437437951
2015-02-02,41.241158125424
2015-02-03,42.764217260086
2015-02-04,42.153169583306
2015-02-05,43.594147686759
2015-02-06,44.141354561488
2015-02-09,44.013672957385
2015-02-10,44.232555707276
2015-02-11,43.849510894966
2015-02-12,44.8253631549
2015-02-13,45.089846477686
2015-02-17,45.20840796721
2015-02-18,45.062486133949
2015-02-19,45.308729227577
2015-02-20,45.171927508895
2015-02-23,45.13544705058
2015-02-24,45.427290717102
2015-02-25,45.463771175417
2015-02-26,44.916564300688
2015-02-27,44.907444186109
2015-03-02,45.007765446476
2015-03-03,44.916564300688
2015-03-04,45.20840796721
2015-03-05,44.58824017585
2015-03-06,43.721829290863
2015-03-09,43.712709176284
2015-03-10,42.96485978082
2015-03-11,42.663895999719
2015-03-12,43.284063791079
2015-03-13,42.910139093348
2015-03-16,42.89189886419
2015-03-17,42.527094281037
2015-03-18,43.35702470771
2015-03-19,42.618295426825
2015-03-20,43.129021843239
2015-03-23,43.074301155766
2015-03-24,43.056060926609
2015-03-25,42.709496572614
2015-03-26,42.73685691635
2015-03-27,43.940712040754
2015-03-30,44.787141167167
2015-03-31,44.143119005766
2015-04-01,44.069516473034
2015-04-02,44.382327237144
2015-04-06,44.787141167167
2015-04-07,44.639936101704
2015-04-08,44.501931352833
2015-04-09,44.842343066716
2015-04-10,44.520331986015
2015-04-13,44.409928186918
2015-04-14,44.925145916039
2015-04-15,46.102786439744
2015-04-16,45.771575042452
2015-04-17,45.688772193129
2015-04-20,46.084385806562
2015-04-21,45.679571876538
2015-04-22,46.019983590421
2015-04-23,46.921614616383
2015-04-24,47.032018415481
2015-04-27,47.354029496181
2015-04-28,47.676040576882
2015-04-29,47.482833928462
2015-04-30,46.921614616383
2015-05-01,47.556436461193
2015-05-04,47.519635194827
2015-05-05,47.243625697084
2015-05-06,46.811210817286
2015-05-07,46.590403219091
2015-05-08,47.703641526656
2015-05-11,47.749643109614
2015-05-12,46.875613033426
2015-05-13,46.673206068414
2015-05-14,47.142422214578
2015-05-15,47.390830762547
2015-05-18,46.921614616383
2015-05-19,46.673206068414
2015-05-20,46.958415882749
2015-05-21,47.271226646858
2015-05-22,47.188423797535
2015-05-26,46.572002585908
2015-05-27,47.105620948212
2015-05-28,47.446032662096
2015-05-29,47.906048491668
2015-06-01,48.080854506906
2015-06-02,48.439666853972
2015-06-03,48.770878251264
2015-06-04,48.80767951763
2015-06-05,47.906048491668
2015-06-08,47.289627280041
2015-06-09,47.400031079139
2015-06-10,47.832445958937
2015-06-11,47.988851340991
2015-06-12,47.694441210065
2015-06-15,47.712841843248
2015-06-16,48.384464954423
2015-06-17,49.083689015373
2015-06-18,49.304496613568
2015-06-19,49.019286799233
2015-06-22,49.166491864696
2015-06-23,49.286095980385
2015-06-24,48.853681100587
2015-06-25,48.964084899685
2015-06-26,48.844480783996
2015-06-29,47.101028650449
2015-06-30,47.453428549783
2015-07-01,47.657449544134
2015-07-02,47.648175862573
2015-07-06,46.897007656098
2015-07-07,47.147397058256
2015-07-08,45.923271092149
2015-07-09,46.609523527694
2015-07-10,47.675996907257
2015-07-13,48.167502030012
2015-07-14,49.187607001768
2015-07-15,48.315880934995
2015-07-16,48.436438795293
2015-07-17,47.453428549783
2015-07-20,46.850639248291
2015-07-21,46.461144622711
2015-07-22,46.368407807097
2015-07-23,44.291103137339
2015-07-24,42.631114137845
2015-07-27,42.315808964757
2015-07-28,43.261724484021
2015-07-29,43.985071645812
2015-07-30,43.975797964251
2015-07-31,43.64194542804
2015-08-03,43.085524534354
2015-08-04,43.298819210267
2015-08-05,43.706861198969
2015-08-06,43.215356076214
2015-08-07,42.195251104458
2015-08-10,43.25245080246
2015-08-11,42.000503791668
2015-08-12,42.380724735687
2015-08-13,41.703745981703
2015-08-14,41.638830210773
2015-08-17,42.167430059774
2015-08-18,41.499724987352
2015-08-19,40.924756730544
2015-08-20,40.498167378718
2015-08-21,39.524430814769
2015-08-24,37.419305100327
2015-08-25,36.529031670431
2015-08-26,38.068462809627
2015-08-27,40.433251607788
2015-08-28,40.804198870245
2015-08-31,40.581630512771
2015-09-01,38.634157384873
2015-09-02,39.311136138857
2015-09-03,39.719178127559
2015-09-04,39.023652010453
2015-09-08,40.887662004298
2015-09-09,40.609451557455
2015-09-10,40.581630512771
2015-09-11,40.600177875894
2015-09-14,39.951020166595
2015-09-15,40.44252528935
2015-09-16,41.713019663264
2015-09-17,41.008219864596
2015-09-18,40.164314842507
2015-09-21,40.822746233368
2015-09-22,40.433251607788
2015-09-23,39.487336088524
2015-09-24,39.403872954471
2015-09-25,39.246220367927
2015-09-28,37.50276823438
2015-09-29,38.008802588367
2015-09-30,39.733067794545
2015-10-01,40.276586174754
2015-10-02,41.654124138386
2015-10-05,43.397131357675
2015-10-06,44.118698862434
2015-10-07,44.502910131202
2015-10-08,44.784040327861
2015-10-09,44.118698862434
2015-10-12,43.668890547779
2015-10-13,43.584551488781
2015-10-14,44.1468118821
2015-10-15,44.5872491902
2015-10-16,44.624733216421
2015-10-19,44.409200065649
2015-10-20,44.690330262308
2015-10-21,44.493539124647
2015-10-22,46.780064724144
2015-10-23,47.154904986357
2015-10-26,47.276728071576
2015-10-27,47.501632228904
2015-10-28,48.138860674665
2015-10-29,47.698423366565
2015-10-30,48.419990871325
2015-11-02,48.345022818882
2015-11-03,48.710492074539
2015-11-04,48.14823168122
2015-11-05,48.363764831993
2015-11-06,48.579297982765
2015-11-09,48.448103890991
2015-11-10,48.457474897546
2015-11-11,48.448103890991
2015-11-12,47.257986058465
2015-11-13,47.923327523893
2015-11-16,48.401248858214
2015-11-17,48.401248858214
2015-11-18,49.816270848067
2015-11-19,49.966206952952
2015-11-20,49.966206952952
2015-11-23,49.666334743182
2015-11-24,50.022432992284
2015-11-25,48.654266035208
2015-11-27,48.738605094205
2015-11-30,48.851057172869
2015-12-01,50.059917018505
2015-12-02,49.000993277754
