Date,NWL
2015-01-02,24.392274856567383
2015-01-05,24.108781814575195
2015-01-06,23.69000816345215
2015-01-07,23.83176040649414
2015-01-08,24.385822296142578
2015-01-09,24.12811279296875
2015-01-12,24.018592834472656
2015-01-13,24.186105728149414
2015-01-14,24.24408531188965
2015-01-15,24.34073257446289
2015-01-16,24.58555030822754
2015-01-20,24.450258255004883
2015-01-21,24.321395874023438
2015-01-22,24.546890258789062
2015-01-23,24.102346420288086
2015-01-26,24.501794815063477
2015-01-27,24.083017349243164
2015-01-28,24.012149810791016
2015-01-29,24.463130950927734
2015-01-30,23.75443458557129
2015-02-02,24.20543098449707
2015-02-03,24.55978775024414
2015-02-04,24.26341438293457
2015-02-05,24.450258255004883
2015-02-06,24.482463836669922
2015-02-09,24.256973266601562
2015-02-10,24.508237838745117
2015-02-11,24.92057991027832
2015-02-12,25.287818908691406
2015-02-13,25.493988037109375
2015-02-17,25.706588745117188
2015-02-18,25.906309127807617
2015-02-19,25.622840881347656
2015-02-20,25.848325729370117
2015-02-23,25.764577865600586
2015-02-24,25.667930603027344
2015-02-25,25.609676361083984
2015-02-26,25.622617721557617
2015-02-27,25.43488311767578
2015-03-02,25.667938232421875
2015-03-03,25.499610900878906
2015-03-04,25.29246711730957
2015-03-05,25.467260360717773
2015-03-06,24.95583724975586
2015-03-09,25.065889358520508
2015-03-10,24.606266021728516
2015-03-11,24.489736557006836
2015-03-12,24.87814712524414
2015-03-13,24.98820686340332
2015-03-16,25.234207153320312
2015-03-17,25.16299057006836
2015-03-18,25.512561798095703
2015-03-19,25.408998489379883
2015-03-20,25.713254928588867
2015-03-23,25.544933319091797
2015-03-24,25.48667335510254
2015-03-25,25.298933029174805
2015-03-26,25.234207153320312
2015-03-27,25.285993576049805
2015-03-30,25.55141258239746
2015-03-31,25.29246711730957
2015-04-01,25.88155746459961
2015-04-02,26.03045654296875
2015-04-06,26.289405822753906
2015-04-07,25.95924949645996
2015-04-08,25.933353424072266
2015-04-09,25.88804054260254
2015-04-10,25.920413970947266
2015-04-13,25.64851188659668
2015-04-14,25.64851188659668
2015-04-15,25.654991149902344
2015-04-16,25.44782829284668
2015-04-17,25.059406280517578
2015-04-20,25.30541229248047
2015-04-21,25.55141258239746
2015-04-22,25.56435775756836
2015-04-23,25.64851188659668
2015-04-24,25.596721649169922
2015-04-27,25.48667335510254
2015-04-28,25.35072898864746
2015-04-29,25.156517028808594
2015-04-30,24.683940887451172
2015-05-01,25.642038345336914
2015-05-04,25.363666534423828
2015-05-05,25.266569137573242
2015-05-06,25.137102127075195
2015-05-07,25.42841339111328
2015-05-08,25.920413970947266
2015-05-11,25.93982696533203
2015-05-12,25.82977294921875
2015-05-13,25.596721649169922
2015-05-14,25.907459259033203
2015-05-15,25.946287155151367
2015-05-18,25.900985717773438
2015-05-19,26.049888610839844
2015-05-20,25.933353424072266
2015-05-21,26.049888610839844
2015-05-22,25.93982696533203
2015-05-26,25.583776473999023
2015-05-27,26.00009536743164
2015-05-28,25.9155216217041
2015-05-29,25.713878631591797
2015-06-01,25.765918731689453
2015-06-02,25.772418975830078
2015-06-03,26.15620994567871
2015-06-04,26.123682022094727
2015-06-05,26.032611846923828
2015-06-08,26.136688232421875
2015-06-09,26.299312591552734
2015-06-10,26.722137451171875
2015-06-11,26.83271598815918
2015-06-12,26.767675399780273
2015-06-15,26.409894943237305
2015-06-16,26.728641510009766
2015-06-17,26.813201904296875
2015-06-18,27.073400497436523
2015-06-19,27.112424850463867
2015-06-22,27.203493118286133
2015-06-23,27.086410522460938
2015-06-24,27.001846313476562
2015-06-25,26.897769927978516
2015-06-26,26.910785675048828
2015-06-29,26.474952697753906
2015-06-30,26.74165153503418
2015-07-01,26.871755599975586
2015-07-02,26.62456703186035
2015-07-06,26.429414749145508
2015-07-07,26.670089721679688
2015-07-08,26.299312591552734
2015-07-09,26.487964630126953
2015-07-10,27.209997177124023
2015-07-13,27.645824432373047
2015-07-14,27.483219146728516
2015-07-15,27.262033462524414
2015-07-16,27.34010124206543
2015-07-17,27.138452529907227
2015-07-20,27.34010124206543
2015-07-21,27.26854705810547
2015-07-22,27.288070678710938
2015-07-23,27.3140869140625
2015-07-24,27.02786636352539
2015-07-27,26.78067970275879
2015-07-28,27.262033462524414
2015-07-29,27.522235870361328
2015-07-30,27.84098243713379
2015-07-31,28.153221130371094
2015-08-03,28.276803970336914
2015-08-04,28.530500411987305
2015-08-05,28.628068923950195
2015-08-06,28.127201080322266
2015-08-07,28.127201080322266
2015-08-10,28.400400161743164
2015-08-11,28.08817481994629
2015-08-12,27.912532806396484
2015-08-13,28.114192962646484
2015-08-14,28.296321868896484
2015-08-17,28.602052688598633
2015-08-18,28.920787811279297
2015-08-19,28.69962501525879
2015-08-20,28.10767364501953
2015-08-21,27.34010124206543
2015-08-24,26.00009536743164
2015-08-25,25.63581657409668
2015-08-26,26.657093048095703
2015-08-27,27.349822998046875
2015-08-28,27.225648880004883
2015-08-31,27.532798767089844
2015-09-01,26.59173011779785
2015-09-02,27.17989730834961
2015-09-03,27.421703338623047
2015-09-04,27.271394729614258
2015-09-08,28.4738712310791
2015-09-09,27.73539924621582
2015-09-10,27.539348602294922
2015-09-11,27.800739288330078
2015-09-14,27.61123275756836
2015-09-15,27.77459716796875
2015-09-16,28.0490779876709
2015-09-17,28.036026000976562
2015-09-18,27.47398567199707
2015-09-21,27.558948516845703
2015-09-22,27.04267120361328
2015-09-23,26.813932418823242
2015-09-24,26.447956085205078
2015-09-25,26.585201263427734
2015-09-28,25.64413833618164
2015-09-29,25.19973373413086
2015-09-30,25.95128059387207
2015-10-01,26.330326080322266
2015-10-02,26.539453506469727
2015-10-05,27.17989730834961
2015-10-06,26.755111694335938
2015-10-07,27.225648880004883
2015-10-08,27.722320556640625
2015-10-09,27.591630935668945
2015-10-12,27.807281494140625
2015-10-13,27.617753982543945
2015-10-14,27.66351318359375
2015-10-15,27.722320556640625
2015-10-16,27.983732223510742
2015-10-19,27.91838264465332
2015-10-20,27.768075942993164
2015-10-21,27.6700439453125
2015-10-22,28.04254913330078
2015-10-23,28.06869125366211
2015-10-26,28.356239318847656
2015-10-27,28.271289825439453
2015-10-28,28.571901321411133
2015-10-29,28.28435707092285
2015-10-30,27.728862762451172
2015-11-02,28.565366744995117
2015-11-03,28.735286712646484
2015-11-04,28.702606201171875
2015-11-05,28.656850814819336
2015-11-06,28.91826629638672
2015-11-09,28.624176025390625
2015-11-10,28.872526168823242
2015-11-11,29.395343780517578
2015-11-12,28.89866065979004
2015-11-13,27.892240524291992
2015-11-16,28.258214950561523
2015-11-17,28.382381439208984
2015-11-18,28.82022476196289
2015-11-19,28.709135055541992
2015-11-20,29.022830963134766
2015-11-23,29.245031356811523
2015-11-24,29.205810546875
2015-11-25,29.232067108154297
2015-11-27,29.284570693969727
2015-11-30,29.310821533203125
2015-12-01,29.868688583374023
2015-12-02,29.29770278930664
2015-12-03,28.746397018432617
2015-12-04,29.422405242919922
2015-12-07,31.607921600341797
2015-12-08,30.81377601623535
2015-12-09,30.531558990478516
2015-12-10,30.990982055664062
2015-12-11,29.71773910522461
2015-12-14,27.663490295410156
2015-12-15,28.96298599243164
2015-12-16,29.652095794677734
2015-12-17,29.415836334228516
2015-12-18,29.343650817871094
