Date,GILD
2015-01-02,65.56651306152344
2015-01-05,66.865234375
2015-01-06,67.4593505859375
2015-01-07,68.72357940673828
2015-01-08,70.6717300415039
2015-01-09,70.60955047607422
2015-01-12,69.91873168945312
2015-01-13,67.15538024902344
2015-01-14,68.57161712646484
2015-01-15,67.28666687011719
2015-01-16,69.57329559326172
2015-01-20,71.69415283203125
2015-01-21,71.55597686767578
2015-01-22,72.63367462158203
2015-01-23,72.90999603271484
2015-01-26,73.9946060180664
2015-01-27,72.55769348144531
2015-01-28,70.77534484863281
2015-01-29,71.97046661376953
2015-01-30,72.41950988769531
2015-02-02,73.35902404785156
2015-02-03,74.0429458618164
2015-02-04,67.99821472167969
2015-02-05,69.01372528076172
2015-02-06,67.34191131591797
2015-02-09,66.94123840332031
2015-02-10,67.92221069335938
2015-02-11,69.06900024414062
2015-02-12,69.63546752929688
2015-02-13,70.39540100097656
2015-02-17,71.73561096191406
2015-02-18,71.80467987060547
2015-02-19,70.96879577636719
2015-02-20,70.88587951660156
2015-02-23,72.19844055175781
2015-02-24,72.3297119140625
2015-02-25,72.1431884765625
2015-02-26,71.97738647460938
2015-02-27,71.52143859863281
2015-03-02,71.72871398925781
2015-03-03,71.01021575927734
2015-03-04,71.19676208496094
2015-03-05,71.44544982910156
2015-03-06,70.33321380615234
2015-03-09,70.02925872802734
2015-03-10,68.27454376220703
2015-03-11,68.37126159667969
2015-03-12,69.0344467163086
2015-03-13,68.8133773803711
2015-03-16,69.98088073730469
2015-03-17,69.38678741455078
2015-03-18,69.27625274658203
2015-03-19,70.07760620117188
2015-03-20,70.66480255126953
2015-03-23,69.2624282836914
2015-03-24,70.05689239501953
2015-03-25,68.98609161376953
2015-03-26,69.82890319824219
2015-03-27,69.77365112304688
2015-03-30,69.55949401855469
2015-03-31,67.79095458984375
2015-04-01,67.5077133178711
2015-04-02,67.99821472167969
2015-04-06,67.55609893798828
2015-04-07,68.1778335571289
2015-04-08,68.99301147460938
2015-04-09,69.88418579101562
2015-04-10,70.30557250976562
2015-04-13,70.65789794921875
2015-04-14,70.60955047607422
2015-04-15,71.86685943603516
2015-04-16,71.39019012451172
2015-04-17,70.0361557006836
2015-04-20,69.53876495361328
2015-04-21,72.67510223388672
2015-04-22,71.97046661376953
2015-04-23,72.68202209472656
2015-04-24,71.63886260986328
2015-04-27,71.11386108398438
2015-04-28,71.6526870727539
2015-04-29,70.685546875
2015-04-30,69.43516540527344
2015-05-01,72.54386901855469
2015-05-04,72.99291229248047
2015-05-05,71.14839172363281
2015-05-06,70.65098571777344
2015-05-07,70.31939697265625
2015-05-08,71.74250030517578
2015-05-11,72.35042572021484
2015-05-12,72.92381286621094
2015-05-13,73.49722290039062
2015-05-14,75.12068176269531
2015-05-15,75.50749206542969
2015-05-18,76.68192291259766
2015-05-19,76.3779525756836
2015-05-20,76.10850524902344
2015-05-21,76.83390045166016
2015-05-22,77.17243957519531
2015-05-26,75.83219146728516
2015-05-27,77.69053649902344
2015-05-28,77.9599838256836
2015-05-29,77.55927276611328
2015-06-01,78.80967712402344
2015-06-02,78.71295166015625
2015-06-03,79.20343780517578
2015-06-04,78.70602416992188
2015-06-05,78.72676849365234
2015-06-08,78.5471420288086
2015-06-09,79.27252197265625
2015-06-10,81.28974151611328
2015-06-11,82.29834747314453
2015-06-12,81.57727813720703
2015-06-15,81.92395782470703
2015-06-16,82.55489349365234
2015-06-17,82.42317199707031
2015-06-18,84.03861999511719
2015-06-19,83.06103515625
2015-06-22,84.23274993896484
2015-06-23,84.7319564819336
2015-06-24,84.5932846069336
2015-06-25,83.35916137695312
2015-06-26,82.85302734375
2015-06-29,80.05196380615234
2015-06-30,81.17516326904297
2015-07-01,80.43329620361328
2015-07-02,79.76075744628906
2015-07-06,80.19062042236328
2015-07-07,79.82316589355469
2015-07-08,78.3047866821289
2015-07-09,78.59596252441406
2015-07-10,78.85942840576172
2015-07-13,79.42105102539062
2015-07-14,81.3692855834961
2015-07-15,81.39009094238281
2015-07-16,82.40232849121094
2015-07-17,81.99329376220703
2015-07-20,81.9516830444336
2015-07-21,81.66048431396484
2015-07-22,81.42474365234375
2015-07-23,81.57727813720703
2015-07-24,78.22850036621094
2015-07-27,76.64076232910156
2015-07-28,78.3948974609375
2015-07-29,80.22528076171875
2015-07-30,81.74368286132812
2015-07-31,81.7159423828125
2015-08-03,82.9223403930664
2015-08-04,82.4162368774414
2015-08-05,82.2706298828125
2015-08-06,79.9410171508789
2015-08-07,79.34476470947266
2015-08-10,80.8285140991211
2015-08-11,80.15595245361328
2015-08-12,80.59970092773438
2015-08-13,79.87168884277344
2015-08-14,80.14900207519531
2015-08-17,80.71754455566406
2015-08-18,81.16129302978516
2015-08-19,80.57196044921875
2015-08-20,77.92344665527344
2015-08-21,73.02851104736328
2015-08-24,69.79067993164062
2015-08-25,71.1080093383789
2015-08-26,74.15863037109375
2015-08-27,74.87278747558594
2015-08-28,74.7271728515625
2015-08-31,72.84825897216797
2015-09-01,70.36611938476562
2015-09-02,72.2936019897461
2015-09-03,70.65736389160156
2015-09-04,70.76133728027344
2015-09-08,72.73038482666016
2015-09-09,71.98159790039062
2015-09-10,74.35972595214844
2015-09-11,76.00983428955078
2015-09-14,76.11425018310547
2015-09-15,77.2975845336914
2015-09-16,77.28361511230469
2015-09-17,77.68733978271484
2015-09-18,75.48084259033203
2015-09-21,73.60147094726562
2015-09-22,74.13744354248047
2015-09-23,73.4274673461914
2015-09-24,71.35319519042969
2015-09-25,69.70353698730469
2015-09-28,65.9865493774414
2015-09-29,66.82184600830078
2015-09-30,68.34624481201172
2015-10-01,68.40189361572266
2015-10-02,68.40884399414062
2015-10-05,69.09101104736328
2015-10-06,67.8937759399414
2015-10-07,69.79400634765625
2015-10-08,70.1698989868164
2015-10-09,70.05853271484375
2015-10-12,69.26502990722656
