Date,HP
2015-01-02,39.19667053222656
2015-01-05,38.11402130126953
2015-01-06,37.05464553833008
2015-01-07,34.60995864868164
2015-01-08,35.389923095703125
2015-01-09,35.389923095703125
2015-01-12,34.55756759643555
2015-01-13,35.50632858276367
2015-01-14,35.64021682739258
2015-01-15,35.0290412902832
2015-01-16,36.94404983520508
2015-01-20,35.98945236206055
2015-01-21,37.205989837646484
2015-01-22,37.40971374511719
2015-01-23,36.6472053527832
2015-01-26,37.39226150512695
2015-01-27,37.14196014404297
2015-01-28,34.73219680786133
2015-01-29,33.4458122253418
2015-01-30,34.66815948486328
2015-02-02,37.07794189453125
2015-02-03,39.493534088134766
2015-02-04,38.25371551513672
2015-02-05,39.04534149169922
2015-02-06,39.59248352050781
2015-02-09,40.50050354003906
2015-02-10,38.62041473388672
2015-02-11,38.41338348388672
2015-02-12,38.795692443847656
2015-02-13,40.92486572265625
2015-02-17,41.84242248535156
2015-02-18,41.59537887573242
2015-02-19,41.31306076049805
2015-02-20,41.013099670410156
2015-02-23,39.760292053222656
2015-02-24,39.58384704589844
2015-02-25,39.789695739746094
2015-02-26,38.936851501464844
2015-02-27,39.442691802978516
2015-03-02,38.648651123046875
2015-03-03,39.601478576660156
2015-03-04,39.18976974487305
2015-03-05,40.06614685058594
2015-03-06,39.513275146484375
2015-03-09,38.67805862426758
2015-03-10,37.83698654174805
2015-03-11,37.93696975708008
2015-03-12,37.21352005004883
2015-03-13,36.75474166870117
2015-03-16,37.70758056640625
2015-03-17,37.6605224609375
2015-03-18,39.37210464477539
2015-03-19,38.848636627197266
2015-03-20,40.08966827392578
2015-03-23,40.295528411865234
2015-03-24,40.0720329284668
2015-03-25,40.62491226196289
2015-03-26,40.64844512939453
2015-03-27,39.99555969238281
2015-03-30,40.4249153137207
2015-03-31,40.0367317199707
2015-04-01,40.119075775146484
2015-04-02,40.71314239501953
2015-04-06,42.84819793701172
2015-04-07,42.94817352294922
2015-04-08,41.92476272583008
2015-04-09,43.483402252197266
2015-04-10,42.98347091674805
2015-04-13,42.3541259765625
2015-04-14,44.51858901977539
2015-04-15,45.671417236328125
2015-04-16,44.57152557373047
2015-04-17,43.31283187866211
2015-04-20,43.542232513427734
2015-04-21,42.377647399902344
2015-04-22,43.248130798339844
2015-04-23,44.306854248046875
2015-04-24,43.771610260009766
2015-04-27,44.630340576171875
2015-04-28,44.906776428222656
2015-04-29,46.11841583251953
2015-04-30,45.85961151123047
2015-05-01,46.153709411621094
2015-05-04,45.58907699584961
2015-05-05,45.64788055419922
2015-05-06,45.965492248535156
2015-05-07,44.69504165649414
2015-05-08,45.67729187011719
2015-05-11,44.400970458984375
2015-05-12,44.74208450317383
2015-05-13,44.996131896972656
2015-05-14,44.088016510009766
2015-05-15,43.82685470581055
2015-05-18,44.2601318359375
2015-05-19,43.01371383666992
2015-05-20,43.731895446777344
2015-05-21,44.823997497558594
2015-05-22,44.67561721801758
2015-05-26,43.12648391723633
2015-05-27,43.613182067871094
2015-05-28,43.3817138671875
2015-05-29,43.322349548339844
2015-06-01,42.74068832397461
2015-06-02,43.809051513671875
2015-06-03,43.589454650878906
2015-06-04,42.84157943725586
2015-06-05,43.71409225463867
2015-06-08,43.39952850341797
2015-06-09,43.14427947998047
2015-06-10,44.58657455444336
2015-06-11,43.75563430786133
2015-06-12,43.62505340576172
2015-06-15,43.09681701660156
2015-06-16,43.77937698364258
2015-06-17,43.87432861328125
2015-06-18,43.20365524291992
2015-06-19,42.79411315917969
2015-06-22,43.073062896728516
2015-06-23,43.292667388916016
2015-06-24,42.11152648925781
2015-06-25,42.02251052856445
2015-06-26,42.11152648925781
2015-06-29,41.44676971435547
2015-06-30,41.796958923339844
2015-07-01,40.366539001464844
2015-07-02,40.21815872192383
2015-07-06,38.876747131347656
2015-07-07,38.9479866027832
2015-07-08,37.796504974365234
2015-07-09,38.312889099121094
2015-07-10,38.05173110961914
2015-07-13,38.467201232910156
2015-07-14,39.137908935546875
2015-07-15,37.22079086303711
2015-07-16,36.76374435424805
2015-07-17,35.9268798828125
2015-07-20,35.48170852661133
2015-07-21,35.17900466918945
2015-07-22,34.911903381347656
2015-07-23,35.38080596923828
2015-07-24,33.19064712524414
2015-07-27,33.02445983886719
2015-07-28,34.288692474365234
2015-07-29,35.49357604980469
2015-07-30,34.85850143432617
2015-07-31,34.27088928222656
2015-08-03,34.282772064208984
2015-08-04,34.716041564941406
2015-08-05,34.10470962524414
2015-08-06,36.597572326660156
2015-08-07,35.29178237915039
2015-08-10,37.19702911376953
2015-08-11,36.645050048828125
2015-08-12,37.388126373291016
2015-08-13,36.27170181274414
2015-08-14,34.969207763671875
