Date,JBL
2015-01-02,19.68546485900879
2015-01-05,19.366785049438477
2015-01-06,19.1391544342041
2015-01-07,19.503360748291016
2015-01-08,20.01325225830078
2015-01-09,19.803834915161133
2015-01-12,19.557992935180664
2015-01-13,19.466943740844727
2015-01-14,19.23931312561035
2015-01-15,18.774944305419922
2015-01-16,19.184680938720703
2015-01-20,18.793155670166016
2015-01-21,18.747634887695312
2015-01-22,19.011680603027344
2015-01-23,18.92974281311035
2015-01-26,19.02988624572754
2015-01-27,18.63836097717285
2015-01-28,18.49268913269043
2015-01-29,19.075414657592773
2015-01-30,18.765836715698242
2015-02-02,18.820472717285156
2015-02-03,19.26662254333496
2015-02-04,19.102731704711914
2015-02-05,19.348567962646484
2015-02-06,19.339468002319336
2015-02-09,19.38499641418457
2015-02-10,19.630828857421875
2015-02-11,19.81361198425293
2015-02-12,20.106067657470703
2015-02-13,20.35281753540039
2015-02-17,20.316267013549805
2015-02-18,20.361961364746094
2015-02-19,20.307126998901367
2015-02-20,20.462493896484375
2015-02-23,20.389385223388672
2015-02-24,20.645280838012695
2015-02-25,20.29798698425293
2015-02-26,20.215742111206055
2015-02-27,20.07864761352539
2015-03-02,20.38024139404297
2015-03-03,20.106067657470703
2015-03-04,20.188322067260742
2015-03-05,20.01467514038086
2015-03-06,19.868446350097656
2015-03-09,19.895872116088867
2015-03-10,19.44805145263672
2015-03-11,19.639976501464844
2015-03-12,19.822757720947266
2015-03-13,19.859310150146484
2015-03-16,20.307126998901367
2015-03-17,20.69097137451172
2015-03-18,20.700105667114258
2015-03-19,21.339847564697266
2015-03-20,21.614023208618164
2015-03-23,21.385547637939453
2015-03-24,21.53177833557129
2015-03-25,20.809778213500977
2015-03-26,20.90117835998535
2015-03-27,20.9285888671875
2015-03-30,21.467802047729492
2015-03-31,21.367265701293945
2015-04-01,21.157079696655273
2015-04-02,21.14792823791504
2015-04-06,21.28501319885254
2015-04-07,21.248458862304688
2015-04-08,21.86992073059082
2015-04-09,21.8333683013916
2015-04-10,21.851638793945312
2015-04-13,21.6231689453125
2015-04-14,21.842498779296875
2015-04-15,21.88820457458496
2015-04-16,21.559194564819336
2015-04-17,21.083946228027344
2015-04-20,21.33071517944336
2015-04-21,21.44952392578125
2015-04-22,21.714555740356445
2015-04-23,21.86992073059082
2015-04-24,21.650577545166016
2015-04-27,21.614023208618164
2015-04-28,21.32157325744629
2015-04-29,21.157079696655273
2015-04-30,20.581296920776367
2015-05-01,20.983421325683594
2015-05-04,21.312437057495117
2015-05-05,21.001707077026367
2015-05-06,20.91944694519043
2015-05-07,21.184486389160156
2015-05-08,21.367265701293945
2015-05-11,21.431238174438477
2015-05-12,21.385547637939453
2015-05-13,21.605640411376953
2015-05-14,22.229232788085938
2015-05-15,22.293428421020508
2015-05-18,22.770286560058594
2015-05-19,22.49517822265625
2015-05-20,22.66941261291504
2015-05-21,22.430980682373047
2015-05-22,22.5318546295166
2015-05-26,22.31175994873047
2015-05-27,22.614389419555664
2015-05-28,22.568538665771484
2015-05-29,22.5318546295166
2015-06-01,22.155860900878906
2015-06-02,21.98162841796875
2015-06-03,22.091670989990234
2015-06-04,21.990800857543945
2015-06-05,22.220062255859375
