date,PKI
2015-05-01,51.830250581794
2015-05-04,51.346961851346
2015-05-05,50.508603849547
2015-05-06,49.611067635856
2015-05-07,49.759013165586
2015-05-08,50.054904225044
2015-05-11,50.419836531709
2015-05-12,50.301480107926
2015-05-13,50.567782061439
2015-05-14,51.070796862518
2015-05-15,51.445592204498
2015-05-18,51.632989875489
2015-05-19,52.086689499992
2015-05-20,52.846143219268
2015-05-21,52.658745548278
2015-05-22,52.658745548278
2015-05-26,52.017648252785
2015-05-27,52.727786795485
2015-05-28,52.362854488819
2015-05-29,52.007785217469
2015-06-01,51.849976652425
2015-06-02,51.889428793686
2015-06-03,52.126141641253
2015-06-04,51.731620228642
2015-06-05,51.662578981435
2015-06-08,51.33709881603
2015-06-09,51.031344721257
2015-06-10,51.879565758371
2015-06-11,52.017648252785
2015-06-12,51.346961851346
2015-06-15,51.327235780715
2015-06-16,51.751346299272
2015-06-17,52.343128418189
2015-06-18,53.142034278726
2015-06-19,53.161760349357
2015-06-22,53.230801596564
2015-06-23,53.023677854943
2015-06-24,52.786965007376
2015-06-25,53.270253737825
2015-06-26,53.546418726653
2015-06-29,52.106415570622
2015-06-30,51.919017899632
2015-07-01,51.771072369903
2015-07-02,51.524496487021
2015-07-06,51.494907381075
2015-07-07,51.465318275129
2015-07-08,50.291617072611
2015-07-09,50.321206178557
2015-07-10,50.824220979636
2015-07-13,51.3173727454
2015-07-14,52.274087170982
2015-07-15,51.879565758371
2015-07-16,51.701794545035
2015-07-17,51.632661295405
2015-07-20,51.603032759849
2015-07-21,51.247490333178
2015-07-22,51.257366511697
2015-07-23,50.990709691694
2015-07-24,50.259872481315
2015-07-27,49.805568269458
2015-07-28,50.072225089461
2015-07-29,50.121605982054
2015-07-30,50.783309942803
2015-07-31,52.264736720597
2015-08-03,51.849937222815
2015-08-04,52.264736720597
2015-08-05,52.195603470967
2015-08-06,50.980833513175
2015-08-07,50.566034015393
2015-08-10,50.951204977619
2015-08-11,50.072225089461
2015-08-12,49.459902021306
2015-08-13,49.706806484272
2015-08-14,49.894453876126
2015-08-17,49.706806484272
2015-08-18,49.914206233163
2015-08-19,49.193245201303
2015-08-20,48.531541240555
2015-08-21,47.11924771239
2015-08-24,45.381040293111
2015-08-25,45.450173542742
2015-08-26,47.445161603505
2015-08-27,48.827826596114
2015-08-28,48.867331310188
2015-08-31,48.077237028698
2015-09-01,45.845220683487
2015-09-02,46.971105034611
2015-09-03,47.356275996838
2015-09-04,46.76370528572
2015-09-08,47.632808995359
2015-09-09,46.76370528572
2015-09-10,46.862467070906
2015-09-11,47.346399818319
2015-09-14,47.168628604984
2015-09-15,47.810580208695
2015-09-16,48.027856136104
2015-09-17,48.42290327685
2015-09-18,46.783457642757
2015-09-21,46.260020181269
2015-09-22,45.904477754599
2015-09-23,45.943982468673
2015-09-24,45.361287936074
2015-09-25,45.183516722739
2015-09-28,43.899613515317
2015-09-29,44.729212510882
2015-09-30,45.39091647163
2015-10-01,44.867479010142
2015-10-02,45.855096862006
2015-10-05,46.220515467195
2015-10-06,46.161258396083
2015-10-07,46.941476499055
2015-10-08,47.287142747207
2015-10-09,47.593304281285
2015-10-12,47.613056638322
2015-10-13,47.000733570167
2015-10-14,46.645191143496
2015-10-15,47.723292465515
2015-10-16,48.059580951282
2015-10-19,48.346415247966
2015-10-20,48.435432788316
2015-10-21,48.267288545433
2015-10-22,48.45521446395
2015-10-23,49.770695893569
2015-10-26,49.325608191818
2015-10-27,49.523424948152
2015-10-28,50.433382027287
2015-10-29,50.591635432354
2015-10-30,51.076286485372
2015-11-02,52.332422888091
2015-11-03,52.352204563724
2015-11-04,52.629148022592
2015-11-05,51.85766267289
2015-11-06,51.373011619872
2015-11-09,51.086177323189
2015-11-10,51.610391727473
2015-11-11,50.947705593755
2015-11-12,50.12676605497
2015-11-13,50.087202703703
2015-11-16,50.453163702921
2015-11-17,51.007050620655
2015-11-18,52.015916077957
2015-11-19,52.055479429224
2015-11-20,52.095042780491
2015-11-23,52.253296185558
2015-11-24,51.966461888874
2015-11-25,52.579693833508
2015-11-27,52.995109021809
2015-11-30,52.579693833508
2015-12-01,53.074235724343
2015-12-02,51.986243564507
2015-12-03,50.33447364912
2015-12-04,51.67962759219
2015-12-07,50.848797215588
2015-12-08,50.136656892787
2015-12-09,49.701460028852
2015-12-10,49.830040920469
2015-12-11,49.731132542302
2015-12-14,50.453163702921
2015-12-15,50.829015539955
2015-12-16,52.045588591407
2015-12-17,51.373011619872
2015-12-18,50.314691973487
2015-12-21,50.987268945022
2015-12-22,52.055479429224
2015-12-23,52.480785455341
2015-12-24,52.856637292376
2015-12-28,52.955545670542
2015-12-29,53.766594371511
2015-12-30,53.341288345393
2015-12-31,52.985218183992
