Date,ITW
2015-01-02,72.73799133300781
2015-01-05,70.94029998779297
2015-01-06,69.96463012695312
2015-01-07,70.72518157958984
2015-01-08,72.43070983886719
2015-01-09,71.88526153564453
2015-01-12,71.55487060546875
2015-01-13,71.47039794921875
2015-01-14,71.32441711425781
2015-01-15,70.80968475341797
2015-01-16,71.67013549804688
2015-01-20,71.7623291015625
2015-01-21,72.00817108154297
2015-01-22,72.67655944824219
2015-01-23,71.87755584716797
2015-01-26,72.00817108154297
2015-01-27,71.80073547363281
2015-01-28,70.77127075195312
2015-01-29,72.02354431152344
2015-01-30,71.51649475097656
2015-02-02,72.91471099853516
2015-02-03,73.6521987915039
2015-02-04,73.6368408203125
2015-02-05,74.57411193847656
2015-02-06,74.58950805664062
2015-02-09,74.38207244873047
2015-02-10,74.55876159667969
2015-02-11,74.30522918701172
2015-02-12,75.11957550048828
2015-02-13,75.48834228515625
2015-02-17,75.4345703125
2015-02-18,75.62662506103516
2015-02-19,75.61894989013672
2015-02-20,76.43326568603516
2015-02-23,76.24890899658203
2015-02-24,76.42562103271484
2015-02-25,76.64073181152344
2015-02-26,76.29497528076172
2015-02-27,75.94927978515625
2015-03-02,76.48703002929688
2015-03-03,76.57157897949219
2015-03-04,75.44225311279297
2015-03-05,76.1490478515625
2015-03-06,75.11189270019531
2015-03-09,75.81871795654297
2015-03-10,74.31290435791016
2015-03-11,73.89806365966797
2015-03-12,75.35005187988281
2015-03-13,75.02738952636719
2015-03-16,76.11830139160156
2015-03-17,75.8724594116211
2015-03-18,76.67913818359375
2015-03-19,76.34110260009766
2015-03-20,75.69574737548828
2015-03-23,75.2117919921875
2015-03-24,74.98897552490234
2015-03-25,74.13619232177734
2015-03-26,74.15926361083984
2015-03-27,74.69590759277344
2015-03-30,75.5838394165039
2015-03-31,75.00474548339844
2015-04-01,74.52600860595703
2015-04-02,74.59553527832031
2015-04-06,75.48348999023438
2015-04-07,75.62246704101562
2015-04-08,75.09739685058594
2015-04-09,75.11286163330078
2015-04-10,75.3135757446289
2015-04-13,75.69969177246094
2015-04-14,76.81922912597656
2015-04-15,76.47177124023438
2015-04-16,75.85408020019531
2015-04-17,74.02413177490234
2015-04-20,74.91206359863281
2015-04-21,72.90454864501953
2015-04-22,72.91999053955078
2015-04-23,73.12847137451172
2015-04-24,73.06671905517578
2015-04-27,73.32150268554688
2015-04-28,73.47593688964844
2015-04-29,72.989501953125
2015-04-30,72.25597381591797
2015-05-01,73.39099884033203
2015-05-04,73.83112335205078
2015-05-05,73.18253326416016
2015-05-06,73.24429321289062
2015-05-07,73.36782836914062
2015-05-08,74.06277465820312
2015-05-11,73.95466613769531
2015-05-12,73.83112335205078
2015-05-13,73.96237182617188
2015-05-14,75.2518310546875
2015-05-15,74.98931121826172
2015-05-18,74.8503189086914
2015-05-19,74.6418685913086
2015-05-20,74.64958190917969
2015-05-21,75.29045867919922
2015-05-22,74.80400085449219
2015-05-26,73.64578247070312
2015-05-27,74.26351165771484
2015-05-28,73.76933288574219
2015-05-29,72.44898986816406
2015-06-01,72.410400390625
2015-06-02,73.05126953125
2015-06-03,73.41416931152344
2015-06-04,72.15558624267578
2015-06-05,71.9857177734375
2015-06-08,71.47612762451172
2015-06-09,71.59967803955078
