Date,EA
2015-01-02,45.52833557128906
2015-01-05,45.23691940307617
2015-01-06,44.64439010620117
2015-01-07,45.47005081176758
2015-01-08,46.75226974487305
2015-01-09,46.150020599365234
2015-01-12,45.71290588378906
2015-01-13,45.091217041015625
2015-01-14,45.5574836730957
2015-01-15,45.3049201965332
2015-01-16,46.71341323852539
2015-01-20,46.4414176940918
2015-01-21,46.69398498535156
2015-01-22,47.94706344604492
2015-01-23,48.364749908447266
2015-01-26,48.06362533569336
2015-01-27,47.024261474609375
2015-01-28,53.046775817871094
2015-01-29,53.74617385864258
2015-01-30,53.28962707519531
2015-02-02,53.3964729309082
2015-02-03,52.9593505859375
2015-02-04,52.99821472167969
2015-02-05,54.775821685791016
2015-02-06,53.56159591674805
2015-02-09,52.72623062133789
2015-02-10,53.19248580932617
2015-02-11,53.377052307128906
2015-02-12,54.59126663208008
2015-02-13,54.775821685791016
2015-02-17,55.135231018066406
2015-02-18,55.96089172363281
2015-02-19,55.50435256958008
2015-02-20,56.019187927246094
2015-02-23,55.902618408203125
2015-02-24,55.98033905029297
2015-02-25,55.747196197509766
2015-02-26,56.077457427978516
2015-02-27,55.543216705322266
2015-03-02,55.80548858642578
2015-03-03,55.047813415527344
2015-03-04,55.56264114379883
2015-03-05,55.73748016357422
2015-03-06,54.746681213378906
2015-03-09,55.047813415527344
2015-03-10,53.47418212890625
2015-03-11,53.51303482055664
2015-03-12,53.4838981628418
2015-03-13,53.717041015625
2015-03-16,54.22214126586914
2015-03-17,52.619361877441406
2015-03-18,54.037567138671875
2015-03-19,54.35813522338867
2015-03-20,55.640350341796875
2015-03-23,55.63064193725586
2015-03-24,56.30087661743164
2015-03-25,54.484413146972656
2015-03-26,54.474693298339844
2015-03-27,56.572879791259766
2015-03-30,57.76765441894531
2015-03-31,57.13626480102539
2015-04-01,55.640350341796875
2015-04-02,55.999755859375
2015-04-06,55.484920501708984
2015-04-07,56.14546585083008
2015-04-08,56.48545455932617
2015-04-09,55.85404968261719
2015-04-10,56.689430236816406
2015-04-13,55.68892288208008
2015-04-14,55.436363220214844
2015-04-15,55.23236846923828
2015-04-16,55.23236846923828
2015-04-17,54.42613983154297
2015-04-20,55.65005874633789
2015-04-21,57.340248107910156
2015-04-22,58.097930908203125
2015-04-23,58.165931701660156
