Date,CTAS
2015-01-02,17.48629379272461
2015-01-05,17.16754913330078
2015-01-06,17.134113311767578
2015-01-07,17.04495620727539
2015-01-08,17.325807571411133
2015-01-09,17.18984031677246
2015-01-12,17.08061981201172
2015-01-13,17.27677345275879
2015-01-14,17.290145874023438
2015-01-15,17.31020736694336
2015-01-16,17.59328269958496
2015-01-20,17.562084197998047
2015-01-21,17.709186553955078
2015-01-22,17.793893814086914
2015-01-23,17.78274154663086
2015-01-26,17.825092315673828
2015-01-27,17.80503273010254
2015-01-28,17.464006423950195
2015-01-29,17.80503273010254
2015-01-30,17.54201889038086
2015-02-02,17.83846664428711
2015-02-03,17.985591888427734
2015-02-04,17.83401107788086
2015-02-05,17.943233489990234
2015-02-06,17.840702056884766
2015-02-09,17.75823211669922
2015-02-10,17.96106719970703
2015-02-11,18.041311264038086
2015-02-12,18.324386596679688
2015-02-13,18.197336196899414
2015-02-17,18.246376037597656
2015-02-18,18.255290985107422
2015-02-19,18.275346755981445
2015-02-20,18.382343292236328
2015-02-23,18.431381225585938
2015-02-24,18.538372039794922
2015-02-25,18.656503677368164
2015-02-26,18.725605010986328
2015-02-27,18.607467651367188
2015-03-02,18.837051391601562
2015-03-03,18.77018165588379
2015-03-04,18.672107696533203
2015-03-05,18.487106323242188
2015-03-06,18.339990615844727
2015-03-09,18.687713623046875
2015-03-10,18.228548049926758
2015-03-11,18.204021453857422
2015-03-12,18.46927261352539
2015-03-13,18.402400970458984
2015-03-16,19.02873992919922
2015-03-17,19.004222869873047
2015-03-18,19.204837799072266
2015-03-19,18.714454650878906
2015-03-20,18.400171279907227
2015-03-23,18.68547821044922
2015-03-24,18.663188934326172
2015-03-25,18.21070671081543
2015-03-26,18.08365821838379
2015-03-27,18.362279891967773
2015-03-30,18.442523956298828
2015-03-31,18.195104598999023
2015-04-01,18.212942123413086
2015-04-02,18.431381225585938
2015-04-06,18.237455368041992
2015-04-07,18.275346755981445
2015-04-08,18.30655288696289
2015-04-09,18.197336196899414
2015-04-10,18.351131439208984
2015-04-13,18.126008987426758
2015-04-14,18.206254959106445
2015-04-15,18.328847885131836
2015-04-16,18.30655288696289
2015-04-17,18.139375686645508
2015-04-20,18.219627380371094
2015-04-21,18.286495208740234
2015-04-22,18.28873062133789
2015-04-23,18.346675872802734
2015-04-24,18.30655288696289
2015-04-27,18.19287872314453
2015-04-28,18.16390037536621
2015-04-29,17.985591888427734
2015-04-30,17.820640563964844
2015-05-01,18.114870071411133
2015-05-04,18.17058753967285
2015-05-05,18.054685592651367
2015-05-06,17.9945011138916
2015-05-07,18.081430435180664
2015-05-08,18.36896514892578
2015-05-11,18.594093322753906
2015-05-12,18.382343292236328
2015-05-13,18.756807327270508
2015-05-14,18.973024368286133
2015-05-15,19.046573638916016
2015-05-18,19.240493774414062
2015-05-19,19.218204498291016
2015-05-20,19.238262176513672
2015-05-21,19.222667694091797
2015-05-22,19.171396255493164
2015-05-26,19.126821517944336
2015-05-27,19.204837799072266
2015-05-28,19.231576919555664
2015-05-29,19.189228057861328
2015-06-01,19.24718475341797
2015-06-02,19.158021926879883
2015-06-03,19.215978622436523
2015-06-04,19.01982307434082
2015-06-05,19.048803329467773
2015-06-08,18.988618850708008
2015-06-09,19.059947967529297
2015-06-10,19.253868103027344
2015-06-11,19.267244338989258
2015-06-12,19.180316925048828
2015-06-15,18.803621292114258
2015-06-16,19.013139724731445
2015-06-17,19.07332420349121
2015-06-18,19.273929595947266
