date,CA
2015-01-02,28.021861090482
2015-01-05,28.104036636202
2015-01-06,27.63380990236
2015-01-07,27.957946777144
2015-01-08,28.405346970508
2015-01-09,28.409912278603
2015-01-12,28.54687152147
2015-01-13,28.514914364801
2015-01-14,28.359693889552
2015-01-15,28.104036636202
2015-01-16,28.633612375285
2015-01-20,28.916661477209
2015-01-21,27.337064876149
2015-01-22,27.884901847615
2015-01-23,28.314040808597
2015-01-26,28.167950949539
2015-01-27,27.337064876149
2015-01-28,27.291411795194
2015-01-29,27.665767059029
2015-01-30,27.665767059029
2015-02-02,27.766203837131
2015-02-03,28.469261283845
2015-02-04,28.770571618152
2015-02-05,29.017098255311
2015-02-06,29.245363660089
2015-02-09,29.167753422465
2015-02-10,29.482759681057
2015-02-11,29.354931054382
2015-02-12,29.587761767255
2015-02-13,29.793200631555
2015-02-17,29.975812955377
2015-02-18,29.985013634614
2015-02-19,29.920608879952
2015-02-20,30.205829936311
2015-02-23,29.985013634614
2015-02-24,30.086221106225
2015-02-25,30.463448954958
2015-02-26,30.196629257074
2015-02-27,29.920608879952
2015-03-02,30.215030615549
2015-03-03,29.626187144356
2015-03-04,29.359367446472
2015-03-05,29.405370842659
2015-03-06,29.175353861725
2015-03-09,29.313364050286
2015-03-10,28.80732669223
2015-03-11,28.724520579093
2015-03-12,29.069546050495
2015-03-13,28.880932126129
2015-03-16,28.890132805366
2015-03-17,29.028142993927
2015-03-18,29.777998351773
2015-03-19,29.764197332917
2015-03-20,30.270234690973
2015-03-23,30.408244879533
2015-03-24,30.261034011735
2015-03-25,29.327165069142
2015-03-26,29.285762012573
2015-03-27,29.708993257493
2015-03-30,30.095421785463
2015-03-31,30.003414993089
2015-04-01,29.561782389695
2015-04-02,29.377768804947
2015-04-06,29.801000049867
2015-04-07,29.690591899018
2015-04-08,29.71819393673
2015-04-09,28.926935522316
2015-04-10,29.023542654308
2015-04-13,28.577309711295
2015-04-14,28.775124314899
2015-04-15,29.267360654099
2015-04-16,29.308763710667
2015-04-17,28.706119220619
2015-04-20,29.166153182488
2015-04-21,29.037343673164
2015-04-22,29.350166767235
2015-04-23,29.50657831427
2015-04-24,29.658389521687
2015-04-27,29.207556239056
2015-04-28,29.607785785882
2015-04-29,29.616986465119
2015-04-30,29.230557937149
2015-05-01,29.304163371048
2015-05-04,29.258159974861
2015-05-05,28.894733144985
2015-05-06,28.936136201553
2015-05-07,28.890132805366
2015-05-08,29.074146390114
2015-05-11,28.59571106977
2015-05-12,28.779724654518
2015-05-13,29.009741635452
2015-05-14,29.460574918084
2015-05-15,29.15695250325
2015-05-18,29.212156578674
2015-05-19,29.1937552202
2015-05-20,28.853330088417
2015-05-21,29.074146390114
2015-05-22,28.825728050705
2015-05-26,28.522105635871
2015-05-27,28.916313599944
2015-05-28,28.475728228333
2015-05-29,28.243841190643
2015-06-01,27.928474819385
2015-06-02,27.733689707725
2015-06-03,27.844995485816
2015-06-04,27.478613966266
2015-06-05,27.52035363305
2015-06-08,27.307017558375
2015-06-09,27.297742076868
2015-06-10,27.900648374862
2015-06-11,28.072244782752
2015-06-12,27.956301263907
2015-06-15,27.645572633403
2015-06-16,27.98412770843
2015-06-17,28.095433486521
2015-06-18,28.280943116673
2015-06-19,28.271667635166
2015-06-22,28.438626302303
2015-06-23,28.605584969439
2015-06-24,28.44790178381
2015-06-25,27.988765449184
2015-06-26,27.724414226217
2015-06-29,26.963824742594
2015-06-30,27.167885335761
2015-07-01,27.371945928929
2015-07-02,27.390496891944
2015-07-06,27.381221410436
2015-07-07,27.900648374862
2015-07-08,27.668761337172
2015-07-09,27.81253130054
2015-07-10,28.141810894059
2015-07-13,28.438626302303
2015-07-14,28.290218598181
2015-07-15,28.308769561196
2015-07-16,28.485003709841
2015-07-17,28.318045042704
2015-07-20,28.280943116673
2015-07-21,28.373697931749
2015-07-22,27.956301263907
2015-07-23,27.733689707725
2015-07-24,26.973100224102
2015-07-27,26.667009334351
2015-07-28,27.028753113147
2015-07-29,27.167885335761
2015-07-30,27.28846659536
2015-07-31,27.024115372394
2015-08-03,26.82469251998
2015-08-04,26.926722816564
2015-08-05,27.084406002193
2015-08-06,26.82469251998
2015-08-07,26.973100224102
2015-08-10,27.334844002898
2015-08-11,27.279191113853
2015-08-12,27.325568521391
2015-08-13,27.112232446716
2015-08-14,27.25136466933
2015-08-17,27.492527188527
2015-08-18,27.390496891944
2015-08-19,27.177160817269
2015-08-20,26.249612666509
2015-08-21,25.349890960272
2015-08-24,24.552199550618
2015-08-25,23.949293252624
2015-08-26,24.923374792817
2015-08-27,25.410415562913
2015-08-28,25.532175755437
2015-08-31,25.560274261404
2015-09-01,24.839079274916
2015-09-02,25.475978743503
2015-09-03,25.719499128551
2015-09-04,25.354218550979
2015-09-08,26.300201585205
2015-09-09,25.653935947961
2015-09-10,25.775696140486
2015-09-11,25.9630195136
2015-09-14,25.981751850911
2015-09-15,26.328300091172
2015-09-16,26.431327946385
2015-09-17,26.178441392681
2015-09-18,25.822526983764
2015-09-21,25.991118019567
2015-09-22,25.607105104683
2015-09-23,25.597738936027
2015-09-24,25.76632997183
2015-09-25,25.625837441994
2015-09-28,25.035768816685
2015-09-29,25.129430503242
2015-09-30,25.56964043006
2015-10-01,25.644569779306
2015-10-02,25.925554838977
2015-10-05,26.543721970253
2015-10-06,26.646749825466
2015-10-07,26.815340861268
2015-10-08,26.955833391104
2015-10-09,27.161889101529
2015-10-12,27.086959752283
2015-10-13,26.871537873202
2015-10-14,26.824707029924
2015-10-15,27.058861246316
2015-10-16,27.086959752283
2015-10-19,26.674848331433
2015-10-20,26.57182047622
2015-10-21,25.953653344944
2015-10-22,26.244004573271
2015-10-23,25.991118019567
2015-10-26,26.108195127763
2015-10-27,25.644569779306
2015-10-28,25.991118019567
2015-10-29,25.934921007632
2015-10-30,25.953653344944
2015-11-02,25.822526983764
2015-11-03,26.094145874779
2015-11-04,25.859991658387
2015-11-05,25.70076679124
2015-11-06,25.663302116617
2015-11-09,25.354218550979
2015-11-10,25.344852382323
2015-11-11,25.475978743503
2015-11-12,25.091965828619
2015-11-13,24.848445443571
2015-11-16,25.166895177865
2015-11-17,25.429147900225
2015-11-18,26.506814391164
2015-11-19,26.790410836147
2015-11-20,26.733691547151
2015-11-23,26.639159398823
2015-11-24,26.658065828488
2015-11-25,26.544627250495
2015-11-27,26.658065828488
2015-11-30,26.572986894993
2015-12-01,26.648612613655
2015-12-02,26.506814391164
2015-12-03,26.733691547151
2015-12-04,27.414323015112
2015-12-07,26.884942984475
2015-12-08,26.412282242836
2015-12-09,26.062513294022
2015-12-10,26.175951872016
2015-12-11,25.665478271045
2015-12-14,26.22321794618
2015-12-15,26.591893324659
2015-12-16,27.0361944218
2015-12-17,26.941662273472
2015-12-18,26.676972258154
2015-12-21,26.558807072744
2015-12-22,27.092913710797
2015-12-23,27.584480882102
2015-12-24,27.385963370614
2015-12-28,27.357603726115
2015-12-29,27.74518553426
2015-12-30,27.518308378273
2015-12-31,26.998381562469
