Date,REGN
2015-01-02,407.4076843261719
2015-01-05,409.70220947265625
2015-01-06,394.22674560546875
2015-01-07,404.9840393066406
2015-01-08,400.5440368652344
2015-01-09,408.28179931640625
2015-01-12,410.5563659667969
2015-01-13,403.7622985839844
2015-01-14,401.59698486328125
2015-01-15,394.4551696777344
2015-01-16,405.94757080078125
2015-01-20,418.2841796875
2015-01-21,415.3043212890625
2015-01-22,417.9862060546875
2015-01-23,417.3902282714844
2015-01-26,420.92633056640625
2015-01-27,412.9502258300781
2015-01-28,405.2621765136719
2015-01-29,411.85760498046875
2015-01-30,413.86407470703125
2015-02-02,410.3180236816406
2015-02-03,406.45416259765625
2015-02-04,398.6667175292969
2015-02-05,411.0927734375
2015-02-06,404.1297607421875
2015-02-09,397.0377502441406
2015-02-10,398.02105712890625
2015-02-11,396.3126220703125
2015-02-12,399.0441589355469
2015-02-13,399.6997375488281
2015-02-17,401.4678039550781
2015-02-18,403.0769348144531
2015-02-19,423.73736572265625
2015-02-20,420.936279296875
2015-02-23,422.25732421875
2015-02-24,417.8173522949219
2015-02-25,420.20123291015625
2015-02-26,417.0525207519531
2015-02-27,411.06298828125
2015-03-02,415.6321105957031
2015-03-03,409.741943359375
2015-03-04,410.26837158203125
2015-03-05,426.07159423828125
2015-03-06,419.2973327636719
2015-03-09,424.0055236816406
2015-03-10,420.0025939941406
2015-03-11,421.70111083984375
2015-03-12,422.3070373535156
2015-03-13,426.4986877441406
2015-03-16,448.7384338378906
2015-03-17,464.6609191894531
2015-03-18,468.9419860839844
2015-03-19,482.7586364746094
2015-03-20,485.5895080566406
2015-03-23,475.11029052734375
2015-03-24,470.56103515625
2015-03-25,450.94354248046875
2015-03-26,445.3712158203125
2015-03-27,451.45013427734375
2015-03-30,456.6947326660156
2015-03-31,448.4504089355469
2015-04-01,438.2195129394531
2015-04-02,435.32904052734375
2015-04-06,437.2759094238281
2015-04-07,438.6864013671875
2015-04-08,450.14892578125
2015-04-09,451.98651123046875
2015-04-10,458.2939147949219
2015-04-13,453.91351318359375
2015-04-14,452.0163269042969
2015-04-15,450.84423828125
2015-04-16,454.35052490234375
2015-04-17,444.5169677734375
2015-04-20,449.3841247558594
2015-04-21,460.1116027832031
2015-04-22,469.4584655761719
2015-04-23,476.85845947265625
2015-04-24,476.868408203125
2015-04-27,470.30279541015625
2015-04-28,463.2106628417969
2015-04-29,466.54815673828125
2015-04-30,454.39031982421875
2015-05-01,467.99835205078125
2015-05-04,470.9881896972656
2015-05-05,462.3763427734375
2015-05-06,466.8560485839844
2015-05-07,465.4753723144531
2015-05-08,478.0603332519531
2015-05-11,474.3553771972656
2015-05-12,476.18304443359375
2015-05-13,474.2560729980469
2015-05-14,488.13232421875
2015-05-15,485.72857666015625
2015-05-18,493.4067077636719
2015-05-19,500.7669677734375
2015-05-20,509.3291320800781
2015-05-21,512.5374755859375
2015-05-22,510.4316711425781
2015-05-26,503.2303161621094
2015-05-27,511.91162109375
2015-05-28,508.6835021972656
2015-05-29,509.12054443359375
2015-06-01,510.3621826171875
2015-06-02,505.48504638671875
2015-06-03,510.7693786621094
2015-06-04,515.139892578125
2015-06-05,535.7804565429688
2015-06-08,522.5597534179688
2015-06-09,522.5597534179688
2015-06-10,508.8821716308594
2015-06-11,497.7374572753906
2015-06-12,488.9865417480469
2015-06-15,495.71112060546875
2015-06-16,498.3930358886719
2015-06-17,509.4483337402344
2015-06-18,524.4271240234375
2015-06-19,518.7752685546875
2015-06-22,517.2158203125
2015-06-23,517.5535888671875
2015-06-24,513.1234741210938
2015-06-25,515.7557373046875
2015-06-26,517.1364135742188
2015-06-29,501.58148193359375
2015-06-30,506.70684814453125
2015-07-01,503.11114501953125
2015-07-02,507.65045166015625
2015-07-06,508.80267333984375
2015-07-07,514.1365966796875
2015-07-08,505.8824157714844
2015-07-09,505.6142272949219
2015-07-10,522.480224609375
2015-07-13,532.6118774414062
2015-07-14,539.2569580078125
2015-07-15,539.7337036132812
2015-07-16,547.8290405273438
2015-07-17,548.2759399414062
2015-07-20,557.4043579101562
2015-07-21,556.2421875
2015-07-22,552.7955322265625
2015-07-23,552.875
2015-07-24,538.2139282226562
2015-07-27,536.40625
2015-07-28,548.7428588867188
2015-07-29,542.6043701171875
2015-07-30,543.4287109375
2015-07-31,549.9447021484375
2015-08-03,550.5506591796875
2015-08-04,577.0416259765625
2015-08-05,588.4247436523438
2015-08-06,578.5613403320312
2015-08-07,575.1543579101562
2015-08-10,577.101318359375
2015-08-11,563.185302734375
2015-08-12,575.363037109375
2015-08-13,570.2474975585938
2015-08-14,572.4328002929688
2015-08-17,572.8897094726562
2015-08-18,565.8472290039062
2015-08-19,565.0924072265625
2015-08-20,542.9817504882812
2015-08-21,523.6423950195312
2015-08-24,501.194091796875
2015-08-25,495.67138671875
2015-08-26,531.8767700195312
2015-08-27,534.3897705078125
2015-08-28,533.0985717773438
2015-08-31,510.05419921875
2015-09-01,493.0888671875
2015-09-02,515.298828125
2015-09-03,505.09771728515625
2015-09-04,496.6348876953125
2015-09-08,539.1178588867188
2015-09-09,523.811279296875
2015-09-10,527.6552734375
2015-09-11,529.7213134765625
2015-09-14,527.8341064453125
2015-09-15,537.8167114257812
2015-09-16,537.3597412109375
2015-09-17,547.2728271484375
2015-09-18,546.6668090820312
2015-09-21,525.8276977539062
2015-09-22,526.622314453125
2015-09-23,532.89990234375
2015-09-24,518.4971923828125
2015-09-25,487.3774108886719
2015-09-28,450.93365478515625
2015-09-29,448.78814697265625
2015-09-30,462.01873779296875
2015-10-01,469.79620361328125
2015-10-02,475.8552551269531
2015-10-05,469.965087890625
2015-10-06,456.73443603515625
2015-10-07,482.50042724609375
2015-10-08,487.91375732421875
2015-10-09,500.5385437011719
2015-10-12,523.2947387695312
2015-10-13,504.6308898925781
2015-10-14,505.8625183105469
2015-10-15,515.8649291992188
2015-10-16,511.1369323730469
2015-10-19,520.0466918945312
2015-10-20,511.21636962890625
2015-10-21,515.050537109375
2015-10-22,521.5862426757812
2015-10-23,533.0985717773438
2015-10-26,542.20703125
2015-10-27,563.9799194335938
2015-10-28,567.3074340820312
2015-10-29,556.2620849609375
2015-10-30,553.6497802734375
2015-11-02,575.1146850585938
2015-11-03,574.1213989257812
2015-11-04,560.2153930664062
2015-11-05,560.3742065429688
2015-11-06,558.2288208007812
2015-11-09,554.7721557617188
2015-11-10,561.0695190429688
2015-11-11,562.6091918945312
2015-11-12,548.8223876953125
2015-11-13,545.2167358398438
2015-11-16,554.6331176757812
2015-11-17,567.0789184570312
2015-11-18,583.1504516601562
2015-11-19,577.4489135742188
2015-11-20,575.6808471679688
2015-11-23,567.0194091796875
2015-11-24,563.6619873046875
2015-11-25,557.9208374023438
2015-11-27,559.3213500976562
2015-11-30,540.8462524414062
2015-12-01,542.077880859375
2015-12-02,543.2102661132812
2015-12-03,532.1350708007812
2015-12-04,554.9111328125
2015-12-07,542.9420166015625
2015-12-08,552.5968017578125
2015-12-09,543.7168579101562
2015-12-10,544.4915161132812
2015-12-11,530.9232788085938
2015-12-14,536.3167724609375
2015-12-15,552.7160034179688
2015-12-16,555.9144287109375
2015-12-17,547.789306640625
2015-12-18,540.5779418945312
2015-12-21,528.9763793945312
2015-12-22,524.794677734375
2015-12-23,532.2542114257812
2015-12-24,534.0223388671875
2015-12-28,536.654541015625
2015-12-29,546.5178833007812
2015-12-30,544.5114135742188
2015-12-31,539.2271118164062
