Date,RHI
2015-01-02,43.0691032409668
2015-01-05,42.1687126159668
2015-01-06,41.91573715209961
2015-01-07,42.50356674194336
2015-01-08,43.6495246887207
2015-01-09,43.575096130371094
2015-01-12,42.8905029296875
2015-01-13,42.73426055908203
2015-01-14,42.15386199951172
2015-01-15,42.21337890625
2015-01-16,42.53334426879883
2015-01-20,42.957481384277344
2015-01-21,42.86819839477539
2015-01-22,43.78343963623047
2015-01-23,44.215023040771484
2015-01-26,44.05133056640625
2015-01-27,43.64206314086914
2015-01-28,42.771461486816406
2015-01-29,44.05876541137695
2015-01-30,43.20304870605469
2015-02-02,44.25967788696289
2015-02-03,45.09307861328125
2015-02-04,45.502342224121094
2015-02-05,45.65115737915039
2015-02-06,45.24935531616211
2015-02-09,44.79544448852539
2015-02-10,45.680931091308594
2015-02-11,45.01123046875
2015-02-12,45.67349624633789
2015-02-13,45.703250885009766
2015-02-17,45.49489212036133
2015-02-18,45.77021408081055
2015-02-19,45.584197998046875
2015-02-20,45.621402740478516
2015-02-23,46.502315521240234
2015-02-24,47.0323600769043
2015-02-25,46.84572982788086
2015-02-26,46.27089309692383
2015-02-27,46.25596618652344
2015-03-02,46.87559127807617
2015-03-03,46.80841064453125
2015-03-04,45.88270950317383
2015-03-05,45.77817916870117
2015-03-06,44.47917175292969
2015-03-09,45.30038833618164
2015-03-10,44.650882720947266
2015-03-11,44.85245132446289
2015-03-12,45.77070236206055
2015-03-13,44.94949722290039
2015-03-16,45.71845626831055
2015-03-17,45.793094635009766
2015-03-18,46.62177276611328
2015-03-19,46.62177276611328
2015-03-20,46.995052337646484
2015-03-23,45.89015197753906
2015-03-24,46.19623565673828
2015-03-25,44.86739730834961
2015-03-26,44.904720306396484
2015-03-27,45.01668930053711
2015-03-30,45.4048957824707
2015-03-31,45.18093490600586
2015-04-01,44.29255294799805
2015-04-02,44.61355972290039
2015-04-06,44.44932556152344
2015-04-07,44.31494140625
2015-04-08,44.36720275878906
2015-04-09,43.971527099609375
2015-04-10,44.41946792602539
2015-04-13,44.51652145385742
2015-04-14,44.076053619384766
2015-04-15,44.20295715332031
2015-04-16,43.79982376098633
2015-04-17,43.83713912963867
2015-04-20,44.36720275878906
2015-04-21,44.26268768310547
2015-04-22,44.48664855957031
2015-04-23,44.33733367919922
2015-04-24,42.62774658203125
2015-04-27,41.97825241088867
2015-04-28,41.7916259765625
2015-04-29,41.4556770324707
2015-04-30,41.39595031738281
2015-05-01,42.14995193481445
2015-05-04,42.194759368896484
2015-05-05,41.32129669189453
2015-05-06,40.99281311035156
2015-05-07,41.37355041503906
2015-05-08,41.8886604309082
2015-05-11,42.261932373046875
2015-05-12,41.836421966552734
2015-05-13,42.135040283203125
2015-05-14,42.53068923950195
2015-05-15,42.687469482421875
2015-05-18,43.05328369140625
2015-05-19,43.419090270996094
2015-05-20,43.05199432373047
2015-05-21,42.78233337402344
2015-05-22,42.430259704589844
2015-05-26,42.16804885864258
2015-05-27,42.43772888183594
2015-05-28,42.64749526977539
2015-05-29,42.227989196777344
2015-06-01,42.43772888183594
2015-06-02,42.617523193359375
2015-06-03,42.67745590209961
2015-06-04,41.97329330444336
2015-06-05,42.22050094604492
2015-06-08,42.05568313598633
2015-06-09,42.1306037902832
2015-06-10,42.445228576660156
2015-06-11,42.69244384765625
2015-06-12,42.280426025390625
2015-06-15,41.905860900878906
2015-06-16,42.37031936645508
2015-06-17,42.32538604736328
2015-06-18,42.98460006713867
2015-06-19,42.72990798950195
2015-06-22,43.03704833984375
2015-06-23,42.580078125
2015-06-24,42.19053268432617
2015-06-25,41.96579360961914
2015-06-26,42.430259704589844
2015-06-29,41.53879165649414
2015-06-30,41.57624816894531
2015-07-01,41.81596755981445
2015-07-02,41.56126022338867
2015-07-06,41.074344635009766
2015-07-07,41.748558044433594
2015-07-08,41.12677764892578
2015-07-09,41.553775787353516
2015-07-10,42.07815933227539
2015-07-13,42.467689514160156
2015-07-14,42.61003112792969
2015-07-15,42.250465393066406
2015-07-16,43.36663818359375
2015-07-17,42.737396240234375
2015-07-20,42.66996765136719
2015-07-21,41.950801849365234
2015-07-22,42.26543426513672
2015-07-23,42.03321075439453
2015-07-24,39.36634063720703
2015-07-27,39.38132095336914
2015-07-28,39.12662887573242
2015-07-29,39.95066452026367
2015-07-30,40.355186462402344
2015-07-31,41.22416687011719
2015-08-03,41.56876754760742
2015-08-04,41.44140625
2015-08-05,41.980777740478516
2015-08-06,41.741065979003906
2015-08-07,41.81596755981445
2015-08-10,42.5201416015625
2015-08-11,42.65498733520508
2015-08-12,42.310386657714844
2015-08-13,42.37031936645508
2015-08-14,42.864742279052734
2015-08-17,43.38163757324219
2015-08-18,43.10445785522461
2015-08-19,42.917171478271484
2015-08-20,41.830955505371094
2015-08-21,40.605491638183594
2015-08-24,38.50040054321289
2015-08-25,37.90647506713867
2015-08-26,38.928951263427734
2015-08-27,39.45521545410156
2015-08-28,38.67333221435547
2015-08-31,38.365089416503906
2015-09-01,37.52304458618164
2015-09-02,38.62070846557617
2015-09-03,38.82370376586914
2015-09-04,38.049320220947266
2015-09-08,38.61318588256836
2015-09-09,38.492897033691406
2015-09-10,38.5455207824707
2015-09-11,38.740989685058594
2015-09-14,38.52296829223633
2015-09-15,39.274784088134766
2015-09-16,39.44771194458008
2015-09-17,39.17704391479492
2015-09-18,38.267356872558594
2015-09-21,38.5455207824707
2015-09-22,38.192169189453125
2015-09-23,38.45531463623047
2015-09-24,37.83882141113281
2015-09-25,38.049320220947266
2015-09-28,37.44035720825195
2015-09-29,37.41780471801758
2015-09-30,38.462833404541016
2015-10-01,38.35005569458008
2015-10-02,37.84633255004883
2015-10-05,38.75603485107422
2015-10-06,38.28239440917969
2015-10-07,38.868797302246094
2015-10-08,39.59054183959961
2015-10-09,39.725860595703125
2015-10-12,40.04914855957031
2015-10-13,39.567996978759766
2015-10-14,39.34996032714844
2015-10-15,39.83864974975586
2015-10-16,39.98900604248047
2015-10-19,39.7860107421875
2015-10-20,40.09425735473633
2015-10-21,39.387542724609375
2015-10-22,37.590721130371094
2015-10-23,38.312461853027344
2015-10-26,38.492897033691406
2015-10-27,38.267356872558594
2015-10-28,38.87632751464844
2015-10-29,39.207115173339844
2015-10-30,39.59054183959961
2015-11-02,40.462646484375
2015-11-03,40.08674240112305
2015-11-04,39.650691986083984
2015-11-05,39.25223159790039
2015-11-06,39.695796966552734
2015-11-09,39.54543685913086
2015-11-10,39.244712829589844
2015-11-11,39.37251663208008
2015-11-12,38.59814453125
2015-11-13,38.20719528198242
2015-11-16,38.37260055541992
2015-11-17,37.9967041015625
2015-11-18,38.35005569458008
2015-11-19,38.13202667236328
2015-11-20,38.41770553588867
2015-11-23,38.4177131652832
2015-11-24,38.402618408203125
2015-11-25,38.53093338012695
2015-11-27,38.5837516784668
2015-11-30,38.62903594970703
2015-12-01,39.270606994628906
2015-12-02,38.742279052734375
2015-12-03,37.52709197998047
2015-12-04,37.97239685058594
2015-12-07,37.82144546508789
2015-12-08,37.55727767944336
2015-12-09,36.04773712158203
2015-12-10,35.8741455078125
2015-12-11,35.134456634521484
2015-12-14,34.711795806884766
2015-12-15,35.119380950927734
2015-12-16,35.25523376464844
2015-12-17,34.57593536376953
2015-12-18,33.92683792114258
2015-12-21,34.34950637817383
2015-12-22,34.764644622802734
2015-12-23,35.39109802246094
2015-12-24,35.58732986450195
2015-12-28,35.76093292236328
2015-12-29,36.138309478759766
2015-12-30,35.8665885925293
2015-12-31,35.57978439331055
