Date,DLTR
2015-01-02,70.3499984741211
2015-01-05,69.62000274658203
2015-01-06,68.66999816894531
2015-01-07,70.83000183105469
2015-01-08,71.11000061035156
2015-01-09,69.45999908447266
2015-01-12,69.43000030517578
2015-01-13,68.0
2015-01-14,67.37000274658203
2015-01-15,66.41000366210938
2015-01-16,66.70999908447266
2015-01-20,67.25
2015-01-21,67.80999755859375
2015-01-22,70.25
2015-01-23,72.06999969482422
2015-01-26,70.36000061035156
2015-01-27,71.30999755859375
2015-01-28,69.95999908447266
2015-01-29,70.18000030517578
2015-01-30,71.0999984741211
2015-02-02,72.2300033569336
2015-02-03,74.38999938964844
2015-02-04,75.0
2015-02-05,75.91999816894531
2015-02-06,75.06999969482422
2015-02-09,74.9000015258789
2015-02-10,75.70999908447266
2015-02-11,76.66000366210938
2015-02-12,75.8499984741211
2015-02-13,76.81999969482422
2015-02-17,76.7300033569336
2015-02-18,77.0199966430664
2015-02-19,76.69999694824219
2015-02-20,77.69000244140625
2015-02-23,77.80000305175781
2015-02-24,77.47000122070312
2015-02-25,79.16000366210938
2015-02-26,79.04000091552734
2015-02-27,79.68000030517578
2015-03-02,79.91999816894531
2015-03-03,79.16000366210938
2015-03-04,78.83999633789062
2015-03-05,79.43000030517578
2015-03-06,79.61000061035156
2015-03-09,79.69999694824219
2015-03-10,79.61000061035156
2015-03-11,78.83000183105469
2015-03-12,80.88999938964844
2015-03-13,81.91000366210938
2015-03-16,83.70999908447266
2015-03-17,83.31999969482422
2015-03-18,83.69999694824219
2015-03-19,83.41000366210938
2015-03-20,83.80999755859375
2015-03-23,83.05000305175781
2015-03-24,82.83000183105469
2015-03-25,81.16999816894531
2015-03-26,81.0199966430664
2015-03-27,81.72000122070312
2015-03-30,81.80999755859375
2015-03-31,81.1500015258789
2015-04-01,81.30000305175781
2015-04-02,81.12000274658203
2015-04-06,80.9800033569336
2015-04-07,80.58000183105469
2015-04-08,83.52999877929688
2015-04-09,82.75
2015-04-10,82.87000274658203
2015-04-13,81.81999969482422
2015-04-14,81.05000305175781
2015-04-15,81.20999908447266
2015-04-16,81.02999877929688
2015-04-17,79.13999938964844
2015-04-20,79.70999908447266
2015-04-21,80.77999877929688
2015-04-22,80.56999969482422
2015-04-23,81.01000213623047
2015-04-24,81.13999938964844
2015-04-27,80.41999816894531
2015-04-28,79.97000122070312
2015-04-29,77.47000122070312
2015-04-30,76.41000366210938
2015-05-01,77.7300033569336
2015-05-04,77.30999755859375
2015-05-05,76.33999633789062
2015-05-06,77.1500015258789
2015-05-07,78.01000213623047
2015-05-08,79.18000030517578
2015-05-11,78.9800033569336
2015-05-12,79.20999908447266
2015-05-13,77.8499984741211
2015-05-14,76.97000122070312
2015-05-15,78.37000274658203
2015-05-18,78.41999816894531
2015-05-19,77.55000305175781
2015-05-20,76.26000213623047
2015-05-21,78.68000030517578
2015-05-22,77.18000030517578
2015-05-26,75.5
2015-05-27,76.33999633789062
2015-05-28,76.19000244140625
2015-05-29,74.98999786376953
2015-06-01,76.9800033569336
2015-06-02,77.69000244140625
2015-06-03,79.08000183105469
2015-06-04,78.83000183105469
2015-06-05,77.63999938964844
2015-06-08,77.11000061035156
2015-06-09,77.08999633789062
2015-06-10,78.2300033569336
2015-06-11,78.62999725341797
2015-06-12,78.7699966430664
2015-06-15,77.91000366210938
2015-06-16,78.55000305175781
2015-06-17,79.72000122070312
2015-06-18,80.30999755859375
2015-06-19,79.55999755859375
2015-06-22,80.63999938964844
2015-06-23,80.37000274658203
2015-06-24,80.56999969482422
2015-06-25,80.45999908447266
2015-06-26,81.66000366210938
2015-06-29,79.3499984741211
2015-06-30,78.98999786376953
2015-07-01,80.11000061035156
2015-07-02,79.80999755859375
2015-07-06,80.08000183105469
2015-07-07,80.33999633789062
2015-07-08,79.22000122070312
2015-07-09,78.9800033569336
2015-07-10,80.47000122070312
2015-07-13,82.11000061035156
2015-07-14,82.4000015258789
2015-07-15,81.80000305175781
2015-07-16,82.18000030517578
2015-07-17,81.66999816894531
2015-07-20,81.54000091552734
2015-07-21,79.81999969482422
2015-07-22,79.20999908447266
2015-07-23,78.23999786376953
2015-07-24,78.52999877929688
2015-07-27,77.73999786376953
2015-07-28,78.13999938964844
2015-07-29,77.58999633789062
2015-07-30,77.58999633789062
2015-07-31,78.02999877929688
2015-08-03,77.66000366210938
2015-08-04,77.80000305175781
2015-08-05,78.58000183105469
2015-08-06,77.5999984741211
2015-08-07,77.26000213623047
2015-08-10,78.11000061035156
2015-08-11,77.69000244140625
2015-08-12,77.31999969482422
2015-08-13,77.33000183105469
2015-08-14,77.77999877929688
2015-08-17,78.4800033569336
2015-08-18,79.37000274658203
2015-08-19,80.91999816894531
2015-08-20,80.37999725341797
2015-08-21,76.3499984741211
2015-08-24,73.70999908447266
2015-08-25,73.16000366210938
2015-08-26,77.33999633789062
2015-08-27,76.79000091552734
2015-08-28,76.7300033569336
2015-08-31,76.26000213623047
2015-09-01,69.6500015258789
2015-09-02,67.58999633789062
2015-09-03,67.0
2015-09-04,68.08999633789062
2015-09-08,68.79000091552734
2015-09-09,67.94000244140625
2015-09-10,66.05999755859375
2015-09-11,66.45999908447266
2015-09-14,65.33999633789062
2015-09-15,66.23999786376953
2015-09-16,67.70999908447266
2015-09-17,67.83000183105469
2015-09-18,66.6500015258789
2015-09-21,67.8499984741211
2015-09-22,69.18000030517578
2015-09-23,69.88999938964844
2015-09-24,69.25
2015-09-25,70.11000061035156
2015-09-28,68.69999694824219
2015-09-29,66.23999786376953
2015-09-30,66.66000366210938
2015-10-01,67.44000244140625
2015-10-02,66.94999694824219
2015-10-05,68.12000274658203
2015-10-06,65.19000244140625
2015-10-07,62.900001525878906
2015-10-08,62.08000183105469
2015-10-09,63.36000061035156
2015-10-12,63.04999923706055
2015-10-13,63.459999084472656
2015-10-14,61.380001068115234
2015-10-15,62.79999923706055
2015-10-16,63.459999084472656
2015-10-19,63.83000183105469
2015-10-20,64.12000274658203
2015-10-21,64.27999877929688
2015-10-22,64.80000305175781
2015-10-23,62.529998779296875
2015-10-26,63.68000030517578
2015-10-27,63.02000045776367
2015-10-28,63.959999084472656
2015-10-29,64.86000061035156
2015-10-30,65.48999786376953
2015-11-02,66.22000122070312
2015-11-03,67.55000305175781
2015-11-04,67.16000366210938
2015-11-05,67.70999908447266
2015-11-06,67.97000122070312
2015-11-09,67.61000061035156
2015-11-10,67.8499984741211
2015-11-11,66.5
2015-11-12,66.56999969482422
2015-11-13,62.209999084472656
2015-11-16,62.790000915527344
2015-11-17,64.2300033569336
2015-11-18,66.62999725341797
2015-11-19,67.16000366210938
2015-11-20,68.41999816894531
2015-11-23,69.55000305175781
2015-11-24,74.16000366210938
2015-11-25,74.93000030517578
2015-11-27,75.08000183105469
2015-11-30,75.45999908447266
2015-12-01,75.97000122070312
2015-12-02,76.04000091552734
2015-12-03,74.08999633789062
2015-12-04,77.23999786376953
2015-12-07,78.44999694824219
2015-12-08,79.4800033569336
2015-12-09,78.44999694824219
2015-12-10,77.80999755859375
2015-12-11,76.44999694824219
2015-12-14,77.70999908447266
2015-12-15,77.33999633789062
2015-12-16,78.86000061035156
2015-12-17,76.58000183105469
2015-12-18,76.08999633789062
2015-12-21,76.9000015258789
2015-12-22,77.86000061035156
2015-12-23,77.04000091552734
2015-12-24,76.68000030517578
2015-12-28,77.23999786376953
2015-12-29,78.0199966430664
2015-12-30,77.62000274658203
2015-12-31,77.22000122070312
