Date,CMS
2015-05-05,23.979337692260742
2015-05-06,23.87135124206543
2015-05-07,23.878559112548828
2015-05-08,24.231298446655273
2015-05-11,24.08732032775879
2015-05-12,23.907346725463867
2015-05-13,23.583398818969727
2015-05-14,24.008132934570312
2015-05-15,24.317686080932617
2015-05-18,24.461668014526367
2015-05-19,24.58404541015625
2015-05-20,24.576833724975586
2015-05-21,24.627227783203125
2015-05-22,24.60563850402832
2015-05-26,24.411272048950195
2015-05-27,24.483253479003906
2015-05-28,24.562442779541016
2015-05-29,24.576833724975586
2015-06-01,24.555248260498047
2015-06-02,23.986539840698242
2015-06-03,23.504220962524414
2015-06-04,23.389026641845703
2015-06-05,22.877914428710938
2015-06-08,22.82032012939453
2015-06-09,22.885112762451172
2015-06-10,23.12267303466797
2015-06-11,23.46822166442871
2015-06-12,23.245059967041016
2015-06-15,22.985897064208984
2015-06-16,23.00749397277832
2015-06-17,23.28825569152832
2015-06-18,23.612199783325195
2015-06-19,23.396236419677734
2015-06-22,23.353036880493164
2015-06-23,23.014690399169922
2015-06-24,22.76993179321289
2015-06-25,22.597158432006836
2015-06-26,22.89951515197754
2015-06-29,22.741138458251953
2015-06-30,22.92110824584961
2015-07-01,23.173063278198242
2015-07-02,23.576202392578125
2015-07-06,23.698579788208008
2015-07-07,24.461668014526367
2015-07-08,24.303281784057617
2015-07-09,24.12331771850586
2015-07-10,24.274492263793945
2015-07-13,24.34647560119629
2015-07-14,24.303281784057617
2015-07-15,24.360872268676758
2015-07-16,24.713621139526367
2015-07-17,24.224103927612305
2015-07-20,24.01533317565918
2015-07-21,23.799362182617188
2015-07-22,23.835359573364258
2015-07-23,23.54021453857422
2015-07-24,23.734577178955078
2015-07-27,23.95773696899414
2015-07-28,24.13770866394043
2015-07-29,24.231298446655273
2015-07-30,24.418460845947266
2015-07-31,24.66322898864746
2015-08-03,24.7208194732666
2015-08-04,24.425661087036133
2015-08-05,24.476491928100586
2015-08-06,24.679800033569336
2015-08-07,24.83953285217285
2015-08-10,24.854055404663086
2015-08-11,25.20258140563965
2015-08-12,25.53658103942871
2015-08-13,25.55110740661621
2015-08-14,25.630977630615234
2015-08-17,25.834291458129883
2015-08-18,25.943195343017578
2015-08-19,26.008544921875
2015-08-20,25.885099411010742
2015-08-21,25.819765090942383
2015-08-24,24.81049346923828
2015-08-25,23.76491928100586
2015-08-26,24.091663360595703
2015-08-27,24.512788772583008
2015-08-28,24.30223274230957
2015-08-31,23.80123519897461
2015-09-01,23.3074893951416
2015-09-02,23.409137725830078
2015-09-03,23.590656280517578
2015-09-04,23.39462661743164
2015-09-08,23.6995792388916
2015-09-09,23.40187644958496
2015-09-10,23.416400909423828
2015-09-11,23.721357345581055
2015-09-14,23.728622436523438
2015-09-15,23.888355255126953
2015-09-16,24.12796401977539
2015-09-17,24.534578323364258
2015-09-18,24.4547119140625
2015-09-21,24.585405349731445
2015-09-22,24.37483787536621
2015-09-23,24.512788772583008
2015-09-24,24.8468017578125
2015-09-25,25.108198165893555
2015-09-28,25.0428466796875
2015-09-29,25.05010414123535
2015-09-30,25.64549446105957
2015-10-01,25.362319946289062
2015-10-02,25.85606575012207
2015-10-05,25.950454711914062
2015-10-06,25.899629592895508
2015-10-07,25.703590393066406
2015-10-08,26.073890686035156
2015-10-09,25.863323211669922
2015-10-12,26.059371948242188
2015-10-13,25.957712173461914
2015-10-14,25.84880256652832
2015-10-15,26.31349754333496
2015-10-16,26.422407150268555
2015-10-19,26.567626953125
2015-10-20,26.712846755981445
2015-10-21,26.62571907043457
2015-10-22,26.9887638092041
2015-10-23,26.676542282104492
2015-10-26,26.734634399414062
2015-10-27,26.524063110351562
2015-10-28,26.320762634277344
2015-10-29,25.957712173461914
2015-10-30,26.190065383911133
2015-11-02,26.102930068969727
2015-11-03,26.31349754333496
2015-11-04,26.203716278076172
2015-11-05,26.225664138793945
2015-11-06,25.061874389648438
2015-11-09,25.178985595703125
2015-11-10,25.610836029052734
2015-11-11,25.867008209228516
2015-11-12,25.48639678955078
2015-11-13,25.340009689331055
2015-11-16,26.02804946899414
2015-11-17,25.625465393066406
2015-11-18,25.867008209228516
2015-11-19,25.94020652770996
2015-11-20,26.08660316467285
2015-11-23,25.815776824951172
2015-11-24,25.632783889770508
2015-11-25,25.47907829284668
2015-11-27,25.74258041381836
2015-11-30,25.632783889770508
2015-12-01,25.903615951538086
2015-12-02,25.464445114135742
2015-12-03,25.061874389648438
2015-12-04,25.603513717651367
2015-12-07,25.984127044677734
2015-12-08,25.896291732788086
2015-12-09,25.808460235595703
2015-12-10,25.52299690246582
2015-12-11,25.51568603515625
2015-12-14,25.640100479125977
2015-12-15,25.779178619384766
2015-12-16,26.518444061279297
2015-12-17,26.49648666381836
2015-12-18,26.064632415771484
2015-12-21,26.049999237060547
2015-12-22,26.12319564819336
2015-12-23,26.423295974731445
2015-12-24,26.357418060302734
2015-12-28,26.650190353393555
2015-12-29,26.76730728149414
2015-12-30,26.847814559936523
2015-12-31,26.40865135192871
