Date,NTRS
2015-01-02,50.22038269042969
2015-01-05,48.376625061035156
2015-01-06,47.01610565185547
2015-01-07,47.774436950683594
2015-01-08,48.51788330078125
2015-01-09,47.662899017333984
2015-01-12,47.09043884277344
2015-01-13,47.17965316772461
2015-01-14,46.280067443847656
2015-01-15,45.93808364868164
2015-01-16,46.317256927490234
2015-01-20,46.42133712768555
2015-01-21,49.305931091308594
2015-01-22,50.554935455322266
2015-01-23,49.72227478027344
2015-01-26,50.264991760253906
2015-01-27,49.29849624633789
2015-01-28,48.20562744140625
2015-01-29,49.37284851074219
2015-01-30,48.607086181640625
2015-02-02,49.52153778076172
2015-02-03,50.65902328491211
2015-02-04,50.36907958984375
2015-02-05,50.93410873413086
2015-02-06,51.75191116333008
2015-02-09,51.25381088256836
2015-02-10,51.96751022338867
2015-02-11,52.47304916381836
2015-02-12,52.4804801940918
2015-02-13,52.1013298034668
2015-02-17,52.19798278808594
2015-02-18,51.43223190307617
2015-02-19,51.76679611206055
2015-02-20,52.1013298034668
2015-02-23,52.14594268798828
2015-02-24,52.85222625732422
2015-02-25,52.8670768737793
2015-02-26,52.17568588256836
2015-02-27,51.91547393798828
2015-03-02,52.421016693115234
2015-03-03,52.16824722290039
2015-03-04,51.817169189453125
2015-03-05,51.89932632446289
2015-03-06,52.55666732788086
2015-03-09,52.668704986572266
2015-03-10,51.82462692260742
2015-03-11,52.153297424316406
2015-03-12,52.96004867553711
2015-03-13,52.937625885009766
2015-03-16,53.68457794189453
2015-03-17,53.84891128540039
2015-03-18,53.26628875732422
2015-03-19,52.98242950439453
2015-03-20,53.29616928100586
2015-03-23,52.82556915283203
2015-03-24,52.01136779785156
2015-03-25,51.42873001098633
2015-03-26,52.003910064697266
2015-03-27,51.78728485107422
2015-03-30,52.2354621887207
2015-03-31,52.02631759643555
2015-04-01,52.32510757446289
2015-04-02,52.810646057128906
2015-04-06,52.61643981933594
2015-04-07,53.03472137451172
2015-04-08,53.169158935546875
2015-04-09,53.191585540771484
2015-04-10,52.93014144897461
2015-04-13,53.37834548950195
2015-04-14,53.28870391845703
2015-04-15,53.14678955078125
2015-04-16,53.04221725463867
2015-04-17,52.160770416259766
2015-04-20,52.45954895019531
2015-04-21,53.69953536987305
2015-04-22,55.1635856628418
2015-04-23,55.118751525878906
2015-04-24,54.603355407714844
2015-04-27,54.53614044189453
2015-04-28,54.9320182800293
2015-04-29,55.081398010253906
2015-04-30,54.640724182128906
2015-05-01,55.05154800415039
2015-05-04,55.686458587646484
2015-05-05,55.693931579589844
2015-05-06,55.44743347167969
2015-05-07,55.75367736816406
2015-05-08,56.209327697753906
2015-05-11,56.05994415283203
2015-05-12,55.75367736816406
2015-05-13,55.820899963378906
2015-05-14,56.03009033203125
2015-05-15,55.813438415527344
2015-05-18,56.545475006103516
2015-05-19,56.8816032409668
2015-05-20,56.88906478881836
2015-05-21,56.791988372802734
2015-05-22,56.440887451171875
2015-05-26,55.8657112121582
2015-05-27,56.403560638427734
2015-05-28,56.50812530517578
2015-05-29,55.686458587646484
2015-06-01,55.46238327026367
2015-06-02,55.574432373046875
2015-06-03,56.37004089355469
2015-06-04,55.74706268310547
2015-06-05,56.482627868652344
2015-06-08,56.7903938293457
2015-06-09,56.95551300048828
2015-06-10,57.991363525390625
2015-06-11,58.1715087890625
2015-06-12,58.239044189453125
2015-06-15,57.97634506225586
2015-06-16,58.043880462646484
2015-06-17,57.70612335205078
2015-06-18,58.32160186767578
2015-06-19,58.21653747558594
2015-06-22,58.70443344116211
2015-06-23,58.8470458984375
2015-06-24,58.3291130065918
2015-06-25,58.31410217285156
2015-06-26,59.027191162109375
2015-06-29,57.25578689575195
2015-06-30,57.39086151123047
2015-07-01,57.7586669921875
2015-07-02,57.55599594116211
2015-07-06,57.03810119628906
2015-07-07,56.947998046875
2015-07-08,55.5819091796875
2015-07-09,56.099822998046875
