date,ABC
2015-11-27,95.643588637915
2015-11-30,95.3054205803
2015-12-01,96.136347807582
2015-12-02,95.508321414869
2015-12-03,95.373054191823
2015-12-04,96.513163643209
2015-12-07,96.600121143739
2015-12-08,97.073556424399
2015-12-09,97.266795314465
2015-12-10,98.503524210884
2015-12-11,98.629129489427
2015-12-14,99.063916992074
2015-12-15,98.252313653799
2015-12-16,98.155694208766
2015-12-17,98.880340046512
2015-12-18,98.435890599361
2015-12-21,99.411746994192
2015-12-22,99.67261949578
2015-12-23,100.42625116704
2015-12-24,100.43591311154
2015-12-28,100.66779977962
2015-12-29,101.22819256081
2015-12-30,101.46974117339
2015-12-31,100.20402644346
