Date,MCK
2015-01-02,190.57273864746094
2015-01-05,192.1362762451172
2015-01-06,191.69483947753906
2015-01-07,197.51690673828125
2015-01-08,199.77035522460938
2015-01-09,199.28277587890625
2015-01-12,197.43408203125
2015-01-13,197.42489624023438
2015-01-14,196.3947296142578
2015-01-15,194.3437042236328
2015-01-16,196.80862426757812
2015-01-20,197.62716674804688
2015-01-21,197.95835876464844
2015-01-22,201.32464599609375
2015-01-23,200.20252990722656
2015-01-26,201.37062072753906
2015-01-27,200.23928833007812
2015-01-28,200.45086669921875
2015-01-29,201.9132843017578
2015-01-30,195.5853729248047
2015-02-02,197.5904083251953
2015-02-03,196.02685546875
2015-02-04,193.9206085205078
2015-02-05,198.53775024414062
2015-02-06,204.8840789794922
2015-02-09,200.7451934814453
2015-02-10,204.59896850585938
2015-02-11,205.77621459960938
2015-02-12,206.7327880859375
2015-02-13,206.84312438964844
2015-02-17,207.91004943847656
2015-02-18,207.53292846679688
2015-02-19,207.26620483398438
2015-02-20,210.7705078125
2015-02-23,211.37753295898438
2015-02-24,211.72702026367188
2015-02-25,211.17514038085938
2015-02-26,211.2672119140625
2015-02-27,210.56748962402344
2015-03-02,210.1255645751953
2015-03-03,209.6376190185547
2015-03-04,209.61917114257812
2015-03-05,211.02784729003906
2015-03-06,206.7926025390625
2015-03-09,207.48309326171875
2015-03-10,203.3399200439453
2015-03-11,204.56446838378906
2015-03-12,207.23451232910156
2015-03-13,206.82936096191406
2015-03-16,211.34088134765625
2015-03-17,210.10711669921875
2015-03-18,210.78843688964844
2015-03-19,207.8513946533203
2015-03-20,211.70921325683594
2015-03-23,212.00379943847656
2015-03-24,210.2913360595703
2015-03-25,207.6396484375
2015-03-26,208.12759399414062
2015-03-27,208.18284606933594
2015-03-30,210.97259521484375
2015-03-31,208.2656707763672
2015-04-01,205.05247497558594
2015-04-02,205.79820251464844
2015-04-06,206.63609313964844
2015-04-07,204.25137329101562
2015-04-08,204.8498992919922
2015-04-09,205.57725524902344
2015-04-10,206.5531768798828
2015-04-13,206.2125244140625
2015-04-14,208.09080505371094
2015-04-15,207.76853942871094
2015-04-16,208.6063995361328
2015-04-17,209.95065307617188
2015-04-20,211.05543518066406
2015-04-21,212.95217895507812
2015-04-22,212.93374633789062
2015-04-23,210.9450225830078
2015-04-24,211.02784729003906
2015-04-27,209.15882873535156
2015-04-28,210.4017791748047
2015-04-29,207.52911376953125
2015-04-30,205.6876983642578
2015-05-01,207.10557556152344
2015-05-04,207.989501953125
2015-05-05,205.116943359375
2015-05-06,205.22735595703125
2015-05-07,206.07440185546875
2015-05-08,210.91734313964844
2015-05-11,210.42018127441406
2015-05-12,211.35012817382812
2015-05-13,213.9557342529297
2015-05-14,220.49281311035156
2015-05-15,220.9071807861328
2015-05-18,223.5035400390625
2015-05-19,223.36546325683594
2015-05-20,222.62887573242188
2015-05-21,220.4559783935547
2015-05-22,221.5332794189453
2015-05-26,219.001220703125
2015-05-27,220.23500061035156
2015-05-28,218.98287963867188
2015-05-29,218.42120361328125
2015-06-01,219.37872314453125
2015-06-02,217.85955810546875
2015-06-03,218.2278594970703
2015-06-04,216.32928466796875
2015-06-05,217.0020751953125
2015-06-08,215.13108825683594
2015-06-09,215.66566467285156
2015-06-10,217.46290588378906
2015-06-11,218.99282836914062
2015-06-12,216.69790649414062
2015-06-15,215.45370483398438
2015-06-16,216.0712127685547
2015-06-17,215.44447326660156
2015-06-18,217.54586791992188
