Date,CSCO
2015-01-02,19.60391616821289
2015-01-05,19.213394165039062
2015-01-06,19.206295013427734
2015-01-07,19.383800506591797
2015-01-08,19.532907485961914
2015-01-09,19.731718063354492
2015-01-12,19.916324615478516
2015-01-13,19.951826095581055
2015-01-14,19.82402229309082
2015-01-15,19.461902618408203
2015-01-16,19.653614044189453
2015-01-20,19.930526733398438
2015-01-21,19.767221450805664
2015-01-22,20.23583984375
2015-01-23,20.029932022094727
2015-01-26,19.85951805114746
2015-01-27,19.09979248046875
2015-01-28,19.035888671875
2015-01-29,19.32700538635254
2015-01-30,18.723472595214844
2015-02-02,19.050094604492188
2015-02-03,19.25600242614746
2015-02-04,18.95068359375
2015-02-05,19.35540199279785
2015-02-06,19.34119987487793
2015-02-09,19.25600242614746
2015-02-10,19.51871109008789
2015-02-11,19.121091842651367
2015-02-12,20.91746711730957
2015-02-13,20.89616584777832
2015-02-17,20.81096076965332
2015-02-18,20.938770294189453
2015-02-19,20.81096076965332
2015-02-20,21.023971557617188
2015-02-23,21.038169860839844
2015-02-24,21.038169860839844
2015-02-25,20.938770294189453
2015-02-26,21.236974716186523
2015-02-27,20.952966690063477
2015-03-02,21.435789108276367
2015-03-03,20.97426986694336
2015-03-04,20.825159072875977
2015-03-05,20.803865432739258
2015-03-06,20.54115104675293
2015-03-09,20.84646987915039
2015-03-10,20.349437713623047
2015-03-11,20.065431594848633
2015-03-12,20.051225662231445
2015-03-13,19.83823013305664
2015-03-16,20.09382438659668
2015-03-17,19.98732566833496
2015-03-18,19.98732566833496
2015-03-19,20.065431594848633
2015-03-20,20.1932430267334
2015-03-23,20.171939849853516
2015-03-24,19.880826950073242
2015-03-25,19.497407913208008
2015-03-26,19.234703063964844
2015-03-27,19.26309585571289
2015-03-30,19.632314682006836
2015-03-31,19.696706771850586
2015-04-01,19.49637222290039
2015-04-02,19.4105224609375
2015-04-06,19.474910736083984
2015-04-07,19.596538543701172
2015-04-08,19.71101951599121
2015-04-09,19.768251419067383
2015-04-10,20.061594009399414
2015-04-13,20.018661499023438
2015-04-14,19.897037506103516
2015-04-15,20.211841583251953
2015-04-16,20.462251663208008
2015-04-17,19.97573471069336
