Date,NSC
2015-01-02,84.8774642944336
2015-01-05,82.73126220703125
2015-01-06,80.09510040283203
2015-01-07,80.09510040283203
2015-01-08,80.86494445800781
2015-01-09,80.22730255126953
2015-01-12,79.29415130615234
2015-01-13,78.9208755493164
2015-01-14,78.59428405761719
2015-01-15,79.19303131103516
2015-01-16,80.54612731933594
2015-01-20,80.44501495361328
2015-01-21,81.1448974609375
2015-01-22,82.49795532226562
2015-01-23,81.47926330566406
2015-01-26,82.51351165771484
2015-01-27,81.02046203613281
2015-01-28,80.09510040283203
2015-01-29,80.70944213867188
2015-01-30,79.29415130615234
2015-02-02,80.89602661132812
2015-02-03,83.4155502319336
2015-02-04,83.15753173828125
2015-02-05,84.33039855957031
2015-02-06,84.28349304199219
2015-02-09,84.43984985351562
2015-02-10,84.91682434082031
2015-02-11,85.31563568115234
2015-02-12,86.07408905029297
2015-02-13,85.9411392211914
2015-02-17,86.53544616699219
2015-02-18,86.95764923095703
2015-02-19,87.25479125976562
2015-02-20,87.3642807006836
2015-02-23,86.73870086669922
2015-02-24,86.69178771972656
2015-02-25,86.66834259033203
2015-02-26,85.97245025634766
2015-02-27,85.35472869873047
2015-03-02,86.2070083618164
2015-03-03,84.73699188232422
2015-03-04,85.18269348144531
2015-03-05,85.35472869873047
2015-03-06,84.61186218261719
2015-03-09,85.25306701660156
2015-03-10,84.11927032470703
2015-03-11,84.61972045898438
2015-03-12,85.40946197509766
2015-03-13,84.95594787597656
2015-03-16,86.4650650024414
2015-03-17,85.91768646240234
2015-03-18,86.89510345458984
2015-03-19,86.25393676757812
2015-03-20,86.34777069091797
2015-03-23,83.32170104980469
2015-03-24,82.93856811523438
2015-03-25,81.35911560058594
2015-03-26,81.24962615966797
2015-03-27,81.02288055419922
2015-03-30,81.31997680664062
2015-03-31,80.47553253173828
2015-04-01,80.50679779052734
2015-04-02,81.43728637695312
2015-04-06,81.65621185302734
2015-04-07,81.67970275878906
2015-04-08,81.5701904296875
2015-04-09,82.70399475097656
2015-04-10,83.15753173828125
2015-04-13,82.00028228759766
2015-04-14,78.575439453125
2015-04-15,78.77091979980469
2015-04-16,78.40342712402344
2015-04-17,78.70056915283203
2015-04-20,80.56935119628906
2015-04-21,80.07675170898438
2015-04-22,82.07848358154297
2015-04-23,83.04805755615234
2015-04-24,82.32867431640625
2015-04-27,81.71096801757812
2015-04-28,81.60932922363281
2015-04-29,81.13746643066406
2015-04-30,79.30526733398438
2015-05-01,81.16107940673828
2015-05-04,81.61717224121094
2015-05-05,79.10078430175781
2015-05-06,79.18779754638672
2015-05-07,79.87599182128906
2015-05-08,79.59912872314453
2015-05-11,79.22734069824219
2015-05-12,78.3414306640625
2015-05-13,77.29729461669922
2015-05-14,76.4983901977539
2015-05-15,77.17072296142578
2015-05-18,77.49507904052734
2015-05-19,76.9492416381836
2015-05-20,75.98421478271484
2015-05-21,76.81477355957031
2015-05-22,75.56501770019531
2015-05-26,74.80561828613281
2015-05-27,75.01127624511719
2015-05-28,74.12535858154297
2015-05-29,72.772705078125
2015-06-01,73.37393188476562
2015-06-02,73.32643127441406
2015-06-03,73.1682357788086
2015-06-04,72.74107360839844
2015-06-05,73.17617797851562
2015-06-08,72.0291748046875
2015-06-09,71.53876495361328
2015-06-10,71.61785125732422
2015-06-11,73.19197082519531
2015-06-12,72.53544616699219
2015-06-15,72.26648712158203
2015-06-16,72.26648712158203
2015-06-17,72.53544616699219
2015-06-18,73.5321044921875
2015-06-19,73.02584838867188
2015-06-22,73.41342163085938
2015-06-23,73.0179214477539
2015-06-24,71.21442413330078
2015-06-25,70.20986938476562
2015-06-26,70.29686737060547
2015-06-29,68.80186462402344
2015-06-30,69.10243225097656
2015-07-01,69.68780517578125
2015-07-02,69.47421264648438
2015-07-06,68.77021789550781
2015-07-07,69.46630096435547
2015-07-08,67.55207824707031
2015-07-09,67.72611236572266
2015-07-10,68.30352020263672
2015-07-13,68.39053344726562
2015-07-14,68.59620666503906
2015-07-15,68.78604125976562
2015-07-16,67.71026611328125
2015-07-17,67.9792251586914
2015-07-20,68.0978775024414
2015-07-21,67.96338653564453
2015-07-22,67.5283432006836
2015-07-23,66.03335571289062
2015-07-24,65.62202453613281
2015-07-27,65.4954605102539
2015-07-28,67.17237854003906
2015-07-29,68.00292205810547
2015-07-30,67.86847686767578
2015-07-31,66.70570373535156
2015-08-03,65.66157531738281
2015-08-04,65.79601287841797
2015-08-05,65.78807067871094
2015-08-06,65.00733947753906
2015-08-07,64.61698150634766
2015-08-10,65.81993103027344
2015-08-11,64.51343536376953
2015-08-12,64.80021667480469
2015-08-13,64.5452880859375
2015-08-14,65.1188735961914
2015-08-17,65.44548797607422
2015-08-18,65.60482788085938
2015-08-19,64.92768859863281
2015-08-20,63.69287109375
2015-08-21,62.12342071533203
2015-08-24,59.54226303100586
2015-08-25,57.709964752197266
2015-08-26,59.048336029052734
2015-08-27,62.07563400268555
2015-08-28,63.09536361694336
2015-08-31,62.06769561767578
2015-09-01,60.315032958984375
2015-09-02,60.97627639770508
2015-09-03,61.47019577026367
2015-09-04,60.96828079223633
2015-09-08,62.68907928466797
2015-09-09,62.888240814208984
2015-09-10,62.967918395996094
2015-09-11,63.07145690917969
2015-09-14,62.68907928466797
2015-09-15,64.1469497680664
2015-09-16,65.07906341552734
2015-09-17,64.61698150634766
2015-09-18,62.896202087402344
2015-09-21,63.3901481628418
2015-09-22,61.68526840209961
2015-09-23,60.81691360473633
2015-09-24,60.299102783203125
2015-09-25,60.24333572387695
2015-09-28,59.478546142578125
2015-09-29,59.67768478393555
2015-09-30,60.864715576171875
2015-10-01,61.60562515258789
2015-10-02,62.94401550292969
2015-10-05,63.7167854309082
2015-10-06,63.278602600097656
2015-10-07,64.6886978149414
2015-10-08,66.10675811767578
2015-10-09,66.05097198486328
2015-10-12,64.51343536376953
2015-10-13,63.167049407958984
2015-10-14,62.32261276245117
2015-10-15,63.302494049072266
2015-10-16,62.426177978515625
2015-10-19,61.95614242553711
2015-10-20,62.80856704711914
2015-10-21,62.697052001953125
2015-10-22,64.1469497680664
2015-10-23,64.52935028076172
2015-10-26,63.95576095581055
2015-10-27,61.693260192871094
2015-10-28,65.00733947753906
2015-10-29,64.6010513305664
2015-10-30,63.756591796875
2015-11-02,64.03543853759766
2015-11-03,64.2744140625
2015-11-04,64.48310089111328
2015-11-05,64.32260131835938
2015-11-06,64.09788513183594
2015-11-09,71.12000274658203
2015-11-10,71.0798568725586
2015-11-11,71.336669921875
2015-11-12,71.22429656982422
2015-11-13,71.39286041259766
2015-11-16,70.86317443847656
2015-11-17,69.79580688476562
2015-11-18,74.22576141357422
2015-11-19,77.72480010986328
2015-11-20,78.29457092285156
2015-11-23,76.68951416015625
2015-11-24,75.87895965576172
2015-11-25,76.56112670898438
2015-11-27,76.54508209228516
2015-11-30,76.28826904296875
2015-12-01,76.08763885498047
2015-12-02,73.9529037475586
2015-12-03,74.72332763671875
2015-12-04,73.88066864013672
2015-12-07,73.44732666015625
2015-12-08,69.27418518066406
2015-12-09,70.26127624511719
2015-12-10,70.36559295654297
2015-12-11,71.7780532836914
2015-12-14,71.70582580566406
2015-12-15,73.04606628417969
