Date,LLY
2015-01-02,57.38096237182617
2015-01-05,56.815834045410156
2015-01-06,57.10249710083008
2015-01-07,56.7011604309082
2015-01-08,58.04438018798828
2015-01-09,57.27449035644531
2015-01-12,56.856781005859375
2015-01-13,56.824005126953125
2015-01-14,57.13524627685547
2015-01-15,57.118873596191406
2015-01-16,57.888736724853516
2015-01-20,58.99443435668945
2015-01-21,59.16643524169922
2015-01-22,59.346622467041016
2015-01-23,59.076332092285156
2015-01-26,59.05998229980469
2015-01-27,58.74874496459961
2015-01-28,58.126277923583984
2015-01-29,59.05998229980469
2015-01-30,58.969844818115234
2015-02-02,58.715972900390625
2015-02-03,58.06076431274414
2015-02-04,57.512001037597656
2015-02-05,58.486656188964844
2015-02-06,57.62666702270508
2015-02-09,57.012393951416016
2015-02-10,57.741336822509766
2015-02-11,57.70008850097656
2015-02-12,58.17852020263672
2015-02-13,58.2032585144043
2015-02-17,59.028133392333984
2015-02-18,58.5744514465332
2015-02-19,58.66518783569336
2015-02-20,59.292091369628906
2015-02-23,58.64044189453125
2015-02-24,58.48371124267578
2015-02-25,58.03827667236328
2015-02-26,57.76609420776367
2015-02-27,57.881553649902344
2015-03-02,58.66518783569336
2015-03-03,58.04654312133789
2015-03-04,58.27750015258789
2015-03-05,58.22800827026367
2015-03-06,56.42978286743164
2015-03-09,57.3948860168457
2015-03-10,56.734981536865234
2015-03-11,56.471012115478516
2015-03-12,57.37838363647461
2015-03-13,57.650596618652344
2015-03-16,58.62395095825195
2015-03-17,58.43423080444336
2015-03-18,60.66138458251953
2015-03-19,61.22231674194336
2015-03-20,62.78957748413086
2015-03-23,62.98754119873047
2015-03-24,62.327659606933594
2015-03-25,61.337791442871094
2015-03-26,60.57891082763672
2015-03-27,60.69438171386719
2015-03-30,60.93361282348633
2015-03-31,59.92726135253906
2015-04-01,59.00339889526367
2015-04-02,58.76417541503906
2015-04-06,58.821903228759766
2015-04-07,59.143611907958984
2015-04-08,59.51482009887695
2015-04-09,59.68804931640625
2015-04-10,60.9748649597168
2015-04-13,60.64491653442383
2015-04-14,60.59540557861328
2015-04-15,60.80162811279297
2015-04-16,60.6201171875
2015-04-17,59.77877426147461
2015-04-20,59.729286193847656
2015-04-21,59.56431198120117
2015-04-22,59.63853073120117
2015-04-23,59.72104263305664
2015-04-24,59.04464340209961
2015-04-27,58.47547149658203
2015-04-28,58.71467971801758
2015-04-29,59.62202835083008
2015-04-30,59.283878326416016
2015-05-01,60.31496047973633
2015-05-04,60.257205963134766
2015-05-05,59.31684494018555
2015-05-06,59.43234634399414
2015-05-07,59.24260330200195
2015-05-08,60.43042755126953
2015-05-11,60.60367202758789
2015-05-12,59.754024505615234
2015-05-13,60.050994873046875
2015-05-14,60.68222427368164
2015-05-15,60.54934310913086
2015-05-18,60.582550048828125
2015-05-19,61.00613021850586
2015-05-20,60.931396484375
2015-05-21,61.68721389770508
2015-05-22,61.71215057373047
2015-05-26,61.72044372558594
2015-05-27,62.21049499511719
2015-05-28,63.46470260620117
2015-05-29,65.53282928466797
2015-06-01,65.61585998535156
2015-06-02,64.7437744140625
2015-06-03,64.64409637451172
2015-06-04,64.51953887939453
2015-06-05,64.88497924804688
2015-06-08,65.21717834472656
2015-06-09,68.74715423583984
2015-06-10,69.08770751953125
