Date,PHM
2015-01-02,18.470626831054688
2015-01-05,18.2012996673584
2015-01-06,17.98410415649414
2015-01-07,18.870271682739258
2015-01-08,19.452369689941406
2015-01-09,19.66956901550293
2015-01-12,19.7130126953125
2015-01-13,19.22648048400879
2015-01-14,19.31336212158203
2015-01-15,18.270801544189453
2015-01-16,18.739959716796875
2015-01-20,18.07097816467285
2015-01-21,18.253429412841797
2015-01-22,18.183921813964844
2015-01-23,17.975414276123047
2015-01-26,18.42718505859375
2015-01-27,18.209985733032227
2015-01-28,17.879846572875977
2015-01-29,18.9571533203125
2015-01-30,17.888532638549805
2015-02-02,17.862476348876953
2015-02-03,18.32293128967285
2015-02-04,18.75732421875
2015-02-05,18.661758422851562
2015-02-06,19.339420318603516
2015-02-09,19.391555786132812
2015-02-10,19.782512664794922
2015-02-11,19.469749450683594
2015-02-12,19.8693904876709
2015-02-13,19.88676643371582
2015-02-17,19.912830352783203
2015-02-18,19.730379104614258
2015-02-19,19.730379104614258
2015-02-20,19.765138626098633
2015-02-23,19.617435455322266
2015-02-24,20.19085121154785
2015-02-25,19.92151641845703
2015-02-26,19.68694305419922
2015-02-27,19.600059509277344
2015-03-02,19.48712158203125
2015-03-03,18.922401428222656
2015-03-04,19.243844985961914
2015-03-05,19.322052001953125
2015-03-06,18.435871124267578
2015-03-09,18.548818588256836
2015-03-10,18.348243713378906
2015-03-11,18.461612701416016
2015-03-12,18.557546615600586
2015-03-13,18.356962203979492
2015-03-16,18.374401092529297
2015-03-17,18.269756317138672
2015-03-18,18.583698272705078
2015-03-19,18.636028289794922
2015-03-20,18.98484992980957
2015-03-23,18.784273147583008
2015-03-24,19.133102416992188
2015-03-25,18.83660316467285
2015-03-26,18.766826629638672
2015-03-27,19.20286750793457
2015-03-30,19.569133758544922
2015-03-31,19.386001586914062
2015-04-01,19.438323974609375
2015-04-02,19.79587173461914
2015-04-06,19.76970672607422
2015-04-07,19.33367347717285
2015-04-08,19.595294952392578
2015-04-09,19.455759048461914
2015-04-10,19.46449089050293
2015-04-13,19.386001586914062
2015-04-14,19.656339645385742
2015-04-15,19.865631103515625
2015-04-16,19.481929779052734
2015-04-17,19.35111427307129
2015-04-20,19.098217010498047
2015-04-21,19.368553161621094
2015-04-22,18.915081024169922
2015-04-23,17.415130615234375
2015-04-24,17.545944213867188
2015-04-27,17.327924728393555
2015-04-28,17.388975143432617
2015-04-29,17.31920623779297
2015-04-30,16.830842971801758
2015-05-01,17.109907150268555
2015-05-04,16.99654197692871
2015-05-05,16.970380783081055
2015-05-06,16.926769256591797
2015-05-07,17.17967987060547
2015-05-08,17.25816535949707
2015-05-11,17.022701263427734
2015-05-12,17.031423568725586
2015-05-13,16.944223403930664
2015-05-14,17.075027465820312
2015-05-15,17.345367431640625
2015-05-18,17.354087829589844
2015-05-19,17.48489761352539
2015-05-20,17.545944213867188
2015-05-21,17.441295623779297
2015-05-22,17.23200035095215
2015-05-26,16.99654197692871
2015-05-27,16.90061378479004
2015-05-28,16.944223403930664
2015-05-29,16.726200103759766
2015-06-01,16.80469512939453
2015-06-02,16.752365112304688
2015-06-03,16.865737915039062
