Date,WDC
2015-06-09,58.49823760986328
2015-06-10,59.4897346496582
2015-06-11,60.03634262084961
2015-06-12,59.1147575378418
2015-06-15,58.313926696777344
2015-06-16,57.869014739990234
2015-06-17,58.48554229736328
2015-06-18,58.7397575378418
2015-06-19,57.849952697753906
2015-06-22,58.21857833862305
2015-06-23,56.32457733154297
2015-06-24,55.758934020996094
2015-06-25,54.62760543823242
2015-06-26,53.67424392700195
2015-06-29,52.09165573120117
2015-06-30,50.14765548706055
2015-07-01,50.7999153137207
2015-07-02,51.71437072753906
2015-07-06,51.04290771484375
2015-07-07,51.04290771484375
2015-07-08,50.077301025390625
2015-07-09,49.46341323852539
2015-07-10,49.303558349609375
2015-07-13,49.69363021850586
2015-07-14,50.109283447265625
2015-07-15,50.3203125
2015-07-16,50.44820022583008
2015-07-17,50.47378921508789
2015-07-20,50.12207794189453
2015-07-21,50.3203125
2015-07-22,50.21159744262695
2015-07-23,49.81513214111328
2015-07-24,49.405860900878906
2015-07-27,48.9134635925293
2015-07-28,49.71280288696289
2015-07-29,50.35868453979492
2015-07-30,55.276241302490234
2015-07-31,55.033241271972656
2015-08-03,54.89896011352539
2015-08-04,53.9653205871582
2015-08-05,54.157161712646484
2015-08-06,53.83742904663086
2015-08-07,53.40257263183594
2015-08-10,54.3298225402832
2015-08-11,53.19795227050781
2015-08-12,53.17876434326172
2015-08-13,52.162010192871094
2015-08-14,52.7567138671875
2015-08-17,53.46013641357422
2015-08-18,53.27469253540039
2015-08-19,52.251522064208984
2015-08-20,51.02373123168945
2015-08-21,50.7999153137207
2015-08-24,49.18843078613281
2015-08-25,48.06296920776367
2015-08-26,50.281944274902344
2015-08-27,52.05970001220703
2015-08-28,51.976558685302734
2015-08-31,52.411399841308594
2015-09-01,51.44579315185547
2015-09-02,51.893428802490234
2015-09-03,52.30908203125
2015-09-04,51.170806884765625
2015-09-08,53.6519775390625
2015-09-09,52.68637466430664
2015-09-10,51.95096969604492
2015-09-11,51.4969367980957
2015-09-14,51.567291259765625
2015-09-15,51.6312370300293
2015-09-16,51.899818420410156
2015-09-17,51.62484359741211
2015-09-18,48.51699447631836
2015-09-21,48.76638412475586
2015-09-22,46.074195861816406
2015-09-23,45.68411636352539
2015-09-24,45.658538818359375
2015-09-25,45.06382369995117
2015-09-28,43.64419174194336
2015-09-29,44.36040115356445
2015-09-30,51.168731689453125
2015-10-01,50.17034912109375
2015-10-02,51.168731689453125
2015-10-05,52.90785598754883
2015-10-06,53.47467803955078
2015-10-07,54.4215202331543
2015-10-08,54.92394256591797
2015-10-09,55.394142150878906
2015-10-12,54.7564697265625
2015-10-13,54.3442268371582
2015-10-14,53.58417510986328
2015-10-15,52.250850677490234
2015-10-16,51.22025680541992
2015-10-19,51.838619232177734
2015-10-20,48.21868133544922
2015-10-21,46.01579666137695
2015-10-22,45.06248092651367
2015-10-23,44.66313934326172
2015-10-26,43.25896072387695
2015-10-27,43.26539611816406
2015-10-28,43.49085235595703
2015-10-29,43.68408203125
2015-10-30,43.03995895385742
2015-11-02,43.696964263916016
2015-11-03,44.141395568847656
2015-11-04,44.15428924560547
2015-11-05,43.70341110229492
2015-11-06,43.72917175292969
2015-11-09,42.904701232910156
2015-11-10,40.95301818847656
2015-11-11,40.32178497314453
2015-11-12,40.192962646484375
2015-11-13,38.79522705078125
2015-11-16,39.70988082885742
2015-11-17,40.23160171508789
2015-11-18,41.378143310546875
2015-11-19,39.94175338745117
2015-11-20,39.7485237121582
2015-11-23,39.497310638427734
2015-11-24,39.8258171081543
2015-11-25,39.69699478149414
2015-11-27,39.76139831542969
2015-11-30,40.19940948486328
2015-12-01,41.178462982177734
2015-12-02,40.192962646484375
2015-12-03,40.978782653808594
2015-12-04,41.597145080566406
2015-12-07,40.8177604675293
2015-12-08,41.22354507446289
2015-12-09,40.54722213745117
2015-12-10,40.804866790771484
2015-12-11,39.98684310913086
2015-12-14,38.24773025512695
2015-12-15,39.21390151977539
2015-12-16,39.26543426513672
2015-12-17,38.26060485839844
2015-12-18,37.912776947021484
2015-12-21,38.04160690307617
2015-12-22,38.4473991394043
2015-12-23,38.85319519042969
2015-12-24,39.432899475097656
2015-12-28,38.84030532836914
2015-12-29,39.6586799621582
2015-12-30,39.67817687988281
2015-12-31,39.00269317626953
