Date,LEN
2015-01-02,37.8521728515625
2015-01-05,37.561607360839844
2015-01-06,37.2453727722168
2015-01-07,39.082862854003906
2015-01-08,40.048622131347656
2015-01-09,39.988800048828125
2015-01-12,40.22809600830078
2015-01-13,39.55293273925781
2015-01-14,39.10851287841797
2015-01-15,36.30527877807617
2015-01-16,36.92061996459961
2015-01-20,36.17708969116211
2015-01-21,36.98045349121094
2015-01-22,37.45904541015625
2015-01-23,37.373573303222656
2015-01-26,38.364967346191406
2015-01-27,38.44196319580078
2015-01-28,38.20243835449219
2015-01-29,39.528316497802734
2015-01-30,38.41630172729492
2015-02-02,38.185333251953125
2015-02-03,38.861106872558594
2015-02-04,39.750732421875
2015-02-05,39.73362350463867
2015-02-06,41.07660675048828
2015-02-09,41.435874938964844
2015-02-10,42.23995590209961
2015-02-11,42.060333251953125
2015-02-12,42.99272155761719
2015-02-13,42.75320053100586
2015-02-17,43.12102508544922
2015-02-18,42.89006805419922
2015-02-19,42.97560119628906
2015-02-20,43.044044494628906
2015-02-23,42.59922790527344
2015-02-24,43.80534744262695
2015-02-25,43.351985931396484
2015-02-26,42.8472900390625
2015-02-27,42.9499397277832
2015-03-02,42.804534912109375
2015-03-03,42.299827575683594
2015-03-04,42.81307601928711
2015-03-05,42.87295913696289
2015-03-06,41.58983612060547
2015-03-09,41.675376892089844
2015-03-10,41.29901123046875
2015-03-11,41.23058319091797
2015-03-12,42.393924713134766
2015-03-13,42.086002349853516
2015-03-16,42.18008041381836
2015-03-17,41.79515075683594
2015-03-18,42.53079605102539
2015-03-19,42.47092056274414
2015-03-20,42.99272155761719
2015-03-23,42.3768196105957
2015-03-24,43.14668655395508
2015-03-25,42.49659729003906
2015-03-26,42.274166107177734
2015-03-27,43.13814163208008
2015-03-30,44.04487228393555
2015-03-31,44.3185920715332
2015-04-01,44.35283279418945
2015-04-02,45.49905776977539
2015-04-06,44.532466888427734
2015-04-07,43.4033088684082
2015-04-08,43.84812545776367
2015-04-09,43.189476013183594
2015-04-10,43.198001861572266
2015-04-13,43.12102508544922
2015-04-14,43.600059509277344
2015-04-15,44.00209045410156
2015-04-16,42.898616790771484
2015-04-17,41.55562973022461
2015-04-20,41.29023361206055
2015-04-21,42.069313049316406
2015-04-22,41.444339752197266
2015-04-23,39.99750518798828
2015-04-24,40.39988327026367
2015-04-27,39.697872161865234
2015-04-28,39.81774139404297
2015-04-29,39.560890197753906
2015-04-30,39.20988464355469
2015-05-01,40.08311462402344
2015-05-04,39.714996337890625
2015-05-05,38.79895782470703
2015-05-06,38.77326965332031
2015-05-07,39.78349304199219
2015-05-08,40.656715393066406
2015-05-11,39.980384826660156
2015-05-12,39.97182083129883
2015-05-13,39.920475006103516
2015-05-14,40.4769401550293
2015-05-15,40.75089645385742
2015-05-18,41.47002410888672
2015-05-19,41.666934967041016
2015-05-20,41.73541259765625
2015-05-21,41.444339752197266
2015-05-22,41.54708480834961
2015-05-26,40.57966995239258
2015-05-27,40.39131546020508
2015-05-28,40.682395935058594
2015-05-29,39.920475006103516
2015-06-01,40.26290512084961
2015-06-02,40.2800407409668
2015-06-03,40.4769401550293
2015-06-04,39.74068069458008
2015-06-05,39.988948822021484
2015-06-08,39.58658218383789
2015-06-09,39.66361618041992
2015-06-10,40.38276672363281
2015-06-11,40.4084358215332
2015-06-12,40.63959503173828
2015-06-15,40.930667877197266
2015-06-16,40.71664047241211
2015-06-17,40.23721694946289
2015-06-18,40.50261688232422
2015-06-19,41.6412353515625
2015-06-22,42.377506256103516
2015-06-23,41.949462890625
2015-06-24,43.71302032470703
2015-06-25,44.03835678100586
2015-06-26,44.50065994262695
2015-06-29,43.5161247253418
2015-06-30,43.69590759277344
2015-07-01,43.73870849609375
2015-07-02,43.83289337158203
2015-07-06,43.635826110839844
2015-07-07,45.212318420410156
2015-07-08,44.8867301940918
2015-07-09,45.16946792602539
2015-07-10,45.666404724121094
2015-07-13,45.760650634765625
2015-07-14,46.03481674194336
2015-07-15,45.70923614501953
2015-07-16,45.30655288696289
2015-07-17,44.9295539855957
2015-07-20,44.33839797973633
2015-07-21,44.54402542114258
2015-07-22,45.57215118408203
2015-07-23,44.946693420410156
2015-07-24,43.32738494873047
2015-07-27,43.318817138671875
2015-07-28,43.69580078125
2015-07-29,44.21843338012695
2015-07-30,44.70679473876953
2015-07-31,45.443641662597656
2015-08-03,44.998104095458984
2015-08-04,43.95283889770508
2015-08-05,43.17316818237305
2015-08-06,42.881858825683594
2015-08-07,42.77048110961914
2015-08-10,43.670101165771484
2015-08-11,44.08135986328125
2015-08-12,44.32123947143555
2015-08-13,44.92099380493164
2015-08-14,45.0152587890625
2015-08-17,46.21473693847656
2015-08-18,47.62843704223633
2015-08-19,47.114376068115234
2015-08-20,46.548885345458984
2015-08-21,45.794918060302734
2015-08-24,42.90756607055664
2015-08-25,41.27968978881836
2015-08-26,42.58198928833008
2015-08-27,43.96139907836914
2015-08-28,43.20744705200195
2015-08-31,43.610130310058594
2015-09-01,42.350669860839844
2015-09-02,43.704376220703125
2015-09-03,44.244144439697266
2015-09-04,43.1903076171875
2015-09-08,44.8353271484375
