date,CBS
2015-01-02,53.066559167357
2015-01-05,52.553230524197
2015-01-06,51.516887791781
2015-01-07,51.439404223003
2015-01-08,52.049587327135
2015-01-09,52.843793907118
2015-01-12,53.124671843941
2015-01-13,53.851080301242
2015-01-14,52.756624892242
2015-01-15,51.865563851286
2015-01-16,53.812338516852
2015-01-20,53.725169501976
2015-01-21,54.422521620985
2015-01-22,54.945535710242
2015-01-23,54.122272791967
2015-01-26,55.265155431454
2015-01-27,55.284526323649
2015-01-28,54.519376081959
2015-01-29,53.96730565441
2015-01-30,53.085930059551
2015-02-02,53.628315041003
2015-02-03,55.129559186091
2015-02-04,54.955221156339
2015-02-05,54.238498145136
2015-02-06,54.955221156339
2015-02-09,54.974592048534
2015-02-10,55.20704275487
2015-02-11,54.964906602436
2015-02-12,55.952822104366
2015-02-13,57.948024000419
2015-02-17,58.306385506021
2015-02-18,57.928653108224
2015-02-19,57.667146063596
2015-02-20,57.628404279207
2015-02-23,57.793056862861
2015-02-24,57.531549818233
2015-02-25,57.899596769932
2015-02-26,57.279728219702
2015-02-27,57.240986435313
2015-03-02,59.807629651109
2015-03-03,60.824601491331
2015-03-04,60.495296324021
2015-03-05,59.613920729162
2015-03-06,58.684117903817
2015-03-09,58.751916026499
2015-03-10,57.703294818291
2015-03-11,57.858646108396
2015-03-12,59.858793968495
2015-03-13,59.159713163024
2015-03-16,60.276300560652
2015-03-17,59.975307436074
2015-03-18,61.276374490701
2015-03-19,60.810320620387
2015-03-20,61.509401425858
2015-03-23,60.858867898545
2015-03-24,60.567584229598
2015-03-25,59.722861589653
2015-03-26,59.227679352444
2015-03-27,59.431577920707
2015-03-30,60.072401992389
2015-03-31,58.868429494077
2015-04-01,57.887774475291
2015-04-02,59.383030642549
2015-04-06,59.120875340497
2015-04-07,59.111165884866
2015-04-08,59.489834654496
2015-04-09,59.421868465075
2015-04-10,59.810246690337
2015-04-13,59.538381932654
2015-04-14,59.713152134022
2015-04-15,59.868503424127
2015-04-16,59.985016891705
2015-04-17,58.916976772235
2015-04-20,59.421868465075
2015-04-21,59.693733222759
2015-04-22,59.781118323443
2015-04-23,59.839375057232
2015-04-24,60.897705721071
2015-04-27,59.907341246653
2015-04-28,59.810246690337
2015-04-29,60.946252999229
2015-04-30,60.324847838809
2015-05-01,60.810320620387
2015-05-04,60.800611164755
2015-05-05,59.975307436074
2015-05-06,59.344192820023
2015-05-07,59.441287376339
2015-05-08,59.052909151077
2015-05-11,57.936321753449
2015-05-12,57.984869031606
2015-05-13,57.984869031606
2015-05-14,57.907193386554
2015-05-15,58.208186511132
2015-05-18,59.01407132855
2015-05-19,58.936395683498
2015-05-20,59.305354997497
2015-05-21,60.0141452586
2015-05-22,59.800537234706
2015-05-26,58.916976772235
2015-05-27,60.82973953165
2015-05-28,60.227753282494
2015-05-29,59.926760157916
2015-06-01,59.713152134022
2015-06-02,59.858793968495
2015-06-03,60.412232939493
2015-06-04,59.946179069179
2015-06-05,59.548091388286
2015-06-08,58.674240381446
2015-06-09,58.255694871094
2015-06-10,57.905284676381
2015-06-11,57.204464286954
2015-06-12,56.931923024399
2015-06-15,56.591246446206
2015-06-16,56.153233702814
2015-06-17,56.454975814928
2015-06-18,56.951390257439
2015-06-19,56.513377514047
2015-06-22,56.785918776602
2015-06-23,56.542578363607
2015-06-24,55.257740982991
2015-06-25,55.608151177704
2015-06-26,55.481614162947
2015-06-29,53.856100204138
2015-06-30,54.021571684975
2015-07-01,54.440117195327
2015-07-02,54.041038918014
2015-07-06,53.427821077266
2015-07-07,54.099440617133
2015-07-08,52.834070469557
2015-07-09,52.804869619998
2015-07-10,53.388886611187
2015-07-13,54.060506151054
2015-07-14,53.924235519776
2015-07-15,53.895034670217
2015-07-16,53.972903602375
2015-07-17,53.242882363389
2015-07-20,52.649131755681
2015-07-21,52.6588653722
2015-07-22,52.68806622176
2015-07-23,52.318188794007
2015-07-24,51.6271020211
2015-07-27,51.266958209867
2015-07-28,51.344827142025
2015-07-29,51.208556510748
2015-07-30,51.782839885417
2015-07-31,52.045647531452
