date,CBS
2015-08-03,51.61736840458
2015-08-04,51.451896923743
2015-08-05,49.076894492908
2015-08-06,50.848412699515
2015-08-07,48.99902556075
2015-08-10,49.816649348414
2015-08-11,48.950357478151
2015-08-12,48.833554079913
2015-08-13,48.716750681675
2015-08-14,47.908860510531
2015-08-17,48.697283448636
2015-08-18,48.035397525288
2015-08-19,47.227507354144
2015-08-20,44.80383684071
2015-08-21,43.888876887847
2015-08-24,42.779244604588
2015-08-25,42.117358681241
2015-08-26,43.168589265381
2015-08-27,44.054348368684
2015-08-28,44.570230044234
2015-08-31,44.034881135644
2015-09-01,42.623506740271
2015-09-02,43.110187566262
2015-09-03,42.642973973311
2015-09-04,41.776682103047
2015-09-08,42.65270758983
2015-09-09,42.496434788952
2015-09-10,42.916417941313
2015-09-11,42.906650891258
2015-09-14,42.271792637689
2015-09-15,42.740611040325
2015-09-16,42.564804139336
2015-09-17,42.408531338457
2015-09-18,41.715070784558
2015-09-21,41.881110635492
2015-09-22,41.588099133844
2015-09-23,40.699297578847
2015-09-24,39.937467674563
2015-09-25,39.820263073904
2015-09-28,37.769182562371
2015-09-29,38.062194064019
2015-09-30,38.970529719126
2015-10-01,38.550546566764
2015-10-02,39.361211721323
2015-10-05,40.669996428682
2015-10-06,40.376984927034
2015-10-07,41.422059282911
2015-10-08,42.838281540874
2015-10-09,42.125286886865
2015-10-12,41.627167334064
2015-10-13,41.353689932526
2015-10-14,41.44159338302
2015-10-15,42.154588037029
2015-10-16,42.174122137139
2015-10-19,41.920178835711
2015-10-20,42.926184991368
2015-10-21,42.174122137139
2015-10-22,42.203423287304
2015-10-23,43.453605694334
2015-10-26,43.32663404362
2015-10-27,43.463372744389
2015-10-28,44.430310699826
2015-10-29,45.533987356031
2015-10-30,45.436316855482
2015-11-02,46.754868612896
2015-11-03,47.116249464928
2015-11-04,46.833005013336
2015-11-05,46.657198112347
2015-11-06,47.506931467125
2015-11-09,47.409260966576
2015-11-10,48.591074023221
2015-11-11,49.138028826296
2015-11-12,49.186864076571
2015-11-13,48.718045673935
2015-11-16,49.753352979756
2015-11-17,49.597080178878
2015-11-18,50.114733831788
2015-11-19,50.544484034205
2015-11-20,50.485881733875
2015-11-23,49.792421179976
2015-11-24,49.36267097756
2015-11-25,49.792421179976
2015-11-27,49.567779028713
2015-11-30,49.30406867723
2015-12-01,49.909625780635
2015-12-02,48.884085524869
2015-12-03,48.180857920914
2015-12-04,48.845017324649
2015-12-07,49.274767527065
2015-12-08,48.678977473715
2015-12-09,47.379959816411
2015-12-10,47.546514679289
2015-12-11,45.890763395382
2015-12-14,45.400896151623
2015-12-15,45.880966050507
2015-12-16,46.537388157145
2015-12-17,45.577248359376
2015-12-18,44.73467670011
2015-12-21,44.862042183488
2015-12-22,45.665424463253
2015-12-23,46.272859845515
2015-12-24,46.478604087894
2015-12-28,45.880966050507
2015-12-29,46.331643914766
2015-12-30,45.812384636381
2015-12-31,46.174886396763
