Date,BLK
2015-01-02,269.71539306640625
2015-01-05,262.7368469238281
2015-01-06,258.65411376953125
2015-01-07,264.1280517578125
2015-01-08,267.21282958984375
2015-01-09,264.044921875
2015-01-12,262.30584716796875
2015-01-13,263.0997619628906
2015-01-14,261.41363525390625
2015-01-15,258.9185791015625
2015-01-16,263.16778564453125
2015-01-20,262.04876708984375
2015-01-21,264.2489929199219
2015-01-22,272.7851257324219
2015-01-23,268.4980773925781
2015-01-26,270.21441650390625
2015-01-27,265.74603271484375
2015-01-28,260.86932373046875
2015-01-29,262.31341552734375
2015-01-30,257.4518737792969
2015-02-02,262.8428039550781
2015-02-03,266.8574523925781
2015-02-04,265.216796875
2015-02-05,271.2957458496094
2015-02-06,274.02508544921875
2015-02-09,272.8456115722656
2015-02-10,280.2552185058594
2015-02-11,279.6729736328125
2015-02-12,283.4383239746094
2015-02-13,284.3153381347656
2015-02-17,287.5589294433594
2015-02-18,285.6913146972656
2015-02-19,285.5023498535156
2015-02-20,284.7690124511719
2015-02-23,284.6101379394531
2015-02-24,285.8802795410156
2015-02-25,284.22454833984375
2015-02-26,283.5440979003906
2015-02-27,280.822265625
2015-03-02,284.6026306152344
2015-03-03,282.5157775878906
2015-03-04,280.7362365722656
2015-03-05,281.3446960449219
2015-03-06,277.9451904296875
2015-03-09,277.2758483886719
2015-03-10,270.8875732421875
2015-03-11,272.575927734375
2015-03-12,280.4092102050781
2015-03-13,279.6715087890625
2015-03-16,284.4931335449219
2015-03-17,284.6299743652344
2015-03-18,287.2917785644531
2015-03-19,281.3522644042969
2015-03-20,287.9610900878906
2015-03-23,284.6832275390625
2015-03-24,280.7057189941406
2015-03-25,276.7663879394531
2015-03-26,275.4203796386719
2015-03-27,275.0247497558594
2015-03-30,279.9453125
2015-03-31,278.2265930175781
2015-04-01,275.7395935058594
2015-04-02,278.6524658203125
2015-04-06,279.093505859375
2015-04-07,280.3406677246094
2015-04-08,281.169677734375
2015-04-09,282.55389404296875
2015-04-10,280.97198486328125
2015-04-13,281.15447998046875
2015-04-14,284.1737060546875
2015-04-15,286.45538330078125
2015-04-16,283.0482177734375
2015-04-17,277.89190673828125
2015-04-20,281.169677734375
2015-04-21,279.504150390625
2015-04-22,281.0176696777344
2015-04-23,282.8580017089844
2015-04-24,283.6565246582031
2015-04-27,282.8276062011719
2015-04-28,287.3602294921875
2015-04-29,278.8578186035156
2015-04-30,276.7816162109375
2015-05-01,280.3559875488281
2015-05-04,281.5955505371094
2015-05-05,278.3862609863281
2015-05-06,276.370849609375
2015-05-07,278.1048278808594
2015-05-08,281.4206237792969
2015-05-11,279.7019958496094
2015-05-12,277.717041015625
2015-05-13,277.6866149902344
2015-05-14,282.5082702636719
2015-05-15,282.03668212890625
2015-05-18,281.9302062988281
2015-05-19,282.2117004394531
2015-05-20,281.58038330078125
2015-05-21,280.0365295410156
2015-05-22,279.93011474609375
2015-05-26,277.61053466796875
2015-05-27,280.3864440917969
2015-05-28,281.0176696777344
2015-05-29,278.180908203125
2015-06-01,277.0325012207031
2015-06-02,276.370849609375
2015-06-03,277.549560546875
2015-06-04,272.134765625
2015-06-05,271.8822937011719
2015-06-08,270.4514465332031
2015-06-09,269.90057373046875
2015-06-10,272.104248046875
2015-06-11,273.0224304199219
2015-06-12,270.4360656738281
2015-06-15,271.8516845703125
2015-06-16,273.3820495605469
2015-06-17,273.3973388671875
2015-06-18,276.13671875
2015-06-19,274.8434753417969
2015-06-22,274.6676025390625
2015-06-23,275.5780944824219
2015-06-24,272.07366943359375
2015-06-25,268.6761779785156
2015-06-26,271.2318420410156
2015-06-29,263.6336975097656
2015-06-30,264.735595703125
2015-07-01,265.8221130371094
2015-07-02,264.29180908203125
2015-07-06,262.30987548828125
2015-07-07,262.156982421875
2015-07-08,255.66055297851562
2015-07-09,257.7801208496094
2015-07-10,259.7464904785156
2015-07-13,263.41943359375
2015-07-14,262.2487487792969
2015-07-15,265.12579345703125
2015-07-16,271.08660888671875
2015-07-17,271.285400390625
2015-07-20,270.1837158203125
2015-07-21,269.20428466796875
2015-07-22,267.8115539550781
2015-07-23,265.0874938964844
2015-07-24,261.23876953125
2015-07-27,257.28277587890625
2015-07-28,257.74188232421875
2015-07-29,260.0373840332031
2015-07-30,259.203369140625
2015-07-31,257.3438720703125
2015-08-03,256.1044616699219
2015-08-04,254.37506103515625
2015-08-05,256.0967712402344
2015-08-06,254.85720825195312
2015-08-07,253.92367553710938
2015-08-10,256.7854309082031
2015-08-11,252.5080108642578
2015-08-12,250.31195068359375
2015-08-13,249.3784637451172
2015-08-14,251.08489990234375
2015-08-17,251.99530029296875
2015-08-18,251.52853393554688
2015-08-19,247.3507843017578
2015-08-20,242.60667419433594
2015-08-21,235.11558532714844
2015-08-24,228.9176483154297
2015-08-25,225.46673583984375
2015-08-26,231.9171600341797
2015-08-27,240.62484741210938
2015-08-28,238.14573669433594
2015-08-31,233.07533264160156
2015-09-01,226.77976989746094
2015-09-02,230.0392608642578
2015-09-03,231.37240600585938
2015-09-04,226.73358154296875
2015-09-08,232.2738494873047
2015-09-09,228.6830291748047
2015-09-10,232.18138122558594
2015-09-11,233.7225799560547
2015-09-14,231.98886108398438
2015-09-15,237.25955200195312
2015-09-16,241.58241271972656
2015-09-17,240.1337890625
2015-09-18,238.00701904296875
2015-09-21,240.7194061279297
2015-09-22,234.5084686279297
2015-09-23,233.68411254882812
2015-09-24,231.5649871826172
2015-09-25,233.4683380126953
2015-09-28,226.59486389160156
2015-09-29,226.1786651611328
2015-09-30,229.22239685058594
2015-10-01,228.02809143066406
2015-10-02,233.7611083984375
2015-10-05,241.6595001220703
2015-10-06,240.9814910888672
2015-10-07,247.07662963867188
2015-10-08,245.4815216064453
2015-10-09,245.12705993652344
2015-10-12,243.23922729492188
2015-10-13,242.82308959960938
2015-10-14,248.48667907714844
2015-10-15,250.92185974121094
2015-10-16,254.92877197265625
2015-10-19,252.65560913085938
2015-10-20,252.0930633544922
2015-10-21,248.1091766357422
2015-10-22,258.4117126464844
2015-10-23,262.6036682128906
2015-10-26,259.69866943359375
2015-10-27,258.581298828125
2015-10-28,266.8649597167969
2015-10-29,269.5928039550781
2015-10-30,271.21868896484375
2015-11-02,273.2221374511719
2015-11-03,276.22735595703125
2015-11-04,274.7016906738281
2015-11-05,275.3257751464844
2015-11-06,274.8635559082031
2015-11-09,269.3692626953125
2015-11-10,269.90863037109375
2015-11-11,270.0859069824219
2015-11-12,266.4180603027344
2015-11-13,264.4992980957031
2015-11-16,271.4961242675781
2015-11-17,272.33612060546875
2015-11-18,277.891845703125
2015-11-19,276.705078125
2015-11-20,279.3020324707031
2015-11-23,279.91082763671875
2015-11-24,274.9483947753906
2015-11-25,277.88421630859375
2015-11-27,276.165771484375
2015-11-30,280.2729187011719
2015-12-01,280.4202880859375
2015-12-02,278.2418518066406
2015-12-03,272.8774108886719
2015-12-04,279.6683044433594
2015-12-07,275.5673522949219
2015-12-08,270.505126953125
2015-12-09,267.117431640625
2015-12-10,267.6446533203125
2015-12-11,250.2254638671875
2015-12-14,247.76022338867188
2015-12-15,255.46595764160156
2015-12-16,256.59771728515625
2015-12-17,255.98529052734375
2015-12-18,249.20993041992188
2015-12-21,252.37274169921875
2015-12-22,256.21783447265625
2015-12-23,263.29559326171875
2015-12-24,261.55914306640625
2015-12-28,265.4740295410156
2015-12-29,266.36541748046875
2015-12-30,265.1639099121094
2015-12-31,263.9778137207031
