Date,EQIX
2015-01-02,174.0933074951172
2015-01-05,172.30357360839844
2015-01-06,168.54750061035156
2015-01-07,169.10052490234375
2015-01-08,171.12066650390625
2015-01-09,166.5964813232422
2015-01-12,166.58876037597656
2015-01-13,166.8730010986328
2015-01-14,168.12501525878906
2015-01-15,167.6104278564453
2015-01-16,169.16969299316406
2015-01-20,170.8287811279297
2015-01-21,171.6122283935547
2015-01-22,176.01353454589844
2015-01-23,177.12730407714844
2015-01-26,176.21324157714844
2015-01-27,170.44471740722656
2015-01-28,166.75778198242188
2015-01-29,170.4600830078125
2015-01-30,166.57345581054688
2015-02-02,167.44906616210938
2015-02-03,171.75050354003906
2015-02-04,170.61370849609375
2015-02-05,173.4403533935547
2015-02-06,168.54750061035156
2015-02-09,166.91139221191406
2015-02-10,168.84707641601562
2015-02-11,169.8071746826172
2015-02-12,174.9304962158203
2015-02-13,174.8998260498047
2015-02-17,172.96414184570312
2015-02-18,175.8292236328125
2015-02-19,176.21324157714844
2015-02-20,180.79891967773438
2015-02-23,178.94009399414062
2015-02-24,178.33326721191406
2015-02-25,175.42982482910156
2015-02-26,173.90121459960938
2015-02-27,172.19607543945312
2015-03-02,171.78125
2015-03-03,169.8456268310547
2015-03-04,171.92721557617188
2015-03-05,179.96939086914062
2015-03-06,180.9064483642578
2015-03-09,178.91043090820312
2015-03-10,176.12518310546875
2015-03-11,175.63780212402344
2015-03-12,179.0961151123047
2015-03-13,178.3224334716797
2015-03-16,182.69366455078125
2015-03-17,181.23912048339844
2015-03-18,182.97987365722656
2015-03-19,182.50794982910156
2015-03-20,184.86758422851562
2015-03-23,184.63551330566406
2015-03-24,178.98001098632812
2015-03-25,177.06134033203125
2015-03-26,176.28765869140625
2015-03-27,177.73439025878906
2015-03-30,181.20822143554688
2015-03-31,180.14828491210938
2015-04-01,180.72076416015625
2015-04-02,182.2758331298828
2015-04-06,181.92770385742188
2015-04-07,181.2623748779297
2015-04-08,184.97596740722656
2015-04-09,185.7263641357422
2015-04-10,185.40924072265625
2015-04-13,185.5020751953125
2015-04-14,186.8327178955078
2015-04-15,186.60064697265625
2015-04-16,186.88693237304688
2015-04-17,182.69366455078125
2015-04-20,185.57937622070312
2015-04-21,188.60447692871094
2015-04-22,189.37811279296875
2015-04-23,191.04148864746094
2015-04-24,190.3761444091797
2015-04-27,189.43228149414062
2015-04-28,190.615966796875
2015-04-29,189.39356994628906
2015-04-30,198.00448608398438
2015-05-01,200.2868194580078
2015-05-04,200.4801788330078
2015-05-05,198.97154235839844
2015-05-06,199.82264709472656
2015-05-07,202.70062255859375
2015-05-08,207.2884521484375
2015-05-11,203.79922485351562
2015-05-12,200.6117401123047
2015-05-13,200.90573120117188
2015-05-14,202.2442169189453
2015-05-15,201.4628143310547
2015-05-18,202.9250030517578
2015-05-19,204.00035095214844
2015-05-20,208.8126220703125
2015-05-21,207.51284790039062
2015-05-22,208.65731811523438
2015-05-26,207.69970703125
2015-05-27,210.22230529785156
2015-05-28,209.5839080810547
2015-05-29,208.71188354492188
2015-06-01,210.33128356933594
2015-06-02,209.39698791503906
2015-06-03,207.20924377441406
2015-06-04,204.81118774414062
2015-06-05,204.80340576171875
2015-06-08,203.55772399902344
2015-06-09,200.7237091064453
2015-06-10,202.71682739257812
2015-06-11,203.15289306640625
2015-06-12,202.9893798828125
2015-06-15,199.20547485351562
2015-06-16,199.08090209960938
2015-06-17,200.1864776611328
2015-06-18,203.47984313964844
2015-06-19,204.6009979248047
2015-06-22,202.45993041992188
2015-06-23,201.85260009765625
2015-06-24,199.40017700195312
2015-06-25,199.7738494873047
2015-06-26,201.54905700683594
2015-06-29,194.89996337890625
2015-06-30,197.75729370117188
2015-07-01,199.03419494628906
2015-07-02,198.80062866210938
2015-07-06,198.9330291748047
2015-07-07,200.4823455810547
2015-07-08,199.5869903564453
2015-07-09,199.84390258789062
2015-07-10,201.47894287109375
2015-07-13,202.382080078125
2015-07-14,203.26182556152344
2015-07-15,202.27304077148438
2015-07-16,204.0792999267578
2015-07-17,205.15380859375
2015-07-20,210.4012908935547
2015-07-21,209.31130981445312
2015-07-22,209.8640594482422
2015-07-23,209.73956298828125
2015-07-24,214.93260192871094
2015-07-27,215.38427734375
2015-07-28,217.37744140625
2015-07-29,217.39288330078125
2015-07-30,220.00894165039062
2015-07-31,217.151611328125
2015-08-03,220.2503204345703
2015-08-04,218.03134155273438
2015-08-05,218.35057067871094
2015-08-06,218.0001983642578
2015-08-07,218.30386352539062
2015-08-10,218.07029724121094
2015-08-11,217.55648803710938
2015-08-12,218.27267456054688
2015-08-13,219.73643493652344
2015-08-14,221.42588806152344
2015-08-17,221.51158142089844
2015-08-18,223.77731323242188
2015-08-19,222.3524627685547
2015-08-20,217.9691162109375
2015-08-21,211.234375
2015-08-24,200.1956024169922
2015-08-25,196.7327117919922
2015-08-26,204.32435607910156
2015-08-27,208.5080108642578
2015-08-28,210.57632446289062
2015-08-31,211.3519287109375
2015-09-01,205.94610595703125
2015-09-02,211.4929962158203
2015-09-03,215.01065063476562
2015-09-04,211.4381561279297
2015-09-08,218.8025665283203
2015-09-09,220.1501007080078
2015-09-10,223.39358520507812
2015-09-11,226.9034881591797
2015-09-14,226.96609497070312
2015-09-15,227.2403564453125
2015-09-16,227.6477813720703
2015-09-17,227.25604248046875
2015-09-18,223.6835174560547
2015-09-21,228.78370666503906
2015-09-22,225.98681640625
2015-09-23,226.33160400390625
2015-09-24,219.10816955566406
2015-09-25,218.81822204589844
2015-09-28,211.91600036621094
2015-09-29,210.7330322265625
2015-09-30,214.19589233398438
2015-10-01,216.59323120117188
2015-10-02,219.03762817382812
2015-10-05,222.06167602539062
2015-10-06,221.2957000732422
2015-10-07,216.2919921875
2015-10-08,217.8647918701172
2015-10-09,219.93478393554688
2015-10-12,222.11878967285156
2015-10-13,221.4179229736328
2015-10-14,223.8627166748047
2015-10-15,228.2633819580078
2015-10-16,233.31590270996094
2015-10-19,236.90982055664062
2015-10-20,239.0694580078125
2015-10-21,238.18931579589844
2015-10-22,240.0963134765625
2015-10-23,240.27554321289062
2015-10-26,245.45852661132812
2015-10-27,241.29417419433594
2015-10-28,240.07186889648438
2015-10-29,238.70272827148438
2015-10-30,241.77496337890625
2015-11-02,247.39805603027344
2015-11-03,243.9183349609375
2015-11-04,241.21278381347656
2015-11-05,241.05792236328125
2015-11-06,236.6327667236328
2015-11-09,238.28704833984375
2015-11-10,242.47589111328125
2015-11-11,241.97056579589844
2015-11-12,240.19407653808594
2015-11-13,237.20326232910156
2015-11-16,240.72384643554688
2015-11-17,243.72265625
2015-11-18,238.84942626953125
2015-11-19,233.1612091064453
2015-11-20,243.33973693847656
2015-11-23,242.63064575195312
2015-11-24,238.94725036621094
2015-11-25,240.51185607910156
2015-11-27,242.64700317382812
2015-11-30,241.6283721923828
2015-12-01,244.99404907226562
2015-12-02,244.20355224609375
2015-12-03,240.58523559570312
2015-12-04,245.45852661132812
2015-12-07,243.87680053710938
2015-12-08,244.30299377441406
2015-12-09,244.417724609375
2015-12-10,242.29515075683594
2015-12-11,237.61557006835938
2015-12-14,240.5740966796875
2015-12-15,237.68118286132812
2015-12-16,242.16397094726562
2015-12-17,240.45938110351562
2015-12-18,237.13204956054688
2015-12-21,242.36895751953125
2015-12-22,243.34413146972656
2015-12-23,243.68829345703125
2015-12-24,243.55726623535156
2015-12-28,246.60595703125
2015-12-29,249.94140625
2015-12-30,248.06459045410156
2015-12-31,247.8270263671875
