Date,RIG
2015-01-02,17.075876235961914
2015-01-05,15.86963176727295
2015-01-06,15.511528015136719
2015-01-07,15.360747337341309
2015-01-08,15.332477569580078
2015-01-09,15.172273635864258
2015-01-12,14.616270065307617
2015-01-13,14.625694274902344
2015-01-14,14.578575134277344
2015-01-15,14.33355712890625
2015-01-16,14.814169883728027
2015-01-20,14.493762016296387
2015-01-21,15.134576797485352
2015-01-22,15.181696891784668
2015-01-23,14.767050743103027
2015-01-26,15.539800643920898
2015-01-27,16.00156593322754
2015-01-28,15.539800643920898
2015-01-29,14.842440605163574
2015-01-30,15.360747337341309
2015-02-02,16.284278869628906
2015-02-03,17.339738845825195
2015-02-04,16.70834732055664
2015-02-05,16.906248092651367
2015-02-06,17.443401336669922
2015-02-09,19.262191772460938
2015-02-10,18.05594825744629
2015-02-11,17.320892333984375
2015-02-12,17.556488037109375
2015-02-13,17.95228385925293
2015-02-17,17.95228385925293
2015-02-18,17.422544479370117
2015-02-19,17.07919692993164
2015-02-20,16.686796188354492
2015-02-23,15.95104694366455
2015-02-24,15.646937370300293
2015-02-25,15.735227584838867
2015-02-26,15.489977836608887
2015-02-27,15.823515892028809
2015-03-02,16.166866302490234
2015-03-03,16.19629669189453
2015-03-04,16.28458595275879
2015-03-05,15.6959867477417
2015-03-06,15.22510814666748
2015-03-09,14.30296802520752
2015-03-10,13.998858451843262
2015-03-11,14.146008491516113
2015-03-12,13.998858451843262
2015-03-13,13.34158992767334
2015-03-16,13.6162691116333
2015-03-17,13.753609657287598
2015-03-18,14.960237503051758
2015-03-19,13.890948295593262
2015-03-20,14.705177307128906
2015-03-23,15.02890682220459
2015-03-24,14.548218727111816
2015-03-25,14.950428009033203
2015-03-26,15.038717269897461
2015-03-27,14.214678764343262
2015-03-30,14.430498123168945
2015-03-31,14.391258239746094
2015-04-01,14.4403076171875
2015-04-02,14.705177307128906
2015-04-06,16.19629669189453
2015-04-07,16.049148559570312
2015-04-08,15.754846572875977
2015-04-09,16.353256225585938
2015-04-10,16.255155563354492
2015-04-13,16.049148559570312
2015-04-14,16.833946228027344
2015-04-15,18.540884017944336
2015-04-16,18.246585845947266
2015-04-17,17.63836669921875
2015-04-20,17.6776065826416
2015-04-21,16.706417083740234
2015-04-22,16.529836654663086
2015-04-23,16.647554397583008
2015-04-24,16.08838653564453
2015-04-27,16.058956146240234
2015-04-28,16.17667579650879
2015-04-29,17.216535568237305
2015-04-30,18.462404251098633
2015-05-01,18.472213745117188
2015-05-04,18.06019401550293
2015-05-05,18.61936378479004
2015-05-06,18.629175186157227
2015-05-07,17.962095260620117
2015-05-08,18.894044876098633
2015-05-11,19.198152542114258
2015-05-12,19.825992584228516
2015-05-13,20.983572006225586
2015-05-14,20.41459083557129
2015-05-15,20.394973754882812
2015-05-18,19.767133712768555
2015-05-19,18.609554290771484
2015-05-20,18.894044876098633
2015-05-21,19.708274841308594
2015-05-22,19.767133712768555
2015-05-26,18.94309425354004
2015-05-27,19.08150863647461
2015-05-28,18.79479217529297
2015-05-29,18.63660430908203
2015-06-01,18.369659423828125
2015-06-02,19.061737060546875
2015-06-03,18.834339141845703
2015-06-04,18.339998245239258
2015-06-05,18.952980041503906
2015-06-08,18.903547286987305
2015-06-09,18.527849197387695
2015-06-10,18.86400032043457
2015-06-11,17.924753189086914
2015-06-12,17.568830490112305
2015-06-15,17.410642623901367
2015-06-16,17.3612060546875
2015-06-17,17.28211212158203
2015-06-18,16.77788543701172
2015-06-19,16.461509704589844
2015-06-22,16.748226165771484
2015-06-23,16.77788543701172
2015-06-24,16.441734313964844
2015-06-25,15.818867683410645
2015-06-26,16.313207626342773
2015-06-29,15.769433975219727
2015-06-30,15.93751049041748
2015-07-01,15.413509368896484
2015-07-02,15.413509368896484
2015-07-06,14.751093864440918
2015-07-07,15.551923751831055
2015-07-08,14.978489875793457
2015-07-09,14.879622459411621
2015-07-10,14.454490661621094
2015-07-13,14.73132038116455
2015-07-14,14.938942909240723
2015-07-15,14.345735549926758
2015-07-16,14.444602966308594
2015-07-17,13.32739543914795
2015-07-20,13.198867797851562
2015-07-21,13.198867797851562
2015-07-22,13.011018753051758
2015-07-23,13.51524543762207
2015-07-24,13.10988712310791
2015-07-27,12.961584091186523
2015-07-28,13.960150718688965
2015-07-29,14.29630184173584
2015-07-30,13.792075157165527
2015-07-31,13.10988712310791
2015-08-03,12.279396057128906
2015-08-04,12.081660270690918
2015-08-05,12.200302124023438
2015-08-06,13.683320999145508
2015-08-07,13.416377067565918
2015-08-10,14.29630184173584
2015-08-11,14.32596206665039
2015-08-12,14.879622459411621
2015-08-13,13.91071605682373
2015-08-14,13.584452629089355
2015-08-17,13.732754707336426
2015-08-18,13.91071605682373
2015-08-19,13.495471000671387
2015-08-20,13.09999942779541
2015-08-21,12.779999732971191
2015-08-24,12.260000228881836
2015-08-25,12.199999809265137
2015-08-26,11.600000381469727
2015-08-27,12.930000305175781
2015-08-28,13.59000015258789
2015-08-31,14.229999542236328
2015-09-01,13.710000038146973
2015-09-02,13.4399995803833
2015-09-03,13.380000114440918
2015-09-04,13.449999809265137
2015-09-08,14.1899995803833
2015-09-09,14.470000267028809
2015-09-10,14.819999694824219
2015-09-11,14.239999771118164
2015-09-14,14.619999885559082
2015-09-15,15.380000114440918
2015-09-16,15.800000190734863
2015-09-17,15.770000457763672
2015-09-18,14.3100004196167
2015-09-21,14.34000015258789
2015-09-22,14.489999771118164
2015-09-23,13.65999984741211
2015-09-24,13.010000228881836
2015-09-25,12.579999923706055
2015-09-28,11.989999771118164
2015-09-29,12.350000381469727
2015-09-30,12.920000076293945
2015-10-01,12.5
2015-10-02,13.5600004196167
2015-10-05,14.6899995803833
2015-10-06,15.75
2015-10-07,16.34000015258789
2015-10-08,16.299999237060547
2015-10-09,16.979999542236328
2015-10-12,15.6899995803833
2015-10-13,15.59000015258789
2015-10-14,16.06999969482422
2015-10-15,16.3700008392334
2015-10-16,15.90999984741211
2015-10-19,15.15999984741211
2015-10-20,15.5
2015-10-21,15.470000267028809
2015-10-22,15.880000114440918
2015-10-23,15.75
2015-10-26,15.09000015258789
2015-10-27,14.760000228881836
2015-10-28,15.350000381469727
2015-10-29,15.270000457763672
2015-10-30,15.829999923706055
2015-11-02,16.700000762939453
2015-11-03,16.81999969482422
2015-11-04,16.850000381469727
2015-11-05,15.470000267028809
2015-11-06,15.069999694824219
2015-11-09,15.050000190734863
2015-11-10,14.979999542236328
2015-11-11,14.529999732971191
2015-11-12,14.170000076293945
2015-11-13,14.239999771118164
2015-11-16,14.449999809265137
2015-11-17,14.510000228881836
2015-11-18,14.699999809265137
2015-11-19,14.170000076293945
2015-11-20,13.90999984741211
2015-11-23,13.970000267028809
2015-11-24,14.59000015258789
2015-11-25,14.479999542236328
2015-11-27,14.119999885559082
2015-11-30,14.359999656677246
2015-12-01,14.199999809265137
2015-12-02,13.829999923706055
2015-12-03,14.039999961853027
2015-12-04,13.5
2015-12-07,13.270000457763672
2015-12-08,13.260000228881836
2015-12-09,13.069999694824219
2015-12-10,13.149999618530273
2015-12-11,12.6899995803833
2015-12-14,12.640000343322754
2015-12-15,13.380000114440918
2015-12-16,13.329999923706055
2015-12-17,13.0
2015-12-18,12.260000228881836
2015-12-21,12.119999885559082
2015-12-22,12.550000190734863
2015-12-23,13.119999885559082
2015-12-24,12.979999542236328
2015-12-28,12.34000015258789
2015-12-29,12.710000038146973
2015-12-30,12.270000457763672
2015-12-31,12.380000114440918
