Date,FTI
2015-01-02,31.734621047973633
2015-01-05,30.493083953857422
2015-01-06,29.858659744262695
2015-01-07,28.84222412109375
2015-01-08,29.62672233581543
2015-01-09,28.767183303833008
2015-01-12,27.907649993896484
2015-01-13,27.614315032958984
2015-01-14,27.409666061401367
2015-01-15,26.577411651611328
2015-01-16,27.36873435974121
2015-01-20,26.550127029418945
2015-01-21,27.136791229248047
2015-01-22,26.686565399169922
2015-01-23,25.990745544433594
2015-01-26,26.07261085510254
2015-01-27,26.031681060791016
2015-01-28,24.67416000366211
2015-01-29,24.88562774658203
2015-01-30,25.56779670715332
2015-02-02,26.536483764648438
2015-02-03,26.93214225769043
2015-02-04,26.38640594482422
2015-02-05,26.707021713256836
2015-02-06,26.32501220703125
2015-02-09,26.536483764648438
2015-02-10,26.550127029418945
2015-02-11,27.914472579956055
2015-02-12,27.143617630004883
2015-02-13,28.003154754638672
2015-02-17,29.353851318359375
2015-02-18,29.169666290283203
2015-02-19,28.419279098510742
2015-02-20,27.948575973510742
2015-02-23,27.825790405273438
2015-02-24,28.139585494995117
2015-02-25,27.934932708740234
2015-02-26,27.273231506347656
2015-02-27,27.23912239074707
2015-03-02,27.034469604492188
2015-03-03,27.02765464782715
2015-03-04,26.945783615112305
2015-03-05,26.938966751098633
2015-03-06,26.495555877685547
2015-03-09,26.72749137878418
2015-03-10,25.94981575012207
2015-03-11,25.520044326782227
2015-03-12,24.99477767944336
2015-03-13,25.008419036865234
2015-03-16,25.233539581298828
2015-03-17,24.653690338134766
2015-03-18,25.260818481445312
2015-03-19,24.701440811157227
2015-03-20,25.09709930419922
2015-03-23,25.083459854125977
2015-03-24,25.369972229003906
2015-03-25,25.656482696533203
2015-03-26,25.779272079467773
2015-03-27,25.547334671020508
2015-03-30,25.608726501464844
2015-03-31,25.247180938720703
2015-04-01,25.21306800842285
2015-04-02,25.342683792114258
2015-04-06,26.08625030517578
2015-04-07,25.97028160095215
2015-04-08,25.983922958374023
2015-04-09,26.809350967407227
2015-04-10,26.516016006469727
2015-04-13,26.05213737487793
2015-04-14,26.447803497314453
2015-04-15,27.880361557006836
2015-04-16,27.218656539916992
2015-04-17,26.816173553466797
2015-04-20,26.945783615112305
2015-04-21,25.738346099853516
2015-04-22,27.668888092041016
2015-04-23,28.25555992126465
2015-04-24,27.2936954498291
2015-04-27,27.866716384887695
2015-04-28,27.98950958251953
2015-04-29,28.96501922607422
2015-04-30,30.08377456665039
2015-05-01,29.565330505371094
2015-05-04,29.224239349365234
2015-05-05,29.592613220214844
2015-05-06,29.490291595458984
