Date,HBAN
2015-01-02,6.742826461791992
2015-01-05,6.5437517166137695
2015-01-06,6.370365619659424
2015-01-07,6.453845024108887
2015-01-08,6.601546287536621
2015-01-09,6.415314674377441
2015-01-12,6.42816162109375
2015-01-13,6.408892631530762
2015-01-14,6.325413227081299
2015-01-15,6.235507011413574
2015-01-16,6.370365619659424
2015-01-20,6.274038791656494
2015-01-21,6.267614364624023
2015-01-22,6.518062114715576
2015-01-23,6.447422981262207
2015-01-26,6.53090763092041
2015-01-27,6.441002368927002
2015-01-28,6.274038791656494
2015-01-29,6.473110198974609
2015-01-30,6.434582233428955
2015-02-02,6.5951247215271
2015-02-03,6.6593427658081055
2015-02-04,6.563016414642334
2015-02-05,6.620813369750977
2015-02-06,6.685028076171875
2015-02-09,6.6593427658081055
2015-02-10,6.807041645050049
2015-02-11,6.742826461791992
2015-02-12,6.877681732177734
2015-02-13,6.864837646484375
2015-02-17,6.871260643005371
2015-02-18,6.82630729675293
2015-02-19,6.832727909088135
2015-02-20,6.884103775024414
2015-02-23,6.851995944976807
2015-02-24,7.038222789764404
2015-02-25,7.0510663986206055
2015-02-26,7.0446457862854
2015-02-27,7.025381565093994
2015-03-02,7.038222789764404
2015-03-03,7.012537956237793
2015-03-04,6.948319435119629
2015-03-05,6.980428218841553
2015-03-06,7.070333480834961
2015-03-09,7.121705532073975
2015-03-10,6.909788608551025
2015-03-11,6.974008560180664
2015-03-12,7.192345142364502
2015-03-13,7.1409735679626465
2015-03-16,7.192625522613525
2015-03-17,7.244278907775879
2015-03-18,7.21199369430542
2015-03-19,7.166797637939453
2015-03-20,7.276562690734863
2015-03-23,7.199081897735596
2015-03-24,7.115146636962891
2015-03-25,6.986013889312744
2015-03-26,7.024755954742432
2015-03-27,6.9924702644348145
2015-03-30,7.108691215515137
2015-03-31,7.134515285491943
2015-04-01,7.102232933044434
2015-04-02,7.128058910369873
2015-04-06,7.140969753265381
2015-04-07,7.166797637939453
2015-04-08,7.140969753265381
2015-04-09,7.160340309143066
2015-04-10,7.134515285491943
2015-04-13,7.283016204833984
2015-04-14,7.199081897735596
2015-04-15,7.276562690734863
2015-04-16,7.276562690734863
2015-04-17,7.1732563972473145
2015-04-20,7.199081897735596
2015-04-21,7.21199369430542
2015-04-22,7.121602535247803
2015-04-23,7.0634942054748535
2015-04-24,6.966645240783691
2015-04-27,6.914992332458496
2015-04-28,6.966645240783691
2015-04-29,7.031210899353027
2015-04-30,7.011841773986816
2015-05-01,7.031210899353027
2015-05-04,7.134515285491943
2015-05-05,7.08931827545166
2015-05-06,7.024755954742432
2015-05-07,7.044122695922852
2015-05-08,7.102232933044434
2015-05-11,7.160340309143066
2015-05-12,7.166797637939453
2015-05-13,7.231363296508789
2015-05-14,7.250733852386475
2015-05-15,7.153883934020996
2015-05-18,7.270103454589844
2015-05-19,7.392780303955078
2015-05-20,7.328211784362793
2015-05-21,7.321754455566406
2015-05-22,7.270103454589844
2015-05-26,7.186168670654297
2015-05-27,7.276562690734863
2015-05-28,7.283016204833984
2015-05-29,7.186168670654297
2015-06-01,7.128058910369873
2015-06-02,7.21199369430542
2015-06-03,7.276562690734863
2015-06-04,7.20553731918335
2015-06-05,7.321754455566406
2015-06-08,7.276562690734863
2015-06-09,7.354041576385498
2015-06-10,7.386319637298584
2015-06-11,7.412147045135498
2015-06-12,7.43797492980957
2015-06-15,7.405524730682373
2015-06-16,7.457444190979004
2015-06-17,7.373067378997803
2015-06-18,7.470427989959717
2015-06-19,7.373067378997803
2015-06-22,7.509368419647217
2015-06-23,7.580764293670654
2015-06-24,7.515858173370361
2015-06-25,7.418503761291504
2015-06-26,7.437973499298096
2015-06-29,7.269223690032959
2015-06-30,7.340620040893555
2015-07-01,7.444467067718506
2015-07-02,7.366579055786133
2015-07-06,7.360088348388672
2015-07-07,7.282207012176514
2015-07-08,7.171868324279785
2015-07-09,7.217303276062012
2015-07-10,7.275713920593262
2015-07-13,7.373067378997803
2015-07-14,7.424991130828857
2015-07-15,7.483407974243164
2015-07-16,7.515858173370361
2015-07-17,7.489897727966309
2015-07-20,7.541818618774414
2015-07-21,7.515858173370361
2015-07-22,7.528841972351074
2015-07-23,7.613212585449219
2015-07-24,7.632686138153076
2015-07-27,7.528841972351074
2015-07-28,7.58725118637085
2015-07-29,7.613212585449219
2015-07-30,7.639175891876221
2015-07-31,7.574272632598877
2015-08-03,7.593741416931152
2015-08-04,7.574272632598877
2015-08-05,7.639175891876221
2015-08-06,7.613212585449219
2015-08-07,7.528841972351074
2015-08-10,7.678118705749512
2015-08-11,7.554801940917969
2015-08-12,7.470427989959717
2015-08-13,7.541818618774414
2015-08-14,7.65864896774292
2015-08-17,7.652158260345459
2015-08-18,7.684612274169922
2015-08-19,7.554801940917969
2015-08-20,7.347108840942383
2015-08-21,7.13941764831543
2015-08-24,6.775957107543945
2015-08-25,6.6266770362854
2015-08-26,6.866820812225342
2015-08-27,7.048552989959717
2015-08-28,7.081002712249756
2015-08-31,7.081002712249756
2015-09-01,6.782446384429932
2015-09-02,6.873313903808594
2015-09-03,6.951196670532227
2015-09-04,6.847349166870117
2015-09-08,7.0355730056762695
2015-09-09,6.951196670532227
2015-09-10,7.022589683532715
2015-09-11,7.016100883483887
2015-09-14,7.048552989959717
2015-09-15,7.139922618865967
2015-09-16,7.205184459686279
2015-09-17,6.976759433746338
2015-09-18,6.761386871337891
2015-09-21,6.8658127784729
2015-09-22,6.741809844970703
2015-09-23,6.761386871337891
2015-09-24,6.735283374786377
2015-09-25,6.846231460571289
2015-09-28,6.715704917907715
2015-09-29,6.813601493835449
2015-09-30,6.918022155761719
2015-10-01,6.976759433746338
2015-10-02,6.904968738555908
2015-10-05,7.035498142242432
2015-10-06,7.028970718383789
2015-10-07,7.113815784454346
2015-10-08,7.126870632171631
2015-10-09,7.042026519775391
2015-10-12,7.087712287902832
2015-10-13,7.009391784667969
2015-10-14,6.872337341308594
2015-10-15,6.996340274810791
2015-10-16,6.983288764953613
2015-10-19,6.983288764953613
2015-10-20,7.061601638793945
2015-10-21,6.9310760498046875
2015-10-22,7.094237804412842
2015-10-23,7.263925552368164
2015-10-26,7.159502029418945
2015-10-27,7.113815784454346
2015-10-28,7.407505512237549
2015-10-29,7.374871730804443
2015-10-30,7.159502029418945
2015-11-02,7.2508721351623535
2015-11-03,7.263925552368164
2015-11-04,7.309610366821289
2015-11-05,7.394453048706055
2015-11-06,7.603299140930176
2015-11-09,7.551089286804199
2015-11-10,7.5771942138671875
2015-11-11,7.538034915924072
2015-11-12,7.3879241943359375
2015-11-13,7.322666168212891
2015-11-16,7.453190803527832
2015-11-17,7.485823631286621
2015-11-18,7.642458915710449
2015-11-19,7.655510902404785
2015-11-20,7.616352081298828
2015-11-23,7.603299140930176
2015-11-24,7.609826564788818
2015-11-25,7.609826564788818
2015-11-27,7.6750898361206055
2015-11-30,7.6294050216674805
2015-12-01,7.70119571685791
2015-12-02,7.616352081298828
2015-12-03,7.459716320037842
2015-12-04,7.668563365936279
2015-12-07,7.544561386108398
2015-12-08,7.329186916351318
2015-12-09,7.218236923217773
2015-12-10,7.237816333770752
2015-12-11,7.061601638793945
2015-12-14,7.074659824371338
2015-12-15,7.329186916351318
2015-12-16,7.394453048706055
2015-12-17,7.302514553070068
2015-12-18,7.105503082275391
2015-12-21,7.125206470489502
2015-12-22,7.2171430587768555
2015-12-23,7.322215557098389
2015-12-24,7.3616156578063965
2015-12-28,7.322215557098389
2015-12-29,7.420722007751465
