Date,ESRX
2015-01-02,84.6500015258789
2015-01-05,84.22000122070312
2015-01-06,83.27999877929688
2015-01-07,84.55999755859375
2015-01-08,86.41000366210938
2015-01-09,84.9000015258789
2015-01-12,83.08000183105469
2015-01-13,83.58000183105469
2015-01-14,84.26000213623047
2015-01-15,84.30000305175781
2015-01-16,85.37999725341797
2015-01-20,83.4800033569336
2015-01-21,83.54000091552734
2015-01-22,84.98999786376953
2015-01-23,84.80000305175781
2015-01-26,84.75
2015-01-27,83.66999816894531
2015-01-28,81.94999694824219
2015-01-29,82.27999877929688
2015-01-30,80.70999908447266
2015-02-02,81.77999877929688
2015-02-03,81.87000274658203
2015-02-04,82.33999633789062
2015-02-05,82.69499969482422
2015-02-06,81.83999633789062
2015-02-09,81.23999786376953
2015-02-10,82.23999786376953
2015-02-11,84.79000091552734
2015-02-12,84.5
2015-02-13,84.9000015258789
2015-02-17,85.19000244140625
2015-02-18,85.16999816894531
2015-02-19,85.5
2015-02-20,86.08000183105469
2015-02-23,86.72000122070312
2015-02-24,87.62000274658203
2015-02-25,85.08999633789062
2015-02-26,84.54000091552734
2015-02-27,84.79000091552734
2015-03-02,84.93000030517578
2015-03-03,84.3499984741211
2015-03-04,84.83000183105469
2015-03-05,84.27999877929688
2015-03-06,82.2699966430664
2015-03-09,81.88999938964844
2015-03-10,81.38999938964844
2015-03-11,81.23999786376953
2015-03-12,82.28500366210938
2015-03-13,81.37000274658203
2015-03-16,83.6500015258789
2015-03-17,83.01000213623047
2015-03-18,83.29000091552734
2015-03-19,83.94999694824219
2015-03-20,85.37999725341797
2015-03-23,85.30999755859375
2015-03-24,84.05999755859375
2015-03-25,83.44999694824219
2015-03-26,82.98999786376953
2015-03-27,82.37999725341797
2015-03-30,85.40499877929688
2015-03-31,86.7699966430664
2015-04-01,84.2300033569336
2015-04-02,84.58000183105469
2015-04-06,84.87999725341797
2015-04-07,84.11499786376953
2015-04-08,84.36000061035156
2015-04-09,88.47000122070312
2015-04-10,88.8499984741211
2015-04-13,88.09500122070312
2015-04-14,88.05999755859375
2015-04-15,87.05999755859375
2015-04-16,86.37000274658203
2015-04-17,85.55000305175781
2015-04-20,85.77999877929688
2015-04-21,86.0999984741211
2015-04-22,86.12000274658203
2015-04-23,86.88999938964844
2015-04-24,87.33999633789062
2015-04-27,86.83999633789062
2015-04-28,87.5
2015-04-29,84.79000091552734
2015-04-30,86.4000015258789
2015-05-01,86.5199966430664
2015-05-04,87.4000015258789
2015-05-05,84.61000061035156
2015-05-06,84.08000183105469
