Date,TEL
2015-01-02,51.520347595214844
2015-01-05,50.51716995239258
2015-01-06,49.905479431152344
2015-01-07,51.406150817871094
2015-01-08,52.441951751708984
2015-01-09,52.13201904296875
2015-01-12,51.349063873291016
2015-01-13,51.07175827026367
2015-01-14,51.300140380859375
2015-01-15,50.851566314697266
2015-01-16,51.42247009277344
2015-01-20,50.63951873779297
2015-01-21,51.16965103149414
2015-01-22,51.21856689453125
2015-01-23,51.2919807434082
2015-01-26,51.51219177246094
2015-01-27,52.71110153198242
2015-01-28,55.01103210449219
2015-01-29,55.1088752746582
2015-01-30,54.14652633666992
2015-02-02,54.537994384765625
2015-02-03,55.60642623901367
2015-02-04,55.43513488769531
2015-02-05,56.47908401489258
2015-02-06,55.989742279052734
2015-02-09,56.4627799987793
2015-02-10,56.73191452026367
2015-02-11,56.837947845458984
2015-02-12,57.40070343017578
2015-02-13,57.71061706542969
2015-02-17,57.93897247314453
2015-02-18,57.73507308959961
2015-02-19,57.906349182128906
2015-02-20,58.257057189941406
2015-02-23,58.199981689453125
2015-02-24,58.62407302856445
2015-02-25,59.09083938598633
2015-02-26,59.27098846435547
2015-02-27,59.066253662109375
2015-03-02,59.73774337768555
2015-03-03,59.811439514160156
2015-03-04,59.54122543334961
2015-03-05,59.3856086730957
2015-03-06,59.01712417602539
2015-03-09,59.066253662109375
2015-03-10,58.50940704345703
2015-03-11,58.1900520324707
2015-03-12,58.72233200073242
2015-03-13,58.17367935180664
2015-03-16,59.52482604980469
2015-03-17,59.000732421875
2015-03-18,60.04073715209961
2015-03-19,59.279178619384766
2015-03-20,60.12263870239258
2015-03-23,59.83600997924805
2015-03-24,59.31193923950195
2015-03-25,57.80516815185547
2015-03-26,57.82154083251953
2015-03-27,57.764244079589844
2015-03-30,58.73870849609375
2015-03-31,58.64863204956055
2015-04-01,58.2064323425293
2015-04-02,57.87068557739258
2015-04-06,58.271949768066406
2015-04-07,58.09177780151367
2015-04-08,57.93619918823242
2015-04-09,58.067230224609375
2015-04-10,58.14092254638672
2015-04-13,57.567691802978516
2015-04-14,57.43667984008789
2015-04-15,57.98533248901367
2015-04-16,57.75605010986328
2015-04-17,57.14188003540039
2015-04-20,57.83793640136719
2015-04-21,57.33022689819336
2015-04-22,57.43667984008789
2015-04-23,56.29843521118164
2015-04-24,56.37211990356445
2015-04-27,56.38032150268555
2015-04-28,55.94630432128906
2015-04-29,55.39765930175781
2015-04-30,54.496883392333984
2015-05-01,55.741580963134766
2015-05-04,56.666927337646484
2015-05-05,55.74977493286133
2015-05-06,55.50410079956055
2015-05-07,55.970882415771484
2015-05-08,56.42943572998047
2015-05-11,56.904396057128906
2015-05-12,56.331180572509766
2015-05-13,56.87983322143555
2015-05-14,57.4202880859375
2015-05-15,57.493995666503906
2015-05-18,57.87887191772461
2015-05-19,57.764244079589844
2015-05-20,57.64140701293945
2015-05-21,57.543121337890625
2015-05-22,57.28926086425781
2015-05-26,56.50315856933594
2015-05-27,57.59749984741211
2015-05-28,57.24367141723633
2015-05-29,56.774681091308594
2015-06-01,56.774681091308594
2015-06-02,56.931007385253906
2015-06-03,57.1943244934082
2015-06-04,56.01768112182617
2015-06-05,56.527835845947266
2015-06-08,56.2234001159668
2015-06-09,56.124637603759766
2015-06-10,56.74177551269531
2015-06-11,56.947486877441406
2015-06-12,56.61832809448242
2015-06-15,55.9024772644043
2015-06-16,56.89811325073242
2015-06-17,56.700618743896484
2015-06-18,57.32595443725586
2015-06-19,56.70885467529297
2015-06-22,57.07089614868164
2015-06-23,57.2354736328125
2015-06-24,56.0423583984375
2015-06-25,54.75054931640625
2015-06-26,54.40496063232422
2015-06-29,52.660560607910156
2015-06-30,52.90742492675781
2015-07-01,52.948551177978516
2015-07-02,52.956787109375
2015-07-06,52.42195510864258
2015-07-07,52.191558837890625
2015-07-08,50.81745529174805
2015-07-09,50.792762756347656
2015-07-10,51.35228729248047
2015-07-13,51.46747589111328
2015-07-14,51.91181182861328
2015-07-15,51.74724578857422
2015-07-16,51.664947509765625
2015-07-17,51.17949676513672
2015-07-20,51.32759475708008
2015-07-21,51.319374084472656
2015-07-22,50.76807403564453
2015-07-23,50.30731201171875
2015-07-24,49.607906341552734
2015-07-27,49.245872497558594
2015-07-28,49.92057418823242
2015-07-29,49.88766098022461
2015-07-30,49.945255279541016
2015-07-31,50.12627029418945
2015-08-03,50.15919494628906
2015-08-04,50.20856475830078
2015-08-05,51.500389099121094
2015-08-06,50.710487365722656
2015-08-07,50.94087600708008
2015-08-10,52.70994186401367
2015-08-11,51.65673065185547
2015-08-12,51.49217224121094
2015-08-13,50.89150619506836
2015-08-14,51.45102310180664
2015-08-17,51.459251403808594
2015-08-18,51.31114959716797
2015-08-19,51.32759475708008
2015-08-20,50.08513259887695
2015-08-21,48.35721206665039
2015-08-24,46.275474548339844
2015-08-25,45.69126510620117
2015-08-26,47.081871032714844
2015-08-27,48.06690216064453
2015-08-28,49.03534698486328
2015-08-31,49.07672882080078
2015-09-01,47.9344482421875
2015-09-02,48.86980438232422
2015-09-03,48.95256423950195
2015-09-04,48.19932556152344
2015-09-08,49.89617919921875
2015-09-09,49.341617584228516
2015-09-10,49.85480880737305
2015-09-11,50.29351043701172
2015-09-14,50.2686767578125
2015-09-15,51.038482666015625
2015-09-16,51.94898223876953
2015-09-17,51.61790466308594
2015-09-18,50.78187942504883
2015-09-21,50.78187942504883
2015-09-22,48.95256423950195
2015-09-23,48.67941665649414
2015-09-24,48.34004211425781
2015-09-25,48.35659408569336
2015-09-28,47.057037353515625
2015-09-29,47.677852630615234
2015-09-30,49.57338333129883
2015-10-01,49.225730895996094
2015-10-02,49.65614700317383
2015-10-05,51.15436553955078
2015-10-06,51.2205810546875
2015-10-07,51.212310791015625
2015-10-08,51.237144470214844
2015-10-09,51.15436553955078
2015-10-12,51.27852249145508
2015-10-13,50.955711364746094
2015-10-14,51.20402526855469
2015-10-15,52.263545989990234
2015-10-16,52.445648193359375
2015-10-19,52.462196350097656
2015-10-20,52.884342193603516
2015-10-21,50.64115905761719
2015-10-22,52.4787483215332
2015-10-23,52.859500885009766
2015-10-26,52.83467483520508
2015-10-27,51.684112548828125
2015-10-28,52.3380241394043
2015-10-29,53.00849151611328
2015-10-30,53.339603424072266
2015-11-02,54.27494430541992
2015-11-03,54.44877624511719
2015-11-04,54.86264419555664
2015-11-05,55.20201110839844
2015-11-06,55.08612823486328
2015-11-09,54.589481353759766
2015-11-10,54.21699523925781
2015-11-11,54.77158737182617
2015-11-12,53.836246490478516
2015-11-13,53.66242218017578
2015-11-16,54.28322982788086
2015-11-17,53.894187927246094
2015-11-18,55.218563079833984
2015-11-19,55.53308868408203
2015-11-20,55.96354675292969
2015-11-23,55.88075256347656
2015-11-24,56.05545425415039
2015-11-25,55.54803466796875
2015-11-27,56.013858795166016
2015-11-30,55.80589294433594
2015-12-01,56.230125427246094
2015-12-02,55.45653533935547
2015-12-03,54.90755081176758
2015-12-04,55.24028778076172
2015-12-07,55.10718536376953
2015-12-08,54.167240142822266
2015-12-09,53.46021270751953
2015-12-10,53.293846130371094
2015-12-11,52.40380859375
2015-12-14,52.129310607910156
2015-12-15,52.628387451171875
2015-12-16,53.39366149902344
2015-12-17,52.728214263916016
2015-12-18,52.19585418701172
2015-12-21,52.91122055053711
2015-12-22,53.560028076171875
2015-12-23,54.275386810302734
2015-12-24,54.30864715576172
2015-12-28,54.242103576660156
2015-12-29,54.6912841796875
2015-12-30,54.47500228881836
2015-12-31,53.743019104003906
