Date,MMM
2015-01-02,95.67921447753906
2015-01-05,93.5213851928711
2015-01-06,92.52413177490234
2015-01-07,93.1948013305664
2015-01-08,95.4284439086914
2015-01-09,94.25621795654297
2015-01-12,93.7430419921875
2015-01-13,93.67303466796875
2015-01-14,93.21813201904297
2015-01-15,93.11316680908203
2015-01-16,94.47782897949219
2015-01-20,94.44285583496094
2015-01-21,94.79277038574219
2015-01-22,96.74645233154297
2015-01-23,95.6559066772461
2015-01-26,95.78421020507812
2015-01-27,95.4284439086914
2015-01-28,95.60926818847656
2015-01-29,96.88642120361328
2015-01-30,94.65281677246094
2015-02-02,95.88916015625
2015-02-03,96.77560424804688
2015-02-04,96.11662292480469
2015-02-05,97.13142395019531
2015-02-06,96.8514404296875
2015-02-09,96.1341323852539
2015-02-10,96.70565032958984
2015-02-11,96.52078247070312
2015-02-12,97.3599624633789
2015-02-13,97.37753295898438
2015-02-17,97.95268249511719
2015-02-18,98.23432159423828
2015-02-19,98.05241394042969
2015-02-20,98.65685272216797
2015-02-23,99.06175231933594
2015-02-24,99.24364471435547
2015-02-25,99.10868072509766
2015-02-26,99.53120422363281
2015-02-27,98.96790313720703
2015-03-02,100.053466796875
2015-03-03,98.74488830566406
2015-03-04,98.0934829711914
2015-03-05,98.33411407470703
2015-03-06,96.45039367675781
2015-03-09,97.62986755371094
2015-03-10,95.21807098388672
2015-03-11,94.90702056884766
2015-03-12,96.51492309570312
2015-03-13,95.49974822998047
2015-03-16,97.5359878540039
2015-03-17,96.37408447265625
2015-03-18,97.68863677978516
2015-03-19,97.21324157714844
2015-03-20,97.7003402709961
2015-03-23,97.48904418945312
2015-03-24,97.60054779052734
2015-03-25,95.47627258300781
2015-03-26,95.41169738769531
2015-03-27,95.94573211669922
2015-03-30,97.44213104248047
2015-03-31,96.79659271240234
2015-04-01,95.37064361572266
2015-04-02,95.5349349975586
2015-04-06,97.107666015625
2015-04-07,97.5359878540039
2015-04-08,97.57121276855469
2015-04-09,97.87637329101562
2015-04-10,98.04064178466797
2015-04-13,97.31888580322266
2015-04-14,97.40689086914062
2015-04-15,97.67095184326172
2015-04-16,97.34820556640625
2015-04-17,94.89527893066406
2015-04-20,96.53841400146484
2015-04-21,96.2391357421875
2015-04-22,96.63227081298828
2015-04-23,93.69232177734375
2015-04-24,93.29914093017578
2015-04-27,92.70645141601562
2015-04-28,92.91184997558594
2015-04-29,92.11376190185547
2015-04-30,91.77340698242188
2015-05-01,92.5304183959961
2015-05-04,93.31674194335938
2015-05-05,92.6653823852539
2015-05-06,92.50691986083984
2015-05-07,93.07612609863281
2015-05-08,94.24391174316406
2015-05-11,93.83314514160156
2015-05-12,93.93293762207031
2015-05-13,94.66058349609375
2015-05-14,95.74030303955078
2015-05-15,95.82836151123047
2015-05-18,95.57601928710938
2015-05-19,95.72272491455078
2015-05-20,95.60755157470703
2015-05-21,95.70205688476562
2015-05-22,95.06427764892578
2015-05-26,94.2434310913086
2015-05-27,95.08788299560547
2015-05-28,94.99930572509766
2015-05-29,93.94224548339844
2015-06-01,93.88319396972656
2015-06-02,93.94224548339844
2015-06-03,94.58003997802734
2015-06-04,93.51118469238281
2015-06-05,92.76118469238281
2015-06-08,92.47183990478516
2015-06-09,92.70214080810547
2015-06-10,93.91863250732422
2015-06-11,94.40290069580078
2015-06-12,93.32810974121094
2015-06-15,92.0466537475586
2015-06-16,92.41278076171875
2015-06-17,92.68444061279297
2015-06-18,94.26115417480469
2015-06-19,93.86549377441406
2015-06-22,94.29658508300781
2015-06-23,94.39105987548828
2015-06-24,93.0328598022461
2015-06-25,92.07615661621094
2015-06-26,92.76709747314453
2015-06-29,90.9128189086914
2015-06-30,91.11949920654297
2015-07-01,91.91670989990234
2015-07-02,91.75727081298828
2015-07-06,91.58011627197266
2015-07-07,91.78679656982422
2015-07-08,90.18055725097656
2015-07-09,90.79469299316406
2015-07-10,91.50335693359375
2015-07-13,92.40096282958984
2015-07-14,92.58404541015625
2015-07-15,92.12342071533203
2015-07-16,92.81434631347656
2015-07-17,92.5308609008789
2015-07-20,92.78482055664062
2015-07-21,91.9817123413086
2015-07-22,91.77497100830078
2015-07-23,88.28492736816406
2015-07-24,88.18455505371094
2015-07-27,87.81841278076172
2015-07-28,89.23570251464844
2015-07-29,89.43648529052734
2015-07-30,89.50733947753906
2015-07-31,89.37152099609375
2015-08-03,88.65106201171875
