Date,FE
2015-01-02,24.272390365600586
2015-01-05,23.62224578857422
2015-01-06,23.74607276916504
2015-01-07,23.944223403930664
2015-01-08,24.160940170288086
2015-01-09,24.129981994628906
2015-01-12,23.814178466796875
2015-01-13,23.91944694519043
2015-01-14,24.48910903930664
2015-01-15,24.72440528869629
2015-01-16,25.337406158447266
2015-01-20,25.362171173095703
2015-01-21,25.572708129882812
2015-01-22,25.312641143798828
2015-01-23,25.52935791015625
2015-01-26,25.60366439819336
2015-01-27,25.467439651489258
2015-01-28,25.225950241088867
2015-01-29,25.616039276123047
2015-01-30,24.97208595275879
2015-02-02,24.98447036743164
2015-02-03,25.040189743041992
2015-02-04,25.090173721313477
2015-02-05,25.633710861206055
2015-02-06,24.32796859741211
2015-02-09,23.709463119506836
2015-02-10,24.1280460357666
2015-02-11,23.45956039428711
2015-02-12,23.222158432006836
2015-02-13,23.259645462036133
2015-02-17,23.072216033935547
2015-02-18,22.55992317199707
2015-02-19,22.634885787963867
2015-02-20,22.39747428894043
2015-02-23,22.241287231445312
2015-02-24,22.53491973876953
2015-02-25,22.39747428894043
2015-02-26,22.24753761291504
2015-02-27,21.85393714904785
2015-03-02,21.422853469848633
2015-03-03,21.466594696044922
2015-03-04,21.43535614013672
2015-03-05,21.710243225097656
2015-03-06,21.304155349731445
2015-03-09,21.335384368896484
2015-03-10,21.491592407226562
2015-03-11,21.347883224487305
2015-03-12,21.96015167236328
2015-03-13,21.616539001464844
2015-03-16,21.935161590576172
2015-03-17,21.903928756713867
2015-03-18,22.55992317199707
2015-03-19,22.45370101928711
2015-03-20,22.728601455688477
2015-03-23,22.728601455688477
2015-03-24,22.30376625061035
2015-03-25,21.816457748413086
2015-03-26,21.68526268005371
2015-03-27,21.641525268554688
2015-03-30,22.185060501098633
2015-03-31,21.903928756713867
2015-04-01,21.547813415527344
2015-04-02,22.078847885131836
2015-04-06,22.353742599487305
2015-04-07,22.37248992919922
2015-04-08,22.272525787353516
2015-04-09,22.310007095336914
2015-04-10,22.647380828857422
2015-04-13,22.297510147094727
2015-04-14,22.328752517700195
2015-04-15,22.328752517700195
2015-04-16,22.02262306213379
2015-04-17,21.910171508789062
2015-04-20,22.55367088317871
2015-04-21,22.172571182250977
2015-04-22,22.178810119628906
2015-04-23,22.241287231445312
2015-04-24,22.69110870361328
2015-04-27,22.641130447387695
2015-04-28,22.716106414794922
2015-04-29,22.703611373901367
2015-04-30,22.434965133666992
2015-05-01,22.647380828857422
2015-05-04,22.89728355407715
2015-05-05,22.27895164489746
2015-05-06,21.976091384887695
2015-05-07,21.925613403320312
2015-05-08,22.1401424407959
2015-05-11,22.04549217224121
2015-05-12,21.99501609802246
2015-05-13,21.79311752319336
2015-05-14,22.051809310913086
2015-05-15,22.234783172607422
2015-05-18,22.291566848754883
2015-05-19,22.398826599121094
2015-05-20,22.60704803466797
2015-05-21,22.663820266723633
2015-05-22,22.720619201660156
2015-05-26,22.55657196044922
2015-05-27,22.62596893310547
2015-05-28,22.75847053527832
2015-05-29,22.51239776611328
2015-06-01,22.461925506591797
2015-06-02,22.089664459228516
2015-06-03,21.755260467529297
2015-06-04,21.799419403076172
2015-06-05,21.70478630065918
2015-06-08,21.64168930053711
2015-06-09,21.401926040649414
2015-06-10,21.79311752319336
2015-06-11,21.780498504638672
2015-06-12,21.244182586669922
2015-06-15,21.00442886352539
2015-06-16,21.0485897064209
2015-06-17,21.09276008605957
2015-06-18,21.477642059326172
2015-06-19,21.32620620727539
2015-06-22,21.256805419921875
2015-06-23,20.991804122924805
2015-06-24,20.821447372436523
2015-06-25,20.733118057250977
2015-06-26,20.663700103759766
2015-06-29,20.57537841796875
2015-06-30,20.537519454956055
2015-07-01,20.701568603515625
2015-07-02,20.953943252563477
2015-07-06,21.017044067382812
2015-07-07,21.49025535583496
2015-07-08,21.319904327392578
2015-07-09,21.11799430847168
2015-07-10,21.23787498474121
2015-07-13,21.244182586669922
2015-07-14,21.2126407623291
2015-07-15,21.36407470703125
2015-07-16,21.88776397705078
2015-07-17,21.70478630065918
2015-07-20,21.4334774017334
2015-07-21,20.99811553955078
2015-07-22,21.023351669311523
2015-07-23,20.392404556274414
2015-07-24,20.373470306396484
2015-07-27,20.663700103759766
2015-07-28,20.695249557495117
2015-07-29,20.57537841796875
2015-07-30,20.796213150024414
2015-07-31,21.427160263061523
2015-08-03,21.72371482849121
2015-08-04,21.26942253112793
2015-08-05,21.40335464477539
2015-08-06,21.66484260559082
2015-08-07,21.84977912902832
2015-08-10,21.766881942749023
2015-08-11,21.805143356323242
2015-08-12,22.0730037689209
2015-08-13,21.970964431762695
2015-08-14,22.18780517578125
2015-08-17,22.238828659057617
2015-08-18,22.098514556884766
2015-08-19,22.245203018188477
2015-08-20,21.92632293701172
2015-08-21,21.677589416503906
2015-08-24,20.88038444519043
2015-08-25,20.229869842529297
2015-08-26,20.49772834777832
2015-08-27,20.73369789123535
2015-08-28,20.720949172973633
2015-08-31,20.382932662963867
2015-09-01,19.75792121887207
2015-09-02,19.6813907623291
2015-09-03,19.93012046813965
2015-09-04,19.509197235107422
2015-09-08,19.885478973388672
2015-09-09,19.63037109375
2015-09-10,19.496442794799805
2015-09-11,19.509197235107422
2015-09-14,19.694143295288086
2015-09-15,19.891857147216797
2015-09-16,20.140586853027344
2015-09-17,20.229869842529297
2015-09-18,19.85358238220215
2015-09-21,19.993896484375
2015-09-22,19.70690155029297
2015-09-23,19.432661056518555
2015-09-24,19.592103958129883
2015-09-25,19.79619026184082
2015-09-28,19.713279724121094
2015-09-29,19.66225814819336
2015-09-30,19.968385696411133
2015-10-01,19.509197235107422
2015-10-02,19.738788604736328
2015-10-05,20.153337478637695
2015-10-06,19.866348266601562
2015-10-07,19.78981590270996
2015-10-08,19.987520217895508
2015-10-09,20.127824783325195
2015-10-12,20.663549423217773
2015-10-13,20.61890411376953
2015-10-14,20.727323532104492
2015-10-15,20.88038444519043
2015-10-16,20.727323532104492
2015-10-19,20.54874610900879
2015-10-20,20.810237884521484
2015-10-21,20.561506271362305
2015-10-22,20.73369789123535
2015-10-23,20.19798469543457
2015-10-26,19.955631256103516
2015-10-27,19.891857147216797
2015-10-28,19.668636322021484
2015-10-29,19.6558837890625
2015-10-30,19.898229598999023
2015-11-02,19.872724533081055
2015-11-03,19.815322875976562
2015-11-04,19.99599266052246
2015-11-05,19.615293502807617
2015-11-06,18.89908218383789
2015-11-09,18.789392471313477
2015-11-10,19.021678924560547
2015-11-11,19.492704391479492
2015-11-12,19.460437774658203
2015-11-13,19.744346618652344
2015-11-16,19.6411075592041
2015-11-17,19.39591407775879
2015-11-18,19.62174415588379
2015-11-19,20.137939453125
2015-11-20,20.3186092376709
2015-11-23,20.11212730407715
2015-11-24,20.10567855834961
2015-11-25,19.957273483276367
2015-11-27,20.099227905273438
2015-11-30,20.25408172607422
2015-12-01,20.8218936920166
2015-12-02,20.6347713470459
2015-12-03,20.679943084716797
2015-12-04,21.17677879333496
2015-12-07,20.9573974609375
2015-12-08,20.58316421508789
2015-12-09,20.679943084716797
2015-12-10,20.357324600219727
2015-12-11,20.299257278442383
2015-12-14,19.989538192749023
2015-12-15,20.086318969726562
2015-12-16,20.415386199951172
2015-12-17,20.344417572021484
2015-12-18,20.008888244628906
2015-12-21,20.047609329223633
2015-12-22,20.467016220092773
2015-12-23,20.950942993164062
2015-12-24,21.03483009338379
2015-12-28,21.060638427734375
2015-12-29,21.03483009338379
2015-12-30,20.834802627563477
2015-12-31,20.47347068786621
