Date,CRM
2015-01-02,58.382843017578125
2015-01-05,57.32832717895508
2015-01-06,56.37236404418945
2015-01-07,56.106266021728516
2015-01-08,57.742244720458984
2015-01-09,57.3184700012207
2015-01-12,56.89468765258789
2015-01-13,57.13121795654297
2015-01-14,56.42163848876953
2015-01-15,54.31260299682617
2015-01-16,55.82046127319336
2015-01-20,56.461063385009766
2015-01-21,56.87498474121094
2015-01-22,57.16078567504883
2015-01-23,57.77181625366211
2015-01-26,58.91503143310547
2015-01-27,56.953826904296875
2015-01-28,55.53466033935547
2015-01-29,57.25933837890625
2015-01-30,55.633216857910156
2015-02-02,56.451202392578125
2015-02-03,57.761959075927734
2015-02-04,58.13645935058594
2015-02-05,58.40255355834961
2015-02-06,58.31386184692383
2015-02-09,57.14107131958008
2015-02-10,57.93935775756836
2015-02-11,57.94921112060547
2015-02-12,60.37361526489258
2015-02-13,61.94060516357422
2015-02-17,61.17189407348633
2015-02-18,62.08843994140625
2015-02-19,61.90119552612305
2015-02-20,62.81773376464844
2015-02-23,61.67451858520508
2015-02-24,61.0339241027832
2015-02-25,61.9603157043457
2015-02-26,69.22367858886719
2015-02-27,68.37612915039062
2015-03-02,67.46943664550781
2015-03-03,65.98128509521484
2015-03-04,63.94123840332031
2015-03-05,64.64096069335938
2015-03-06,63.62586212158203
2015-03-09,64.53255462646484
2015-03-10,62.837440490722656
2015-03-11,62.75859832763672
2015-03-12,64.01022338867188
2015-03-13,63.665283203125
2015-03-16,65.46881866455078
2015-03-17,66.57260131835938
2015-03-18,67.5581283569336
2015-03-19,67.88336181640625
2015-03-20,66.71058654785156
2015-03-23,66.6810073852539
2015-03-24,66.39520263671875
2015-03-25,64.82821655273438
2015-03-26,65.03516387939453
2015-03-27,65.58707427978516
2015-03-30,65.88273620605469
2015-03-31,65.84331512451172
2015-04-01,65.1238784790039
2015-04-02,65.7151870727539
2015-04-06,66.95695495605469
2015-04-07,67.21319580078125
2015-04-08,67.22306823730469
2015-04-09,66.75984954833984
2015-04-10,66.66130065917969
2015-04-13,66.10940551757812
2015-04-14,65.9418716430664
2015-04-15,66.23754119873047
2015-04-16,66.92739868164062
2015-04-17,64.85778045654297
2015-04-20,65.93202209472656
2015-04-21,66.40505981445312
2015-04-22,66.73028564453125
2015-04-23,67.47930145263672
2015-04-24,66.84856414794922
2015-04-27,66.85840606689453
2015-04-28,65.92214965820312
2015-04-29,73.56986236572266
