Date,INTC
2015-01-02,27.89645767211914
2015-01-05,27.58188819885254
2015-01-06,27.06785774230957
2015-01-07,27.635601043701172
2015-01-08,28.149633407592773
2015-01-09,28.203346252441406
2015-01-12,28.080583572387695
2015-01-13,28.00387954711914
2015-01-14,27.888782501220703
2015-01-15,27.766021728515625
2015-01-16,27.96550750732422
2015-01-20,27.689298629760742
2015-01-21,27.988521575927734
2015-01-22,28.318437576293945
2015-01-23,27.96550750732422
2015-01-26,27.474485397338867
2015-01-27,26.23157501220703
2015-01-28,25.91700553894043
2015-01-29,26.246912002563477
2015-01-30,25.349252700805664
2015-02-02,25.817262649536133
2015-02-03,25.855628967285156
2015-02-04,25.96381187438965
2015-02-05,26.22654151916504
2015-02-06,25.731992721557617
2015-02-09,25.446083068847656
2015-02-10,26.041086196899414
2015-02-11,25.925172805786133
2015-02-12,26.37335968017578
2015-02-13,26.55108642578125
2015-02-17,26.8447265625
2015-02-18,26.481542587280273
2015-02-19,26.435178756713867
2015-02-20,26.589719772338867
2015-02-23,26.087444305419922
2015-02-24,26.589719772338867
2015-02-25,26.234268188476562
2015-02-26,26.002445220947266
2015-02-27,25.693355560302734
2015-03-02,26.31926727294922
2015-03-03,26.35017204284668
2015-03-04,26.365633010864258
2015-03-05,26.06426239013672
2015-03-06,25.646987915039062
2015-03-09,25.283802032470703
2015-03-10,24.495615005493164
2015-03-11,24.982444763183594
2015-03-12,23.800161361694336
2015-03-13,23.900615692138672
2015-03-16,23.823341369628906
2015-03-17,23.63788414001465
2015-03-18,23.869701385498047
2015-03-19,23.75379753112793
2015-03-20,24.19425392150879
2015-03-23,24.109254837036133
2015-03-24,23.792428970336914
2015-03-25,23.096975326538086
2015-03-26,23.243789672851562
2015-03-27,24.72743797302246
2015-03-30,24.310165405273438
2015-03-31,24.16335105895996
2015-04-01,23.807884216308594
2015-04-02,23.807884216308594
2015-04-06,23.985620498657227
2015-04-07,24.155614852905273
2015-04-08,24.19425392150879
2015-04-09,24.14016342163086
2015-04-10,24.673349380493164
2015-04-13,24.518798828125
2015-04-14,24.33333969116211
2015-04-15,25.368812561035156
2015-04-16,25.399707794189453
2015-04-17,25.090620040893555
2015-04-20,25.291528701782227
2015-04-21,25.059711456298828
2015-04-22,25.268352508544922
2015-04-23,24.997892379760742
2015-04-24,24.78926658630371
2015-04-27,25.113807678222656
2015-04-28,25.515625
2015-04-29,25.41517448425293
2015-04-30,25.152441024780273
2015-05-01,25.824724197387695
2015-05-04,25.832443237304688
2015-05-05,25.40437126159668
2015-05-06,25.07748031616211
2015-05-07,25.09304428100586
2015-05-08,25.528902053833008
2015-05-11,25.44329071044922
2015-05-12,25.100828170776367
2015-05-13,25.40437126159668
2015-05-14,25.661218643188477
2015-05-15,25.676786422729492
2015-05-18,26.003679275512695
2015-05-19,25.801311492919922
2015-05-20,25.9725399017334
2015-05-21,26.112642288208008
2015-05-22,26.03481674194336
2015-05-26,25.76239585876465
2015-05-27,26.237167358398438
2015-05-28,26.47066307067871
2015-05-29,26.820907592773438
2015-06-01,26.39283561706543
2015-06-02,25.894718170166016
2015-06-03,25.474414825439453
2015-06-04,25.14752960205078
2015-06-05,24.781715393066406
2015-06-08,24.36141586303711
2015-06-09,24.322505950927734
2015-06-10,24.766149520874023
2015-06-11,24.78949737548828
2015-06-12,24.376985549926758
2015-06-15,24.431472778320312
2015-06-16,24.626049041748047
2015-06-17,24.867326736450195
2015-06-18,25.202014923095703
2015-06-19,24.960729598999023
2015-06-22,25.10860824584961
2015-06-23,24.976289749145508
2015-06-24,24.83619499206543
2015-06-25,24.89846420288086
2015-06-26,24.14349365234375
2015-06-29,23.65315055847168
2015-06-30,23.676504135131836
2015-07-01,23.489702224731445
2015-07-02,23.785465240478516
2015-07-06,23.380735397338867
2015-07-07,23.27177619934082
2015-07-08,22.96044921875
2015-07-09,22.51680564880371
2015-07-10,22.70359992980957
2015-07-13,23.13945960998535
2015-07-14,23.077192306518555
2015-07-15,23.10832977294922
2015-07-16,23.27177619934082
2015-07-17,22.93709945678711
2015-07-20,22.64911651611328
2015-07-21,22.353349685668945
2015-07-22,22.267744064331055
2015-07-23,22.25995635986328
2015-07-24,21.839664459228516
2015-07-27,22.065378189086914
2015-07-28,22.540149688720703
2015-07-29,22.579063415527344
2015-07-30,22.501237869262695
2015-07-31,22.532367706298828
2015-08-03,22.610200881958008
2015-08-04,22.672466278076172
2015-08-05,22.852968215942383
2015-08-06,22.766633987426758
2015-08-07,22.664613723754883
2015-08-10,23.26105308532715
2015-08-11,22.73525047302246
2015-08-12,23.119794845581055
2015-08-13,22.656766891479492
2015-08-14,22.774486541748047
2015-08-17,22.821578979492188
2015-08-18,22.688161849975586
2015-08-19,22.256534576416016
2015-08-20,21.60515785217285
2015-08-21,20.84391212463379
2015-08-24,20.600629806518555
2015-08-25,20.30241584777832
2015-08-26,21.424657821655273
2015-08-27,21.754268646240234
2015-08-28,22.303617477416992
2015-08-31,22.397789001464844
2015-09-01,21.832746505737305
2015-09-02,22.444881439208984
2015-09-03,22.821578979492188
2015-09-04,22.382097244262695
2015-09-08,23.15118980407715
2015-09-09,22.947139739990234
2015-09-10,22.970680236816406
2015-09-11,23.127639770507812
2015-09-14,23.06485366821289
2015-09-15,23.331684112548828
2015-09-16,23.363079071044922
2015-09-17,23.31599235534668
2015-09-18,22.774486541748047
2015-09-21,22.88436508178711
2015-09-22,22.499813079833984
2015-09-23,22.55475425720215
2015-09-24,22.350706100463867
2015-09-25,22.60968017578125
2015-09-28,22.57044792175293
2015-09-29,22.947139739990234
2015-09-30,23.6534481048584
2015-10-01,23.543575286865234
2015-10-02,23.943822860717773
2015-10-05,24.4931697845459
2015-10-06,24.909107208251953
2015-10-07,25.364280700683594
2015-10-08,25.521242141723633
2015-10-09,25.22301483154297
2015-10-12,25.277957916259766
2015-10-13,25.14453887939453
2015-10-14,25.740982055664062
2015-10-15,25.701744079589844
2015-10-16,25.929325103759766
2015-10-19,26.3609619140625
2015-10-20,26.243236541748047
2015-10-21,26.18830108642578
2015-10-22,26.99664306640625
2015-10-23,27.389028549194336
2015-10-26,27.145750045776367
2015-10-27,27.051578521728516
2015-10-28,27.23992156982422
2015-10-29,26.706262588500977
2015-10-30,26.572853088378906
2015-11-02,26.769044876098633
2015-11-03,26.92601776123047
2015-11-04,26.98921775817871
2015-11-05,26.870681762695312
2015-11-06,26.74423599243164
2015-11-09,26.356975555419922
2015-11-10,26.24633026123047
2015-11-11,25.9697208404541
2015-11-12,25.606176376342773
2015-11-13,25.37698745727539
2015-11-16,25.369083404541016
2015-11-17,25.795854568481445
2015-11-18,26.206825256347656
2015-11-19,27.10778045654297
2015-11-20,27.392288208007812
2015-11-23,27.250030517578125
2015-11-24,27.15519905090332
2015-11-25,27.226320266723633
2015-11-27,27.234224319458008
2015-11-30,27.47922706604004
2015-12-01,27.732128143310547
2015-12-02,27.52664566040039
2015-12-03,26.902299880981445
2015-12-04,27.613584518432617
2015-12-07,27.653095245361328
2015-12-08,27.463422775268555
2015-12-09,27.510835647583008
2015-12-10,27.47922706604004
2015-12-11,27.08407211303711
2015-12-14,27.242136001586914
2015-12-15,27.803260803222656
2015-12-16,27.898096084594727
2015-12-17,27.58987045288086
2015-12-18,26.767940521240234
2015-12-21,27.060359954833984
2015-12-22,27.44761085510254
2015-12-23,27.660995483398438
2015-12-24,27.645187377929688
2015-12-28,27.60567855834961
2015-12-29,28.008737564086914
2015-12-30,27.653095245361328
2015-12-31,27.226320266723633
