Date,C
2015-01-02,40.01399612426758
2015-01-05,38.75295639038086
2015-01-06,37.388675689697266
2015-01-07,37.73527526855469
2015-01-08,38.3031120300293
2015-01-09,37.44766616821289
2015-01-12,37.15269088745117
2015-01-13,36.8872184753418
2015-01-14,36.17188262939453
2015-01-15,34.82971954345703
2015-01-16,35.10994338989258
2015-01-20,34.85185241699219
2015-01-21,35.2058219909668
2015-01-22,36.55535888671875
2015-01-23,35.85477828979492
2015-01-26,36.053897857666016
2015-01-27,35.62617111206055
2015-01-28,34.74122619628906
2015-01-29,35.12479019165039
2015-01-30,34.63059997558594
2015-02-02,35.19854736328125
2015-02-03,36.05417251586914
2015-02-04,35.700111389160156
2015-02-05,35.80338668823242
2015-02-06,36.245948791503906
2015-02-09,36.29758071899414
2015-02-10,36.43034362792969
2015-02-11,36.64427185058594
2015-02-12,37.53675842285156
2015-02-13,37.76542282104492
2015-02-17,38.12685012817383
2015-02-18,37.92768478393555
2015-02-19,37.70640182495117
2015-02-20,38.1932373046875
2015-02-23,37.85392761230469
2015-02-24,38.281734466552734
2015-02-25,38.42189407348633
2015-02-26,38.65791702270508
2015-02-27,38.6652946472168
2015-03-02,39.45453643798828
2015-03-03,39.631561279296875
2015-03-04,39.58729553222656
2015-03-05,39.50616455078125
2015-03-06,39.13736343383789
2015-03-09,39.05623245239258
2015-03-10,37.78754425048828
2015-03-11,38.59891128540039
2015-03-12,39.889713287353516
2015-03-13,39.491416931152344
2015-03-16,39.602046966552734
2015-03-17,39.71269989013672
2015-03-18,39.624176025390625
2015-03-19,38.63579177856445
2015-03-20,39.07836151123047
2015-03-23,38.70954132080078
2015-03-24,38.31124496459961
2015-03-25,37.898193359375
2015-03-26,37.75804138183594
2015-03-27,37.617889404296875
2015-03-30,38.089962005615234
2015-03-31,38.001441955566406
2015-04-01,38.07521438598633
2015-04-02,38.25223922729492
2015-04-06,38.07521438598633
2015-04-07,38.001441955566406
2015-04-08,38.27436447143555
2015-04-09,38.45138168334961
2015-04-10,38.67265701293945
2015-04-13,38.84232711791992
2015-04-14,38.893959045410156
2015-04-15,39.248008728027344
2015-04-16,39.8454704284668
2015-04-17,39.14474105834961
2015-04-20,39.240631103515625
2015-04-21,38.70954132080078
2015-04-22,39.1668701171875
2015-04-23,39.255374908447266
2015-04-24,39.01934814453125
2015-04-27,38.945579528808594
2015-04-28,39.10786056518555
2015-04-29,39.653690338134766
2015-04-30,39.32914733886719
2015-05-01,39.653690338134766
2015-05-04,39.95610046386719
2015-05-05,39.35128402709961
2015-05-06,38.960330963134766
2015-05-07,39.35901641845703
2015-05-08,39.88322830200195
2015-05-11,39.8463134765625
2015-05-12,39.67649459838867
2015-05-13,40.016117095947266
2015-05-14,40.31143569946289
2015-05-15,40.04564666748047
2015-05-18,40.36311721801758
2015-05-19,40.85041046142578
2015-05-20,40.525543212890625
2015-05-21,40.488624572753906
2015-05-22,40.584617614746094
2015-05-26,40.04564666748047
2015-05-27,40.51076889038086
2015-05-28,40.2745246887207
2015-05-29,39.92750549316406
2015-06-01,40.20069885253906
2015-06-02,40.40003204345703
2015-06-03,41.07188415527344
2015-06-04,40.85041046142578
2015-06-05,41.52225875854492
2015-06-08,41.08666229248047
2015-06-09,41.345062255859375
2015-06-10,42.09813690185547
2015-06-11,42.23841094970703
2015-06-12,42.164588928222656
2015-06-15,41.824954986572266
2015-06-16,42.13505554199219
2015-06-17,41.743751525878906
2015-06-18,41.90617370605469
2015-06-19,41.5148811340332
2015-06-22,42.04644775390625
2015-06-23,42.371307373046875
2015-06-24,41.83235168457031
2015-06-25,41.48533630371094
2015-06-26,41.5960807800293
2015-06-29,40.51816940307617
2015-06-30,40.783958435058594
2015-07-01,41.10881042480469
2015-07-02,40.87992858886719
2015-07-06,40.665828704833984
2015-07-07,40.23760986328125
2015-07-08,38.98247528076172
2015-07-09,39.654354095458984
2015-07-10,40.28190612792969
2015-07-13,41.00543975830078
2015-07-14,41.278621673583984
2015-07-15,41.6846809387207
2015-07-16,43.257266998291016
