Date,EOG
2015-01-02,66.31719207763672
2015-01-05,62.31975555419922
2015-01-06,60.5439338684082
2015-01-07,60.162864685058594
2015-01-08,62.46354293823242
2015-01-09,62.880558013916016
2015-01-12,60.75959396362305
2015-01-13,61.15504837036133
2015-01-14,63.20669174194336
2015-01-15,62.33502960205078
2015-01-16,65.05807495117188
2015-01-20,64.35213470458984
2015-01-21,65.22379302978516
2015-01-22,65.0940933227539
2015-01-23,65.40387725830078
2015-01-26,66.51329040527344
2015-01-27,66.99593353271484
2015-01-28,63.46603775024414
2015-01-29,64.04955291748047
2015-01-30,64.135986328125
2015-02-02,66.6501235961914
2015-02-03,69.38041687011719
2015-02-04,68.57357025146484
2015-02-05,69.29398345947266
2015-02-06,69.00581359863281
2015-02-09,69.12106323242188
2015-02-10,68.62400817871094
2015-02-11,67.1400146484375
2015-02-12,68.2926254272461
2015-02-13,69.81986236572266
2015-02-17,69.51007080078125
2015-02-18,68.66002655029297
2015-02-19,67.57225036621094
2015-02-20,65.61280822753906
2015-02-23,66.22511291503906
2015-02-24,65.99459838867188
2015-02-25,67.01753997802734
2015-02-26,64.92843627929688
2015-02-27,64.63307189941406
2015-03-02,64.1576156616211
2015-03-03,65.10132598876953
2015-03-04,65.1877670288086
2015-03-05,64.53942108154297
2015-03-06,63.804603576660156
2015-03-09,63.19234085083008
2015-03-10,62.090084075927734
2015-03-11,62.34941864013672
2015-03-12,61.74433135986328
2015-03-13,61.51378631591797
2015-03-16,63.321964263916016
2015-03-17,62.52956771850586
2015-03-18,65.31022644042969
2015-03-19,64.49617767333984
2015-03-20,65.32463073730469
2015-03-23,64.1143798828125
2015-03-24,63.999114990234375
2015-03-25,64.80596160888672
2015-03-26,65.81449127197266
2015-03-27,65.23819732666016
2015-03-30,66.37640380859375
2015-03-31,66.05223083496094
2015-04-01,65.7136459350586
2015-04-02,66.7870101928711
2015-04-06,68.34306335449219
2015-04-07,67.91081237792969
2015-04-08,67.7451400756836
2015-04-09,68.94815826416016
2015-04-10,69.5821304321289
2015-04-13,68.21338653564453
2015-04-14,69.61197662353516
2015-04-15,70.6944808959961
2015-04-16,70.72332763671875
2015-04-17,70.16765594482422
2015-04-20,70.53572082519531
2015-04-21,69.70578002929688
2015-04-22,70.50685119628906
2015-04-23,70.91820526123047
2015-04-24,69.79962158203125
2015-04-27,70.26144409179688
2015-04-28,71.0553207397461
2015-04-29,71.97904968261719
2015-04-30,71.4089126586914
2015-05-01,71.37285614013672
2015-05-04,71.72647857666016
2015-05-05,68.22637939453125
2015-05-06,68.61608123779297
2015-05-07,67.47584533691406
2015-05-08,67.47584533691406
2015-05-11,66.11186981201172
2015-05-12,67.410888671875
2015-05-13,66.10467529296875
2015-05-14,65.47684478759766
2015-05-15,65.28917694091797
2015-05-18,66.24900817871094
2015-05-19,65.1376724243164
2015-05-20,65.28194427490234
2015-05-21,66.0252685546875
2015-05-22,65.1376724243164
2015-05-26,64.33662414550781
2015-05-27,64.22833251953125
2015-05-28,64.33662414550781
2015-05-29,64.00464630126953
2015-06-01,64.05514526367188
2015-06-02,64.78401947021484
2015-06-03,64.2355728149414
2015-06-04,63.059268951416016
2015-06-05,64.71906280517578
2015-06-08,64.30773162841797
2015-06-09,64.29328918457031
2015-06-10,65.24589538574219
2015-06-11,65.41910552978516
2015-06-12,64.6108169555664
2015-06-15,64.38713073730469
2015-06-16,65.00772857666016
2015-06-17,64.24275970458984
