Date,EOG
2015-06-18,64.09123992919922
2015-06-19,63.70153045654297
2015-06-22,63.56440353393555
2015-06-23,64.07679748535156
2015-06-24,63.752044677734375
2015-06-25,63.25408172607422
2015-06-26,63.54998016357422
2015-06-29,62.243751525878906
2015-06-30,63.181949615478516
2015-07-01,61.89735412597656
2015-07-02,61.8251838684082
2015-07-06,61.40663146972656
2015-07-07,62.58293151855469
2015-07-08,60.9736213684082
2015-07-09,61.558170318603516
2015-07-10,61.00971221923828
2015-07-13,60.77153015136719
2015-07-14,61.507659912109375
2015-07-15,60.19742965698242
2015-07-16,59.58277893066406
2015-07-17,58.208927154541016
2015-07-20,56.3505744934082
2015-07-21,55.91670227050781
2015-07-22,55.02007293701172
2015-07-23,55.186397552490234
2015-07-24,54.34761428833008
2015-07-27,52.923099517822266
2015-07-28,55.569602966308594
2015-07-29,56.213165283203125
2015-07-30,56.791656494140625
2015-07-31,55.81548309326172
2015-08-03,55.27315139770508
2015-08-04,55.490089416503906
2015-08-05,55.02007293701172
2015-08-06,56.16979217529297
2015-08-07,53.33524703979492
2015-08-10,55.150230407714844
2015-08-11,55.89501190185547
2015-08-12,57.79673767089844
2015-08-13,57.615966796875
2015-08-14,57.79673767089844
2015-08-17,57.85460662841797
2015-08-18,58.143856048583984
2015-08-19,55.72872543334961
2015-08-20,55.48285675048828
2015-08-21,54.13068389892578
2015-08-24,50.081363677978516
2015-08-25,49.430580139160156
2015-08-26,51.332298278808594
2015-08-27,54.80315017700195
2015-08-28,55.90223693847656
2015-08-31,56.62535858154297
2015-09-01,54.969459533691406
2015-09-02,56.19148254394531
2015-09-03,56.003475189208984
2015-09-04,55.598541259765625
2015-09-08,56.155338287353516
2015-09-09,55.62746047973633
2015-09-10,56.44457244873047
2015-09-11,55.78654861450195
2015-09-14,55.26591491699219
2015-09-15,55.85886764526367
2015-09-16,57.80398941040039
2015-09-17,57.601524353027344
2015-09-18,55.14299011230469
2015-09-21,55.33101272583008
2015-09-22,54.3909912109375
2015-09-23,52.814659118652344
2015-09-24,52.973731994628906
2015-09-25,52.633880615234375
2015-09-28,50.20427703857422
2015-09-29,50.71043014526367
2015-09-30,52.641109466552734
2015-10-01,53.21234893798828
2015-10-02,55.72146224975586
2015-10-05,58.3173828125
2015-10-06,59.900936126708984
2015-10-07,60.57341766357422
2015-10-08,62.937931060791016
2015-10-09,63.125938415527344
2015-10-12,62.207603454589844
2015-10-13,61.665287017822266
2015-10-14,62.149261474609375
2015-10-15,63.13460922241211
2015-10-16,63.395423889160156
2015-10-19,61.44649124145508
2015-10-20,61.48994445800781
2015-10-21,60.700225830078125
2015-10-22,62.16376876831055
2015-10-23,61.89569854736328
2015-10-26,60.41768264770508
2015-10-27,59.917762756347656
2015-10-28,61.431983947753906
2015-10-29,61.960880279541016
2015-10-30,62.20001220703125
2015-11-02,62.35933303833008
2015-11-03,64.08372497558594
2015-11-04,62.649200439453125
2015-11-05,62.649200439453125
2015-11-06,61.77977752685547
2015-11-09,61.85222625732422
2015-11-10,62.72888946533203
2015-11-11,60.366943359375
2015-11-12,59.185997009277344
2015-11-13,59.591697692871094
2015-11-16,61.431983947753906
2015-11-17,60.120643615722656
2015-11-18,61.69282150268555
2015-11-19,59.88151931762695
2015-11-20,59.86703109741211
2015-11-23,59.82355499267578
2015-11-24,61.685585021972656
2015-11-25,60.51909637451172
2015-11-27,59.42507553100586
2015-11-30,60.44664764404297
2015-12-01,60.895877838134766
2015-12-02,58.58461380004883
2015-12-03,58.6788215637207
2015-12-04,58.31657409667969
2015-12-07,55.20113754272461
2015-12-08,55.867679595947266
2015-12-09,56.78782272338867
2015-12-10,56.64291763305664
2015-12-11,54.2592658996582
2015-12-14,55.68654251098633
2015-12-15,56.005340576171875
2015-12-16,54.91856002807617
2015-12-17,53.10728454589844
2015-12-18,51.75242614746094
2015-12-21,50.89748001098633
2015-12-22,50.57868576049805
2015-12-23,53.389827728271484
2015-12-24,53.194217681884766
2015-12-28,51.071380615234375
2015-12-29,51.506099700927734
2015-12-30,51.1583251953125
2015-12-31,51.288719177246094
