Date,DHR
2015-01-02,34.93292236328125
2015-01-05,34.58654022216797
2015-01-06,34.350162506103516
2015-01-07,34.558006286621094
2015-01-08,35.09186935424805
2015-01-09,34.85551071166992
2015-01-12,34.42350769042969
2015-01-13,34.37462615966797
2015-01-14,33.832603454589844
2015-01-15,33.429161071777344
2015-01-16,33.63700866699219
2015-01-20,33.81222915649414
2015-01-21,33.930419921875
2015-01-22,34.43575668334961
2015-01-23,34.28904724121094
2015-01-26,34.09342956542969
2015-01-27,34.492801666259766
2015-01-28,33.763336181640625
2015-01-29,34.203453063964844
2015-01-30,33.571800231933594
2015-02-02,34.12601852416992
2015-02-03,34.64765930175781
2015-02-04,34.370548248291016
2015-02-05,34.835121154785156
2015-02-06,34.553924560546875
2015-02-09,34.415382385253906
2015-02-10,34.82697677612305
2015-02-11,34.908477783203125
2015-02-12,35.291542053222656
2015-02-13,35.37712478637695
2015-02-17,35.37305450439453
2015-02-18,35.63795471191406
2015-02-19,35.55236053466797
2015-02-20,35.73167037963867
2015-02-23,35.39750671386719
2015-02-24,35.47085189819336
2015-02-25,35.544219970703125
2015-02-26,35.78466796875
2015-02-27,35.56865692138672
2015-03-02,35.646087646484375
2015-03-03,35.47492218017578
2015-03-04,35.09186935424805
2015-03-05,35.18559265136719
2015-03-06,34.72916793823242
2015-03-09,35.08372116088867
2015-03-10,34.496864318847656
2015-03-11,34.38277053833008
2015-03-12,34.86772537231445
2015-03-13,34.721004486083984
2015-03-16,35.37305450439453
2015-03-17,35.15707778930664
2015-03-18,35.56865692138672
2015-03-19,35.45863342285156
2015-03-20,35.51569366455078
2015-03-23,35.3608283996582
2015-03-24,35.01850891113281
2015-03-25,34.4287109375
2015-03-26,34.41645812988281
2015-03-27,34.63279342651367
2015-03-30,34.93891143798828
2015-03-31,34.65320587158203
2015-04-01,34.245025634765625
2015-04-02,34.363399505615234
2015-04-06,34.68178939819336
2015-04-07,34.82870864868164
2015-04-08,34.836875915527344
2015-04-09,34.881778717041016
2015-04-10,34.685855865478516
2015-04-13,34.78789138793945
2015-04-14,34.88993835449219
2015-04-15,34.93891143798828
2015-04-16,34.87360763549805
2015-04-17,34.37565231323242
2015-04-20,34.66135787963867
