Date,BMY
2015-01-02,40.88426208496094
2015-01-05,40.245338439941406
2015-01-06,40.1766357421875
2015-01-07,40.69877243041992
2015-01-08,41.71555709838867
2015-01-09,41.44075012207031
2015-01-12,42.71858596801758
2015-01-13,43.3643798828125
2015-01-14,43.24758529663086
2015-01-15,42.34072494506836
2015-01-16,42.80790710449219
2015-01-20,42.90408706665039
2015-01-21,42.56058120727539
2015-01-22,42.65675354003906
2015-01-23,42.64302062988281
2015-01-26,42.910945892333984
2015-01-27,42.58805847167969
2015-01-28,42.13463592529297
2015-01-29,42.00407791137695
2015-01-30,41.4063835144043
2015-02-02,41.37891387939453
2015-02-03,41.12471008300781
2015-02-04,40.69877243041992
2015-02-05,41.37891387939453
2015-02-06,40.99418258666992
2015-02-09,40.430824279785156
2015-02-10,41.104103088378906
2015-02-11,40.74685287475586
2015-02-12,40.8636474609375
2015-02-13,41.248390197753906
2015-02-17,41.289608001708984
2015-02-18,41.22776794433594
2015-02-19,40.91175079345703
2015-02-20,41.57814407348633
2015-02-23,42.107154846191406
2015-02-24,42.217063903808594
2015-02-25,42.05906295776367
2015-02-26,42.223941802978516
2015-02-27,41.85293960571289
2015-03-02,42.80103302001953
2015-03-03,42.53995895385742
2015-03-04,45.11627197265625
2015-03-05,45.37733840942383
2015-03-06,44.73841857910156
2015-03-09,45.5903205871582
2015-03-10,45.02009201049805
2015-03-11,45.06817626953125
2015-03-12,45.789546966552734
2015-03-13,45.94069290161133
2015-03-16,46.73762130737305
2015-03-17,46.45595932006836
2015-03-18,47.0399284362793
2015-03-19,46.93687057495117
2015-03-20,46.552127838134766
2015-03-23,46.428466796875
2015-03-24,45.13002014160156
2015-03-25,44.449859619140625
2015-03-26,44.65597152709961
2015-03-27,44.834598541259766
2015-03-30,45.1780891418457
2015-03-31,44.31246566772461
2015-04-01,43.918617248535156
2015-04-02,43.690589904785156
2015-04-06,43.531654357910156
2015-04-07,43.531654357910156
2015-04-08,43.890960693359375
2015-04-09,43.84950637817383
2015-04-10,44.66486358642578
2015-04-13,44.18808364868164
2015-04-14,44.24336624145508
2015-04-15,43.82876968383789
2015-04-16,44.001522064208984
2015-04-17,45.155452728271484
2015-04-20,45.50786590576172
2015-04-21,46.1642951965332
2015-04-22,46.01918411254883
2015-04-23,45.60459899902344
2015-04-24,45.466400146484375
2015-04-27,45.024173736572266
2015-04-28,44.59577560424805
2015-04-29,44.423030853271484
2015-04-30,44.03607177734375
2015-05-01,44.678680419921875
2015-05-04,45.13472366333008
2015-05-05,44.934356689453125
2015-05-06,44.68558883666992
2015-05-07,44.94816589355469
2015-05-08,46.24721145629883
2015-05-11,47.06254959106445
2015-05-12,46.64107894897461
2015-05-13,46.57197189331055
2015-05-14,46.60650634765625
2015-05-15,46.737789154052734
2015-05-18,46.98655700683594
2015-05-19,47.1731071472168
2015-05-20,47.73280715942383
2015-05-21,47.60151290893555
2015-05-22,47.19384765625
2015-05-26,46.64107894897461
2015-05-27,47.262943267822266
2015-05-28,47.78117752075195
2015-05-29,44.63722229003906
2015-06-01,45.936256408691406
2015-06-02,45.466400146484375
2015-06-03,45.397300720214844
2015-06-04,45.445674896240234
2015-06-05,45.742794036865234
2015-06-08,45.13472366333008
2015-06-09,44.96889114379883
