date,ADS
2015-06-02,295.47111011084
2015-06-03,296.2439203378
2015-06-04,292.46903961377
2015-06-05,292.69691955249
2015-06-08,292.78608996329
2015-06-09,290.8243409256
2015-06-10,296.94737580081
2015-06-11,297.8588955557
2015-06-12,298.77041531058
2015-06-15,296.69968021525
2015-06-16,294.67848423702
2015-06-17,294.95590329286
2015-06-18,298.49299625475
2015-06-19,299.91972282761
2015-06-22,302.68400556254
2015-06-23,301.37617287075
2015-06-24,300.59345482035
2015-06-25,301.16810857887
2015-06-26,300.15751058976
2015-06-29,288.76351365369
2015-06-30,289.2489970014
2015-07-01,290.16051675628
2015-07-02,292.99415425517
2015-07-06,293.17249507678
2015-07-07,296.20428904411
2015-07-08,290.98286610037
2015-07-09,292.71673519933
2015-07-10,299.14691260065
2015-07-13,301.3563572239
2015-07-14,302.08953615718
2015-07-15,297.26442615034
2015-07-16,299.36488471594
2015-07-17,299.58285683124
2015-07-20,299.8701837105
2015-07-21,296.8086662729
2015-07-22,298.9091248385
2015-07-23,281.71905120017
2015-07-24,271.58334783878
2015-07-27,264.53888538526
2015-07-28,268.3137661093
2015-07-29,270.33496208752
2015-07-30,269.99809609115
2015-07-31,272.50477541709
2015-08-03,270.87989237577
2015-08-04,273.25776999721
2015-08-05,273.01998223507
2015-08-06,266.98611777066
2015-08-07,267.66975758683
2015-08-10,267.74902017421
2015-08-11,265.51975990411
2015-08-12,267.0455647112
2015-08-13,266.44118748241
2015-08-14,271.25638966583
2015-08-17,268.81906510386
2015-08-18,270.96906278657
2015-08-19,266.09441366262
2015-08-20,264.17229591862
2015-08-21,256.83059876243
2015-08-24,244.77277765704
2015-08-25,245.11955147683
2015-08-26,255.43359565983
2015-08-27,261.39810536028
2015-08-28,259.83266925949
2015-08-31,254.81931060762
2015-09-01,250.07346318817
2015-09-02,253.15479627262
2015-09-03,254.39327420045
2015-09-04,248.19097673786
2015-09-08,255.14626878057
2015-09-09,249.37991554858
2015-09-10,249.41954684227
2015-09-11,251.29212546915
2015-09-14,249.58797984045
2015-09-15,254.0663160275
2015-09-16,252.0550278727
2015-09-17,252.99627109785
2015-09-18,249.34028425489
2015-09-21,253.6303717969
2015-09-22,250.05364754132
2015-09-23,252.4909721033
2015-09-24,251.67853058264
2015-09-25,256.90986134981
2015-09-28,247.17047092532
2015-09-29,248.88452437745
2015-09-30,256.59281100028
2015-10-01,259.93174749372
2015-10-02,266.86722388959
2015-10-05,273.22804652694
2015-10-06,273.06952135218
2015-10-07,275.70500238261
2015-10-08,276.83449425279
2015-10-09,277.5379497158
2015-10-12,276.42827349247
2015-10-13,273.26767782063
2015-10-14,274.10984281156
2015-10-15,275.61583197181
2015-10-16,275.59601632496
2015-10-19,277.48841059869
2015-10-20,278.39993035358
2015-10-21,273.38657170171
2015-10-22,291.77549197418
2015-10-23,293.14277160651
2015-10-26,292.20152838135
2015-10-27,290.84415657245
2015-10-28,295.52064922795
2015-10-29,295.1045206442
2015-10-30,294.56949817937
2015-11-02,295.66926657929
2015-11-03,297.81926426201
2015-11-04,299.08746566011
2015-11-05,296.35290639545
2015-11-06,295.20359887842
2015-11-09,293.99484442086
2015-11-10,294.82710158836
2015-11-11,292.01327973632
2015-11-12,288.13932077806
2015-11-13,283.71052370813
2015-11-16,284.49324175852
2015-11-17,281.86766855151
2015-11-18,285.04807987019
2015-11-19,283.43310465229
2015-11-20,283.96812711712
2015-11-23,283.02688389196
2015-11-24,282.81881960009
2015-11-25,283.76006282524
2015-11-27,282.89808218747
2015-11-30,284.20591487926
2015-12-01,286.4946220899
2015-12-02,282.73955701271
2015-12-03,278.65753376257
2015-12-04,281.6001573191
2015-12-07,280.25269333362
2015-12-08,279.54923787061
2015-12-09,277.50822624554
2015-12-10,277.57758100949
2015-12-11,265.62874596176
2015-12-14,267.50132458864
2015-12-15,265.51975990411
2015-12-16,270.78081414154
2015-12-17,266.57989701033
2015-12-18,264.47943844473
2015-12-21,268.03634705346
2015-12-22,271.17712707845
2015-12-23,275.78426496999
2015-12-24,275.63564761865
2015-12-28,275.57620067812
2015-12-29,277.71629053741
2015-12-30,274.21882886921
2015-12-31,274.02067240076
