Date,CMCSA
2015-01-02,20.37992286682129
2015-01-05,19.964303970336914
2015-01-06,19.703866958618164
2015-01-07,19.686025619506836
2015-01-08,20.114139556884766
2015-01-09,20.082035064697266
2015-01-12,20.03921890258789
2015-01-13,20.278249740600586
2015-01-14,19.914356231689453
2015-01-15,19.978572845458984
2015-01-16,20.253276824951172
2015-01-20,19.91078758239746
2015-01-21,19.896514892578125
2015-01-22,20.18193244934082
2015-01-23,20.08916664123535
2015-01-26,20.22473907470703
2015-01-27,20.107006072998047
2015-01-28,19.475540161132812
2015-01-29,19.218673706054688
2015-01-30,18.961801528930664
2015-02-02,19.197269439697266
2015-02-03,19.768077850341797
2015-02-04,20.299659729003906
2015-02-05,20.324623107910156
2015-02-06,20.306791305541992
2015-02-09,20.367443084716797
2015-02-10,20.481603622436523
2015-02-11,20.613605499267578
2015-02-12,20.82765769958496
2015-02-13,21.21653175354004
2015-02-17,20.977500915527344
2015-02-18,20.77057456970215
2015-02-19,20.63857650756836
2015-02-20,20.87047004699707
2015-02-23,20.767013549804688
2015-02-24,21.109500885009766
2015-02-25,21.270042419433594
2015-02-26,21.10236358642578
2015-02-27,21.184423446655273
2015-03-02,21.35923194885254
2015-03-03,21.391338348388672
2015-03-04,21.559017181396484
2015-03-05,21.52334213256836
2015-03-06,21.53761100769043
2015-03-09,21.608970642089844
2015-03-10,20.941823959350586
2015-03-11,20.713499069213867
2015-03-12,21.166580200195312
2015-03-13,21.06668472290039
2015-03-16,21.316423416137695
2015-03-17,21.095233917236328
2015-03-18,21.045284271240234
2015-03-19,20.959667205810547
2015-03-20,21.209386825561523
2015-03-23,21.09166145324707
2015-03-24,20.538686752319336
2015-03-25,20.16765022277832
2015-03-26,19.946462631225586
2015-03-27,19.957164764404297
2015-03-30,20.286861419677734
2015-03-31,20.2366886138916
2015-04-01,20.4481201171875
2015-04-02,20.763473510742188
2015-04-06,20.860233306884766
2015-04-07,20.899656295776367
2015-04-08,21.20785140991211
