Date,QCOM
2015-01-02,53.988338470458984
2015-01-05,53.73393630981445
2015-01-06,52.97077178955078
2015-01-07,53.588565826416016
2015-01-08,54.15550231933594
2015-01-09,54.090091705322266
2015-01-12,53.4722900390625
2015-01-13,53.036197662353516
2015-01-14,52.4910774230957
2015-01-15,51.880558013916016
2015-01-16,51.81512451171875
2015-01-20,52.68006896972656
2015-01-21,52.03317642211914
2015-01-22,52.265750885009766
2015-01-23,52.461997985839844
2015-01-26,52.7745475769043
2015-01-27,52.16400909423828
2015-01-28,51.59708023071289
2015-01-29,46.29127502441406
2015-01-30,45.397281646728516
2015-02-02,47.628623962402344
2015-02-03,48.66798782348633
2015-02-04,48.66798782348633
2015-02-05,49.387535095214844
2015-02-06,48.22462463378906
2015-02-09,48.777008056640625
2015-02-10,51.066505432128906
2015-02-11,51.030174255371094
2015-02-12,51.16099166870117
2015-02-13,51.51712417602539
2015-02-17,51.458984375
2015-02-18,51.27002716064453
2015-02-19,51.58979797363281
2015-02-20,51.982295989990234
2015-02-23,51.56074523925781
2015-02-24,51.87327575683594
2015-02-25,52.09858703613281
2015-02-26,52.33844757080078
2015-02-27,52.70186233520508
2015-03-02,53.11854553222656
2015-03-03,52.204750061035156
2015-03-04,51.79533386230469
2015-03-05,51.85383605957031
2015-03-06,52.27783966064453
2015-03-09,53.15510177612305
2015-03-10,52.55563735961914
2015-03-11,51.371337890625
2015-03-12,50.71337890625
2015-03-13,50.17971420288086
2015-03-16,51.173946380615234
2015-03-17,51.042354583740234
2015-03-18,51.34209442138672
2015-03-19,51.0496826171875
2015-03-20,51.20319366455078
2015-03-23,51.225120544433594
2015-03-24,50.42095947265625
2015-03-25,49.13429641723633
2015-03-26,49.09776306152344
2015-03-27,49.002723693847656
2015-03-30,50.35517501831055
2015-03-31,50.69145202636719
2015-04-01,50.75723648071289
2015-04-02,49.689910888671875
2015-04-06,49.53639602661133
2015-04-07,49.214717864990234
2015-04-08,49.17085647583008
2015-04-09,50.303985595703125
2015-04-10,50.559879302978516
2015-04-13,50.24550247192383
2015-04-14,50.42095947265625
2015-04-15,50.04811096191406
2015-04-16,49.64604568481445
2015-04-17,49.061195373535156
2015-04-20,50.17971420288086
2015-04-21,50.12853240966797
2015-04-22,50.399024963378906
2015-04-23,49.960391998291016
2015-04-24,49.88728713989258
2015-04-27,50.61104202270508
2015-04-28,50.918067932128906
2015-04-29,50.20163345336914
2015-04-30,49.711830139160156
2015-05-01,50.01886749267578
2015-05-04,50.486759185791016
2015-05-05,49.98232650756836
2015-05-06,49.572933197021484
2015-05-07,50.02619552612305
2015-05-08,50.74262619018555
2015-05-11,50.47943878173828
2015-05-12,50.28938293457031
2015-05-13,50.9765625
2015-05-14,51.554080963134766
2015-05-15,51.9488639831543
2015-05-18,51.48099136352539
2015-05-19,50.89614486694336
2015-05-20,50.64757537841797
2015-05-21,51.23973083496094
2015-05-22,50.81573486328125
2015-05-26,50.7060661315918
2015-05-27,51.91962814331055
2015-05-28,51.61257553100586
2015-05-29,50.94001007080078
2015-06-01,51.10195541381836
2015-06-02,51.0504264831543
2015-06-03,51.42584228515625
2015-06-04,50.719181060791016
2015-06-05,50.2480583190918
2015-06-08,49.526641845703125
2015-06-09,49.202754974365234
2015-06-10,49.548728942871094
2015-06-11,49.7621955871582
2015-06-12,49.34261703491211
2015-06-15,49.04816818237305
2015-06-16,48.92302322387695
2015-06-17,48.98926544189453
2015-06-18,49.58552932739258
2015-06-19,49.23220443725586
2015-06-22,49.58552932739258
2015-06-23,49.3057975769043
2015-06-24,48.105918884277344
2015-06-25,48.039669036865234
2015-06-26,47.60536193847656
2015-06-29,46.09629440307617
2015-06-30,46.10364532470703
2015-07-01,46.302406311035156
2015-07-02,46.45699691772461
2015-07-06,46.45699691772461
2015-07-07,46.22879409790039
2015-07-08,45.57364273071289
2015-07-09,45.536842346191406
2015-07-10,46.177268981933594
2015-07-13,46.69255447387695
2015-07-14,47.0679817199707
2015-07-15,47.02381896972656
2015-07-16,47.51701736450195
2015-07-17,47.362422943115234
2015-07-20,46.95756149291992
2015-07-21,47.95134353637695
2015-07-22,47.25202178955078
2015-07-23,45.47795867919922
2015-07-24,45.37488555908203
2015-07-27,45.62516403198242
2015-07-28,46.44963073730469
2015-07-29,46.501155853271484
2015-07-30,47.413963317871094
2015-07-31,47.39923095703125
2015-08-03,47.428680419921875
2015-08-04,46.70726776123047
2015-08-05,47.02381896972656
2015-08-06,46.25823974609375
2015-08-07,46.390743255615234
2015-08-10,46.48642349243164
2015-08-11,46.04475402832031
2015-08-12,46.06684875488281
2015-08-13,45.66196823120117
