date,ADM
2015-06-03,38.1174301024
2015-06-04,37.3399682227
2015-06-05,37.0638602655
2015-06-08,37.0638602655
2015-06-09,37.0638602655
2015-06-10,37.9357801305
2015-06-11,37.8267901474
2015-06-12,37.7178001643
2015-06-15,37.2527762362
2015-06-16,37.383564216
2015-06-17,37.0129982733
2015-06-18,37.325436225
2015-06-19,37.4198942104
2015-06-22,37.7759281553
2015-06-23,37.7831941542
2015-06-24,37.383564216
2015-06-25,36.8386143003
2015-06-26,36.0175564273
2015-06-29,35.2037645532
2015-06-30,35.0366465791
2015-07-01,35.3418185319
2015-07-02,35.3490845308
2015-07-06,34.9421885937
2015-07-07,34.9785185881
2015-07-08,34.5207606589
2015-07-09,34.2155887061
2015-07-10,34.3027806926
2015-07-13,34.51349466
2015-07-14,34.7242086274
2015-07-15,34.4844306645
2015-07-16,34.7678046207
2015-07-17,34.8913266016
2015-07-20,34.9058585993
2015-07-21,34.5062286612
2015-07-22,34.6442826398
2015-07-23,34.8913266016
2015-07-24,34.2882486949
2015-07-27,34.339110687
2015-07-28,35.1311045645
2015-07-29,34.9712525892
2015-07-30,34.7460066241
2015-07-31,34.455366669
2015-08-03,34.6588146376
2015-08-04,35.1747005577
2015-08-05,35.0366465791
2015-08-06,34.8404646095
2015-08-07,33.7287667815
2015-08-10,33.8086927691
2015-08-11,33.4744568208
2015-08-12,34.0702687286
2015-08-13,34.5207606589
2015-08-14,34.2955146938
2015-08-17,34.7242086274
2015-08-18,34.8484585846
2015-08-19,34.1468117675
2015-08-20,33.7667530749
2015-08-21,32.9774004056
2015-08-24,31.8299155067
2015-08-25,31.4352391721
2015-08-26,32.1515036313
2015-08-27,32.7654445963
2015-08-28,32.633885818
2015-08-31,32.8823857324
2015-09-01,31.6764302655
2015-09-02,31.8810772538
2015-09-03,31.976091927
2015-09-04,31.354842141
2015-09-08,31.9395478219
2015-09-09,31.4206215301
2015-09-10,31.4717832772
2015-09-11,31.2963715729
2015-09-14,31.376768604
2015-09-15,31.7714449386
2015-09-16,32.2976800515
2015-09-17,32.3415329776
2015-09-18,31.5960332344
2015-09-21,31.7056655495
2015-09-22,31.0259451954
2015-09-23,30.740901176
2015-09-24,30.7116658919
2015-09-25,31.0624893005
2015-09-28,30.0319455378
2015-09-29,29.9807837907
2015-09-30,30.2950630942
2015-10-01,30.3023719153
2015-10-02,31.0040187324
2015-10-05,31.8956948958
2015-10-06,31.8956948958
2015-10-07,32.3853859036
2015-10-08,32.9847092266
2015-10-09,33.196665036
2015-10-12,33.211282678
2015-10-13,32.8312239854
2015-10-14,32.8604592694
2015-10-15,33.2989885301
2015-10-16,33.5913413706
2015-10-19,33.5986501916
2015-10-20,33.4013120243
2015-10-21,33.1016503628
2015-10-22,34.1321941255
2015-10-23,34.2710617247
2015-10-26,33.9056206741
2015-10-27,33.7959883589
2015-10-28,34.2052823356
2015-10-29,33.2770620671
2015-10-30,33.3720767402
2015-11-02,33.825223643
2015-11-03,31.5375626663
2015-11-04,31.4425479931
2015-11-05,31.4790920982
2015-11-06,30.7920629231
2015-11-09,30.3462248413
2015-11-10,29.6957397713
2015-11-11,29.6080339191
2015-11-12,28.1462697168
2015-11-13,27.5981081409
2015-11-16,28.1535785378
2015-11-17,27.3878954395
2015-11-18,27.5425045266
2015-11-19,26.8209954532
2015-11-20,26.3792552042
2015-11-23,27.0345032402
2015-11-24,26.5338642913
2015-11-25,26.8504448031
2015-11-27,26.8430824657
2015-11-30,26.8651694781
2015-12-01,27.0197785653
2015-12-02,26.8872564906
2015-12-03,26.2172837795
2015-12-04,26.482327929
2015-12-07,26.0700370299
2015-12-08,25.9669643051
2015-12-09,26.0700370299
2015-12-10,25.8344422304
2015-12-11,25.1939188693
2015-12-14,25.1644695194
2015-12-15,25.6651084683
2015-12-16,26.0626746924
2015-12-17,25.2454552317
2015-12-18,25.768181193
2015-12-21,25.996413655
2015-12-22,26.8062707782
2015-12-23,27.0050538903
2015-12-24,26.9829668779
2015-12-28,26.8725318156
2015-12-29,27.3069097271
2015-12-30,27.15230064
2015-12-31,27.0050538903
