Date,PCG
2015-01-02,48.073116302490234
2015-01-05,48.884254455566406
2015-01-06,48.81214904785156
2015-01-07,49.1996955871582
2015-01-08,49.821563720703125
2015-01-09,50.31725311279297
2015-01-12,49.95675277709961
2015-01-13,50.93010711669922
2015-01-14,51.957550048828125
2015-01-15,51.921485900878906
2015-01-16,52.41718292236328
2015-01-20,52.54335403442383
2015-01-21,52.69657897949219
2015-01-22,52.45323944091797
2015-01-23,53.05707550048828
2015-01-26,53.53474807739258
2015-01-27,53.543758392333984
2015-01-28,53.435604095458984
2015-01-29,54.210689544677734
2015-01-30,53.00300216674805
2015-02-02,52.840763092041016
2015-02-03,53.0390510559082
2015-02-04,52.19187545776367
2015-02-05,52.32706069946289
2015-02-06,50.52455139160156
2015-02-09,50.2631721496582
2015-02-10,51.20049285888672
2015-02-11,49.74945068359375
2015-02-12,49.74945068359375
2015-02-13,48.722023010253906
2015-02-17,49.01944351196289
2015-02-18,50.064903259277344
2015-02-19,49.61426544189453
2015-02-20,49.551177978515625
2015-02-23,49.80353546142578
2015-02-24,49.70439910888672
2015-02-25,48.767093658447266
2015-02-26,48.595855712890625
2015-02-27,48.42460250854492
2015-03-02,48.127197265625
2015-03-03,48.40658187866211
2015-03-04,48.3344841003418
2015-03-05,48.51474380493164
2015-03-06,47.04568862915039
2015-03-09,46.92852783203125
2015-03-10,46.65815353393555
2015-03-11,46.306644439697266
2015-03-12,47.23493957519531
2015-03-13,46.6851806640625
2015-03-16,48.26237487792969
2015-03-17,47.81175231933594
2015-03-18,48.89326858520508
2015-03-19,48.31645584106445
2015-03-20,48.631900787353516
2015-03-23,49.109561920166016
2015-03-24,48.181270599365234
2015-03-25,47.550392150878906
2015-03-26,47.19890213012695
2015-03-27,47.285274505615234
2015-03-30,48.13987731933594
2015-03-31,48.24897384643555
2015-04-01,48.294429779052734
2015-04-02,48.72174072265625
2015-04-06,49.3399543762207
2015-04-07,48.62172317504883
2015-04-08,48.73992156982422
2015-04-09,47.98531723022461
2015-04-10,48.2216911315918
2015-04-13,47.594383239746094
2015-04-14,47.54892349243164
2015-04-15,47.20344924926758
2015-04-16,47.20344924926758
2015-04-17,47.60346984863281
2015-04-20,47.80348587036133
2015-04-21,47.303436279296875
2015-04-22,47.13980484008789
2015-04-23,47.44891357421875
2015-04-24,47.94895553588867
2015-04-27,47.15798568725586
2015-04-28,47.82167053222656
2015-04-29,49.02176284790039
2015-04-30,48.11259841918945
2015-05-01,48.630821228027344
2015-05-04,48.79446792602539
2015-05-05,47.594383239746094
2015-05-06,47.21253204345703
2015-05-07,47.06707000732422
2015-05-08,47.63984680175781
2015-05-11,47.330726623535156
2015-05-12,46.98523712158203
2015-05-13,46.312469482421875
2015-05-14,46.757957458496094
2015-05-15,47.285274505615234
2015-05-18,47.748939514160156
2015-05-19,48.19443130493164
2015-05-20,48.0489616394043
2015-05-21,48.32170867919922
2015-05-22,47.92167663574219
2015-05-26,47.89440155029297
2015-05-27,48.421714782714844
2015-05-28,48.51262283325195
2015-05-29,48.612640380859375
2015-06-01,48.78538131713867
2015-06-02,48.094417572021484
2015-06-03,47.2489013671875
2015-06-04,47.13980484008789
2015-06-05,46.69432067871094
2015-06-08,46.17608642578125
2015-06-09,45.75788497924805
2015-06-10,45.84880065917969
2015-06-11,46.02153778076172
2015-06-12,45.67605209350586
2015-06-15,45.28512191772461
2015-06-16,45.5578727722168
2015-06-17,46.185184478759766
2015-06-18,46.99433517456055
2015-06-19,46.43974685668945
2015-06-22,46.503387451171875
2015-06-23,45.857887268066406
2015-06-24,45.32148361206055
2015-06-25,45.09419631958008
2015-06-26,45.603450775146484
2015-06-29,45.26395034790039
2015-06-30,45.052913665771484
2015-07-01,45.30982971191406
2015-07-02,45.686031341552734
2015-07-06,45.90625
2015-07-07,47.163333892822266
2015-07-08,47.19085693359375
2015-07-09,46.52103042602539
2015-07-10,46.906410217285156
2015-07-13,46.998172760009766
2015-07-14,46.796295166015625
2015-07-15,47.181678771972656
2015-07-16,47.96161651611328
2015-07-17,47.09909439086914
2015-07-20,46.97062683105469
2015-07-21,46.429264068603516
2015-07-22,47.08992385864258
2015-07-23,46.18153381347656
2015-07-24,46.199867248535156
2015-07-27,47.55789566040039
2015-07-28,47.97079849243164
2015-07-29,48.025848388671875
2015-07-30,47.8790397644043
2015-07-31,48.18183517456055
2015-08-03,48.301116943359375
2015-08-04,47.70469665527344
2015-08-05,47.55789566040039
2015-08-06,47.86068344116211
2015-08-07,48.530517578125
2015-08-10,47.9340934753418
2015-08-11,48.29194259643555
2015-08-12,48.79661178588867
2015-08-13,48.9617805480957
2015-08-14,49.622432708740234
2015-08-17,49.79677200317383
2015-08-18,49.92522430419922
2015-08-19,49.66830062866211
2015-08-20,49.43891525268555
2015-08-21,48.704856872558594
2015-08-24,46.25493240356445
2015-08-25,44.92444610595703
2015-08-26,45.35570526123047
2015-08-27,46.19070816040039
2015-08-28,46.264102935791016
2015-08-31,45.493350982666016
2015-09-01,43.93346405029297
2015-09-02,43.979339599609375
2015-09-03,44.31884002685547
2015-09-04,43.676544189453125
