Date,SYY
2015-01-02,29.653310775756836
2015-01-05,29.363113403320312
2015-01-06,29.206846237182617
2015-01-07,30.062585830688477
2015-01-08,30.605810165405273
2015-01-09,30.695096969604492
2015-01-12,30.41232681274414
2015-01-13,30.323034286499023
2015-01-14,29.965850830078125
2015-01-15,29.958415985107422
2015-01-16,29.779834747314453
2015-01-20,29.437524795532227
2015-01-21,29.98074722290039
2015-01-22,30.27840232849121
2015-01-23,30.494182586669922
2015-01-26,30.45698356628418
2015-01-27,30.285829544067383
2015-01-28,29.83936309814453
2015-01-29,29.690534591674805
2015-01-30,29.147321701049805
2015-02-02,28.5966739654541
2015-02-03,29.422666549682617
2015-02-04,29.6607723236084
2015-02-05,29.668212890625
2015-02-06,29.950977325439453
2015-02-09,29.83936309814453
2015-02-10,29.616113662719727
2015-02-11,28.961278915405273
2015-02-12,29.511947631835938
2015-02-13,29.422666549682617
2015-02-17,29.444969177246094
2015-02-18,29.69797134399414
2015-02-19,28.69340705871582
2015-02-20,29.511947631835938
2015-02-23,29.467288970947266
2015-02-24,29.422666549682617
2015-02-25,29.370559692382812
2015-02-26,29.1249942779541
2015-02-27,29.013383865356445
2015-03-02,28.998506546020508
2015-03-03,28.9464111328125
2015-03-04,28.87943458557129
2015-03-05,29.110105514526367
2015-03-06,28.760387420654297
2015-03-09,28.976177215576172
2015-03-10,28.611541748046875
2015-03-11,28.57435417175293
2015-03-12,28.87200164794922
2015-03-13,28.700847625732422
2015-03-16,28.805023193359375
2015-03-17,28.678539276123047
2015-03-18,28.68596076965332
2015-03-19,28.425521850585938
2015-03-20,28.73806381225586
2015-03-23,28.767824172973633
2015-03-24,28.455289840698242
2015-03-25,28.27669334411621
2015-03-26,28.187414169311523
2015-03-27,28.395753860473633
2015-03-30,28.47016716003418
2015-03-31,28.297658920288086
2015-04-01,28.147668838500977
2015-04-02,28.23017692565918
2015-04-06,28.372671127319336
2015-04-07,28.47766876220703
2015-04-08,28.6126766204834
2015-04-09,28.62766456604004
2015-04-10,28.62766456604004
2015-04-13,28.207666397094727
2015-04-14,28.35017967224121
2015-04-15,28.245176315307617
